,High,Low,Close,Symbol,Adj_Close,Date,Open,Volume
0,0.5125,0.4825,0.49,KRE.MI,0.49,2016-07-27,0.4825,63000
1,0.491,0.481,0.4818,KRE.MI,0.4818,2016-07-26,0.491,42800
2,0.52,0.4912,0.50,KRE.MI,0.50,2016-07-25,0.52,54000
3,0.535,0.4868,0.5015,KRE.MI,0.5015,2016-07-22,0.4868,335100
4,0.4866,0.4505,0.4866,KRE.MI,0.4866,2016-07-21,0.46,64700
5,0.4686,0.46,0.4686,KRE.MI,0.4686,2016-07-20,0.468,15300
6,0.4697,0.447,0.468,KRE.MI,0.468,2016-07-19,0.4697,22200
7,0.4768,0.4462,0.4463,KRE.MI,0.4463,2016-07-18,0.4509,41400
8,0.4634,0.4422,0.4506,KRE.MI,0.4506,2016-07-15,0.4634,41400
9,0.4656,0.4423,0.4634,KRE.MI,0.4634,2016-07-14,0.4656,50200
10,0.4778,0.4501,0.465,KRE.MI,0.465,2016-07-13,0.46,49800
11,0.467,0.4315,0.465,KRE.MI,0.465,2016-07-12,0.4596,70100
12,0.4411,0.4314,0.4411,KRE.MI,0.4411,2016-07-11,0.4314,23500
13,0.4465,0.4201,0.4333,KRE.MI,0.4333,2016-07-08,0.4201,22600
14,0.449,0.4171,0.449,KRE.MI,0.449,2016-07-07,0.44,57800
15,0.45,0.45,0.45,KRE.MI,0.45,2016-07-06,0.45,000
16,0.45,0.44,0.45,KRE.MI,0.45,2016-07-05,0.4405,8800
17,0.47,0.4404,0.4404,KRE.MI,0.4404,2016-07-04,0.46,9000
18,0.4579,0.4307,0.4579,KRE.MI,0.4579,2016-07-01,0.4307,1800
19,0.46,0.4301,0.4501,KRE.MI,0.4501,2016-06-30,0.4301,36900
20,0.449,0.4277,0.4301,KRE.MI,0.4301,2016-06-29,0.4277,14100
21,0.45,0.4183,0.45,KRE.MI,0.45,2016-06-28,0.4183,7100
22,0.44,0.4111,0.4379,KRE.MI,0.4379,2016-06-27,0.4299,15900
23,0.44,0.4089,0.427,KRE.MI,0.427,2016-06-24,0.44,89400
24,0.4746,0.4512,0.4728,KRE.MI,0.4728,2016-06-23,0.4512,17300
25,0.4599,0.454,0.4599,KRE.MI,0.4599,2016-06-22,0.4586,25100
26,0.47,0.4585,0.46,KRE.MI,0.46,2016-06-21,0.4585,20500
27,0.475,0.4452,0.473,KRE.MI,0.473,2016-06-20,0.4617,16000
