,Close,Symbol,Open,High,Date,Low,Volume,Adj_Close
0,13740.00,TBL,13750.00,13750.00,2016-07-27,13740.00,150600,13740.00
1,13750.00,TBL,13750.00,13750.00,2016-07-26,13750.00,115000,13750.00
2,13750.00,TBL,13750.00,13750.00,2016-07-25,13750.00,989900,13750.00
3,13750.00,TBL,13750.00,13750.00,2016-07-22,13750.00,27800,13750.00
4,13750.00,TBL,13750.00,13750.00,2016-07-21,13750.00,18700,13750.00
5,13750.00,TBL,13750.00,13750.00,2016-07-20,13750.00,200,13750.00
6,13750.00,TBL,13750.00,13750.00,2016-07-19,13750.00,72200,13750.00
7,13750.00,TBL,13810.00,13760.00,2016-07-18,13750.00,8600,13750.00
8,13810.00,TBL,13850.00,13990.00,2016-07-15,13750.00,900,13810.00
9,0.85,TBL,0.85,0.85,2016-07-14,0.85,17800,0.85
10,13880.00,TBL,13750.00,14000.00,2016-07-13,13750.00,1200,13880.00
11,13750.00,TBL,13760.00,13750.00,2016-07-12,13750.00,1000,13750.00
12,13760.00,TBL,13750.00,13760.00,2016-07-11,13750.00,111700,13760.00
13,13750.00,TBL,13760.00,13750.00,2016-07-08,13750.00,1100,13750.00
14,13760.00,TBL,13760.00,13760.00,2016-07-07,13760.00,000,13760.00
15,13760.00,TBL,13760.00,13760.00,2016-07-06,13760.00,000,13760.00
16,13760.00,TBL,13750.00,14000.00,2016-07-05,13750.00,813400,13760.00
17,13750.00,TBL,13750.00,13750.00,2016-07-04,13750.00,2800,13750.00
18,13750.00,TBL,13710.00,13750.00,2016-07-01,13730.00,37900,13750.00
19,13710.00,TBL,13730.00,13740.00,2016-06-30,13700.00,47000,13710.00
20,13730.00,TBL,13740.00,13750.00,2016-06-29,13680.00,5700,13730.00
21,13740.00,TBL,13750.00,13740.00,2016-06-28,13740.00,200,13740.00
22,13750.00,TBL,13750.00,13750.00,2016-06-27,13750.00,000,13750.00
23,13750.00,TBL,13700.00,13750.00,2016-06-24,13750.00,100,13750.00
24,13700.00,TBL,13750.00,13750.00,2016-06-23,13650.00,25800,13700.00
25,13750.00,TBL,13740.00,13750.00,2016-06-22,13750.00,170400,13750.00
26,13740.00,TBL,13750.00,13750.00,2016-06-21,13700.00,350000,13740.00
27,13750.00,TBL,13750.00,14000.00,2016-06-20,13750.00,000,13750.00
28,13750.00,TBL,13750.00,13750.00,2016-06-17,13750.00,3500,13750.00
29,13750.00,TBL,13750.00,13750.00,2016-06-16,13750.00,44000,13750.00
30,13750.00,TBL,13850.00,13750.00,2016-06-15,13750.00,100,13750.00
31,13850.00,TBL,13850.00,13850.00,2016-06-14,13850.00,000,13850.00
32,13850.00,TBL,13870.00,13850.00,2016-06-13,13850.00,18800,13850.00
33,13870.00,TBL,13870.00,14000.00,2016-06-10,13870.00,238800,13870.00
34,13870.00,TBL,13860.00,14000.00,2016-06-09,13850.00,97100,13870.00
35,0.35,TBL,0.35,0.35,2016-06-08,0.35,000,0.35
36,0.35,TBL,0.35,0.35,2016-06-07,0.35,000,0.35
37,13850.00,TBL,13850.00,13860.00,2016-06-06,13850.00,3500,13850.00
38,13850.00,TBL,13850.00,14000.00,2016-06-03,13850.00,1700,13850.00
39,13850.00,TBL,13850.00,13860.00,2016-06-02,13850.00,800,13850.00
40,13850.00,TBL,13870.00,13860.00,2016-06-01,13850.00,10500,13850.00
41,13870.00,TBL,14130.00,14000.00,2016-05-31,13850.00,1500,13870.00
42,14130.00,TBL,14200.00,14200.00,2016-05-30,14000.00,100,14130.00
43,14200.00,TBL,14210.00,14200.00,2016-05-27,14200.00,100,14200.00
44,14210.00,TBL,14200.00,14210.00,2016-05-26,14210.00,200,14210.00
45,14200.00,TBL,14200.00,14200.00,2016-05-25,14200.00,200,14200.00
46,14200.00,TBL,14160.00,14200.00,2016-05-24,14160.00,52600,13849.99994
47,14160.00,TBL,14160.00,14160.00,2016-05-23,14160.00,1400,13810.98586
48,14160.00,TBL,14150.00,14160.00,2016-05-20,14160.00,600,13810.98586
49,14150.00,TBL,14100.00,14150.00,2016-05-19,14150.00,1500,13801.23233
50,14100.00,TBL,14090.00,14100.00,2016-05-18,14100.00,56700,13752.46473
51,14090.00,TBL,14010.00,14200.00,2016-05-17,14030.00,56000,13742.71121
52,14010.00,TBL,14000.00,14030.00,2016-05-16,14000.00,2200,13664.68304
53,14000.00,TBL,14030.00,14000.00,2016-05-13,14000.00,1200,13654.92952
54,14030.00,TBL,14000.00,14500.00,2016-05-12,14000.00,58600,13684.19008
55,14000.00,TBL,14440.00,14200.00,2016-05-11,14000.00,4400,13654.92952
56,14440.00,TBL,14000.00,14500.00,2016-05-10,14000.00,200,14084.08445
57,14000.00,TBL,14000.00,14000.00,2016-05-09,14000.00,3000,13654.92952
58,14000.00,TBL,14000.00,14000.00,2016-05-06,14000.00,127700,13654.92952
59,14000.00,TBL,14000.00,14000.00,2016-05-05,14000.00,251100,13654.92952
60,14000.00,TBL,14000.00,14000.00,2016-05-04,14000.00,000,13654.92952
61,14000.00,TBL,14000.00,14000.00,2016-05-03,14000.00,200,13654.92952
62,13910.00,TBL,14000.00,14000.00,2016-05-02,13900.00,23500,13567.14783
63,14000.00,TBL,13800.00,14000.00,2016-04-29,13800.00,40200,13654.92952
64,13800.00,TBL,13800.00,13800.00,2016-04-28,13800.00,000,13459.8591
65,13800.00,TBL,13800.00,13800.00,2016-04-27,13800.00,300,13459.46921
66,13800.00,TBL,13800.00,13800.00,2016-04-26,13800.00,000,13459.46921
67,13800.00,TBL,13800.00,13800.00,2016-04-25,13800.00,7100,13459.46921
68,13800.00,TBL,13800.00,13800.00,2016-04-22,13800.00,10700,13459.46921
69,13800.00,TBL,13800.00,13800.00,2016-04-21,13800.00,20800,13459.46921
70,13800.00,TBL,13800.00,13800.00,2016-04-20,13800.00,6500,13459.46921
71,13800.00,TBL,13800.00,13800.00,2016-04-19,13800.00,000,13459.46921
72,13800.00,TBL,13800.00,13800.00,2016-04-18,13800.00,16400,13459.46921
73,13800.00,TBL,13720.00,13800.00,2016-04-15,13720.00,74600,13459.46921
74,13720.00,TBL,13800.00,13800.00,2016-04-14,13720.00,600,13381.4433
75,13800.00,TBL,13610.00,13800.00,2016-04-13,13800.00,200,13459.46921
76,13610.00,TBL,13750.00,13830.00,2016-04-12,13400.00,161500,13274.15768
77,13750.00,TBL,13830.00,13830.00,2016-04-11,13720.00,800,13410.70302
78,13830.00,TBL,13830.00,13830.00,2016-04-08,13830.00,000,13488.72893
79,13830.00,TBL,13830.00,13830.00,2016-04-07,13830.00,000,13488.72893
80,13830.00,TBL,13830.00,13900.00,2016-04-06,13830.00,16300,13488.72893
81,13830.00,TBL,13800.00,13890.00,2016-04-05,13800.00,80000,13488.72893
82,13800.00,TBL,13790.00,13800.00,2016-04-04,13780.00,8900,13459.46921
83,13790.00,TBL,13890.00,13890.00,2016-04-01,13760.00,30200,13449.71597
84,13890.00,TBL,13720.00,13900.00,2016-03-31,13400.00,36200,13547.24836
85,13720.00,TBL,13720.00,13720.00,2016-03-30,13720.00,000,13381.4433
86,13720.00,TBL,13100.00,13800.00,2016-03-29,13300.00,73300,13381.4433
87,13100.00,TBL,13100.00,13100.00,2016-03-28,13100.00,000,12776.74251
88,13100.00,TBL,13100.00,13100.00,2016-03-25,13100.00,000,12776.74251
89,13100.00,TBL,13380.00,13100.00,2016-03-24,13100.00,500,12776.74251
90,13380.00,TBL,13380.00,13380.00,2016-03-23,13380.00,000,13049.83319
91,13380.00,TBL,13380.00,13380.00,2016-03-22,13380.00,41300,13049.83319
92,13380.00,TBL,13380.00,13380.00,2016-03-21,13380.00,000,13049.83319
93,13380.00,TBL,13380.00,13800.00,2016-03-18,13380.00,181100,13049.83319
94,13950.00,TBL,13950.00,13950.00,2016-03-17,13950.00,000,13605.76779
95,13950.00,TBL,14000.00,14000.00,2016-03-16,13000.00,103700,13605.76779
96,14000.00,TBL,14000.00,14000.00,2016-03-15,14000.00,2800,13654.53398
97,14000.00,TBL,14000.00,14000.00,2016-03-14,14000.00,000,13654.53398
98,14000.00,TBL,14500.00,14500.00,2016-03-11,14000.00,1000,13654.53398
99,14500.00,TBL,14500.00,14500.00,2016-03-10,14500.00,000,14142.19591
100,14500.00,TBL,14500.00,14500.00,2016-03-09,14500.00,7100,14142.19591
