,High,Close,Date,Open,Adj_Close,Symbol,Volume,Low
0,3530.00,3485.00,2016-07-28,3485.00,3485.00,091090.KS,166600,3480.00
1,3590.00,3495.00,2016-07-27,3550.00,3495.00,091090.KS,334700,3495.00
2,3640.00,3565.00,2016-07-26,3600.00,3565.00,091090.KS,245700,3540.00
3,3650.00,3600.00,2016-07-25,3585.00,3600.00,091090.KS,400000,3580.00
4,3655.00,3600.00,2016-07-22,3655.00,3600.00,091090.KS,279300,3580.00
5,3630.00,3590.00,2016-07-21,3560.00,3590.00,091090.KS,266700,3555.00
6,3665.00,3575.00,2016-07-20,3610.00,3575.00,091090.KS,165700,3575.00
7,3690.00,3605.00,2016-07-19,3680.00,3605.00,091090.KS,306000,3600.00
8,3750.00,3670.00,2016-07-18,3635.00,3670.00,091090.KS,326700,3615.00
9,3760.00,3635.00,2016-07-15,3640.00,3635.00,091090.KS,495100,3630.00
10,3700.00,3670.00,2016-07-14,3690.00,3670.00,091090.KS,581200,3560.00
11,3780.00,3685.00,2016-07-13,3775.00,3685.00,091090.KS,783000,3625.00
12,3765.00,3760.00,2016-07-12,3640.00,3760.00,091090.KS,1571500,3555.00
13,3610.00,3600.00,2016-07-11,3540.00,3600.00,091090.KS,389300,3520.00
14,3720.00,3530.00,2016-07-08,3595.00,3530.00,091090.KS,345600,3520.00
15,3605.00,3595.00,2016-07-07,3530.00,3595.00,091090.KS,274300,3530.00
16,3605.00,3520.00,2016-07-06,3560.00,3520.00,091090.KS,398000,3485.00
17,3600.00,3585.00,2016-07-05,3600.00,3585.00,091090.KS,306300,3540.00
18,3600.00,3575.00,2016-07-04,3600.00,3575.00,091090.KS,336900,3500.00
19,3600.00,3560.00,2016-07-01,3470.00,3560.00,091090.KS,534000,3470.00
20,3540.00,3465.00,2016-06-30,3480.00,3465.00,091090.KS,391300,3420.00
21,3435.00,3420.00,2016-06-29,3430.00,3420.00,091090.KS,277300,3370.00
22,3350.00,3325.00,2016-06-28,3240.00,3325.00,091090.KS,513500,3200.00
23,3285.00,3230.00,2016-06-27,3110.00,3230.00,091090.KS,771200,3100.00
24,3550.00,3295.00,2016-06-24,3550.00,3295.00,091090.KS,818800,3215.00
25,3555.00,3465.00,2016-06-23,3535.00,3465.00,091090.KS,232100,3425.00
26,3605.00,3555.00,2016-06-22,3595.00,3555.00,091090.KS,348300,3525.00
27,3600.00,3555.00,2016-06-21,3475.00,3555.00,091090.KS,432400,3455.00
28,3475.00,3455.00,2016-06-20,3375.00,3455.00,091090.KS,282100,3360.00
29,3475.00,3375.00,2016-06-17,3400.00,3375.00,091090.KS,433300,3350.00
30,3590.00,3390.00,2016-06-16,3555.00,3390.00,091090.KS,646400,3365.00
31,3600.00,3545.00,2016-06-15,3535.00,3545.00,091090.KS,458800,3470.00
32,3660.00,3575.00,2016-06-14,3585.00,3575.00,091090.KS,359100,3525.00
33,3850.00,3630.00,2016-06-13,3850.00,3630.00,091090.KS,768000,3630.00
34,3980.00,3835.00,2016-06-10,3830.00,3835.00,091090.KS,1539300,3800.00
35,3930.00,3895.00,2016-06-09,3745.00,3895.00,091090.KS,2400100,3675.00
36,3735.00,3685.00,2016-06-08,3595.00,3685.00,091090.KS,823400,3595.00
37,3650.00,3595.00,2016-06-07,3605.00,3595.00,091090.KS,457000,3555.00
38,3595.00,3595.00,2016-06-06,3595.00,3595.00,091090.KS,000,3595.00
39,3625.00,3595.00,2016-06-03,3600.00,3595.00,091090.KS,447800,3540.00
40,3640.00,3625.00,2016-06-02,3590.00,3625.00,091090.KS,610300,3550.00
41,3585.00,3570.00,2016-06-01,3475.00,3570.00,091090.KS,535900,3455.00
42,3495.00,3495.00,2016-05-31,3490.00,3495.00,091090.KS,262000,3450.00
43,3550.00,3490.00,2016-05-30,3450.00,3490.00,091090.KS,489300,3400.00
44,3460.00,3445.00,2016-05-27,3395.00,3445.00,091090.KS,337200,3350.00
45,3395.00,3390.00,2016-05-26,3350.00,3390.00,091090.KS,303000,3325.00
46,3540.00,3410.00,2016-05-25,3460.00,3410.00,091090.KS,513700,3395.00
47,3590.00,3460.00,2016-05-24,3380.00,3460.00,091090.KS,784800,3280.00
48,3415.00,3365.00,2016-05-23,3325.00,3365.00,091090.KS,269000,3325.00
49,3360.00,3350.00,2016-05-20,3250.00,3350.00,091090.KS,239700,3250.00
50,3390.00,3295.00,2016-05-19,3370.00,3295.00,091090.KS,304800,3285.00
51,3410.00,3300.00,2016-05-18,3410.00,3300.00,091090.KS,416100,3300.00
52,3500.00,3385.00,2016-05-17,3470.00,3385.00,091090.KS,452900,3360.00
53,3605.00,3475.00,2016-05-16,3605.00,3475.00,091090.KS,354100,3450.00
54,3625.00,3560.00,2016-05-13,3550.00,3560.00,091090.KS,380400,3525.00
55,3575.00,3530.00,2016-05-12,3470.00,3530.00,091090.KS,262800,3465.00
56,3520.00,3505.00,2016-05-11,3480.00,3505.00,091090.KS,257900,3455.00
57,3530.00,3475.00,2016-05-10,3445.00,3475.00,091090.KS,354700,3440.00
58,3590.00,3475.00,2016-05-09,3560.00,3475.00,091090.KS,364100,3470.00
59,3590.00,3590.00,2016-05-06,3590.00,3590.00,091090.KS,000,3590.00
60,3590.00,3590.00,2016-05-05,3590.00,3590.00,091090.KS,000,3590.00
61,3680.00,3590.00,2016-05-04,3680.00,3590.00,091090.KS,498000,3560.00
62,3740.00,3680.00,2016-05-03,3740.00,3680.00,091090.KS,545300,3610.00
63,3995.00,3720.00,2016-05-02,3635.00,3720.00,091090.KS,2283600,3550.00
64,3600.00,3560.00,2016-04-29,3600.00,3560.00,091090.KS,339000,3500.00
65,3665.00,3600.00,2016-04-28,3610.00,3600.00,091090.KS,251700,3595.00
66,3770.00,3610.00,2016-04-27,3720.00,3610.00,091090.KS,412100,3590.00
67,3795.00,3700.00,2016-04-26,3670.00,3700.00,091090.KS,776600,3655.00
68,3690.00,3655.00,2016-04-25,3690.00,3655.00,091090.KS,460500,3600.00
69,3700.00,3675.00,2016-04-22,3630.00,3675.00,091090.KS,568900,3565.00
70,3700.00,3635.00,2016-04-21,3630.00,3635.00,091090.KS,955900,3585.00
71,3665.00,3650.00,2016-04-20,3445.00,3650.00,091090.KS,1548500,3420.00
72,3460.00,3420.00,2016-04-19,3340.00,3420.00,091090.KS,712100,3320.00
73,3375.00,3330.00,2016-04-18,3365.00,3330.00,091090.KS,286300,3320.00
74,3390.00,3365.00,2016-04-15,3365.00,3365.00,091090.KS,234300,3345.00
75,3370.00,3360.00,2016-04-14,3325.00,3360.00,091090.KS,297900,3325.00
76,3315.00,3315.00,2016-04-13,3315.00,3315.00,091090.KS,000,3315.00
77,3390.00,3315.00,2016-04-12,3380.00,3315.00,091090.KS,317800,3310.00
78,3380.00,3370.00,2016-04-11,3365.00,3370.00,091090.KS,221000,3335.00
79,3380.00,3365.00,2016-04-08,3380.00,3365.00,091090.KS,322700,3300.00
80,3355.00,3355.00,2016-04-07,3295.00,3355.00,091090.KS,427700,3265.00
81,3290.00,3265.00,2016-04-06,3185.00,3265.00,091090.KS,362400,3165.00
82,3195.00,3185.00,2016-04-05,3195.00,3185.00,091090.KS,194100,3145.00
83,3280.00,3160.00,2016-04-04,3265.00,3160.00,091090.KS,634800,3125.00
84,3280.00,3250.00,2016-04-01,3250.00,3250.00,091090.KS,257800,3245.00
85,3310.00,3255.00,2016-03-31,3300.00,3255.00,091090.KS,405500,3235.00
86,3375.00,3300.00,2016-03-30,3360.00,3300.00,091090.KS,394000,3270.00
87,3360.00,3345.00,2016-03-29,3310.00,3345.00,091090.KS,425000,3270.00
88,3330.00,3265.00,2016-03-28,3270.00,3265.00,091090.KS,361700,3235.00
89,3350.00,3235.00,2016-03-25,3350.00,3235.00,091090.KS,438100,3230.00
90,3415.00,3340.00,2016-03-24,3410.00,3340.00,091090.KS,499800,3305.00
91,3435.00,3410.00,2016-03-23,3405.00,3410.00,091090.KS,398300,3370.00
92,3450.00,3400.00,2016-03-22,3410.00,3400.00,091090.KS,359500,3355.00
93,3460.00,3380.00,2016-03-21,3460.00,3380.00,091090.KS,428200,3370.00
94,3485.00,3420.00,2016-03-18,3460.00,3420.00,091090.KS,622700,3410.00
95,3465.00,3405.00,2016-03-17,3400.00,3405.00,091090.KS,704100,3390.00
96,3450.00,3390.00,2016-03-16,3420.00,3390.00,091090.KS,2102500,3270.00
97,3675.00,3590.00,2016-03-15,3625.00,3590.00,091090.KS,508600,3535.00
98,3770.00,3625.00,2016-03-14,3770.00,3625.00,091090.KS,634000,3620.00
99,3760.00,3730.00,2016-03-11,3690.00,3730.00,091090.KS,490900,3605.00
100,3775.00,3690.00,2016-03-10,3775.00,3690.00,091090.KS,375300,3685.00
101,3795.00,3750.00,2016-03-09,3790.00,3750.00,091090.KS,484700,3690.00
102,3930.00,3790.00,2016-03-08,3930.00,3790.00,091090.KS,660100,3750.00
103,3925.00,3905.00,2016-03-07,3900.00,3905.00,091090.KS,492900,3850.00
104,3940.00,3900.00,2016-03-04,3910.00,3900.00,091090.KS,494900,3855.00
105,3875.00,3870.00,2016-03-03,3730.00,3870.00,091090.KS,626700,3690.00
106,3840.00,3730.00,2016-03-02,3820.00,3730.00,091090.KS,333500,3720.00
107,3795.00,3795.00,2016-03-01,3795.00,3795.00,091090.KS,000,3795.00
108,3840.00,3795.00,2016-02-29,3770.00,3795.00,091090.KS,284300,3720.00
109,3775.00,3770.00,2016-02-26,3695.00,3770.00,091090.KS,304600,3680.00
110,3785.00,3690.00,2016-02-25,3670.00,3690.00,091090.KS,324400,3670.00
111,3785.00,3670.00,2016-02-24,3725.00,3670.00,091090.KS,341900,3650.00
112,3900.00,3725.00,2016-02-23,3900.00,3725.00,091090.KS,396700,3700.00
113,3870.00,3840.00,2016-02-22,3670.00,3840.00,091090.KS,647900,3665.00
114,3755.00,3665.00,2016-02-19,3620.00,3665.00,091090.KS,359300,3555.00
115,3715.00,3620.00,2016-02-18,3700.00,3620.00,091090.KS,377200,3620.00
116,3860.00,3600.00,2016-02-17,3550.00,3600.00,091090.KS,1034600,3480.00
117,3565.00,3530.00,2016-02-16,3490.00,3530.00,091090.KS,248800,3490.00
118,3475.00,3470.00,2016-02-15,3320.00,3470.00,091090.KS,346000,3320.00
119,3625.00,3355.00,2016-02-12,3565.00,3355.00,091090.KS,859700,3200.00
120,3785.00,3570.00,2016-02-11,3700.00,3570.00,091090.KS,639300,3550.00
121,3860.00,3860.00,2016-02-10,3860.00,3860.00,091090.KS,000,3860.00
122,3860.00,3860.00,2016-02-09,3860.00,3860.00,091090.KS,000,3860.00
123,3860.00,3860.00,2016-02-08,3860.00,3860.00,091090.KS,000,3860.00
124,3975.00,3860.00,2016-02-05,3875.00,3860.00,091090.KS,575000,3790.00
125,3975.00,3850.00,2016-02-04,3640.00,3850.00,091090.KS,1626700,3640.00
126,3670.00,3650.00,2016-02-03,3555.00,3650.00,091090.KS,358200,3495.00
127,3735.00,3600.00,2016-02-02,3700.00,3600.00,091090.KS,441400,3535.00
128,3765.00,3700.00,2016-02-01,3665.00,3700.00,091090.KS,588600,3630.00
129,3795.00,3620.00,2016-01-29,3370.00,3620.00,091090.KS,1822700,3360.00
130,3370.00,3360.00,2016-01-28,3325.00,3360.00,091090.KS,129400,3295.00
131,3395.00,3320.00,2016-01-27,3360.00,3320.00,091090.KS,144800,3315.00
132,3345.00,3325.00,2016-01-26,3310.00,3325.00,091090.KS,118400,3290.00
133,3325.00,3320.00,2016-01-25,3205.00,3320.00,091090.KS,177300,3190.00
134,3245.00,3180.00,2016-01-22,3200.00,3180.00,091090.KS,195100,3140.00
135,3255.00,3175.00,2016-01-21,3200.00,3175.00,091090.KS,302900,3100.00
136,3455.00,3230.00,2016-01-20,3425.00,3230.00,091090.KS,432900,3175.00
137,3515.00,3400.00,2016-01-19,3495.00,3400.00,091090.KS,229600,3400.00
138,3475.00,3460.00,2016-01-18,3365.00,3460.00,091090.KS,164300,3360.00
139,3650.00,3480.00,2016-01-15,3640.00,3480.00,091090.KS,412700,3410.00
140,3590.00,3570.00,2016-01-14,3460.00,3570.00,091090.KS,326100,3430.00
141,3525.00,3510.00,2016-01-13,3500.00,3510.00,091090.KS,199100,3450.00
142,3570.00,3440.00,2016-01-12,3490.00,3440.00,091090.KS,305000,3440.00
143,3670.00,3500.00,2016-01-11,3475.00,3500.00,091090.KS,553900,3425.00
144,3475.00,3475.00,2016-01-08,3450.00,3475.00,091090.KS,337000,3335.00
145,3605.00,3510.00,2016-01-07,3460.00,3510.00,091090.KS,589800,3405.00
146,3535.00,3505.00,2016-01-06,3325.00,3505.00,091090.KS,844400,3295.00
147,3380.00,3290.00,2016-01-05,3270.00,3290.00,091090.KS,337100,3270.00
148,3420.00,3320.00,2016-01-04,3400.00,3320.00,091090.KS,227400,3315.00
149,3400.00,3400.00,2016-01-01,3400.00,3400.00,091090.KS,000,3400.00
150,3400.00,3400.00,2015-12-31,3400.00,3400.00,091090.KS,000,3400.00
151,3425.00,3400.00,2015-12-30,3330.00,3400.00,091090.KS,242800,3330.00
152,3345.00,3340.00,2015-12-29,3275.00,3340.00,091090.KS,194700,3275.00
153,3370.00,3275.00,2015-12-28,3205.00,3275.00,091090.KS,299500,3205.00
154,3230.00,3230.00,2015-12-25,3230.00,3230.00,091090.KS,000,3230.00
155,3265.00,3230.00,2015-12-24,3140.00,3230.00,091090.KS,229500,3130.00
156,3265.00,3155.00,2015-12-23,3210.00,3155.00,091090.KS,264200,3150.00
157,3360.00,3200.00,2015-12-22,3340.00,3200.00,091090.KS,268800,3190.00
158,3415.00,3325.00,2015-12-21,3320.00,3325.00,091090.KS,239700,3300.00
159,3370.00,3370.00,2015-12-18,3240.00,3370.00,091090.KS,231700,3230.00
160,3345.00,3260.00,2015-12-17,3250.00,3260.00,091090.KS,242800,3250.00
161,3265.00,3240.00,2015-12-16,3135.00,3240.00,091090.KS,151100,3135.00
162,3165.00,3150.00,2015-12-15,3090.00,3150.00,091090.KS,149700,3090.00
163,3290.00,3100.00,2015-12-14,3290.00,3100.00,091090.KS,353200,3065.00
