,Close,Symbol,Open,High,Date,Low,Volume,Adj_Close
0,5170.00,067830.KS,5150.00,5230.00,2016-07-28,5080.00,120400,5170.00
1,5130.00,067830.KS,5140.00,5170.00,2016-07-27,5010.00,401100,5130.00
2,5100.00,067830.KS,5320.00,6490.00,2016-07-26,5100.00,2553500,5100.00
3,5140.00,067830.KS,5210.00,5210.00,2016-07-25,5140.00,15500,5140.00
4,5210.00,067830.KS,5230.00,5250.00,2016-07-22,5190.00,20000,5210.00
5,5250.00,067830.KS,5290.00,5290.00,2016-07-21,5230.00,14300,5250.00
6,5290.00,067830.KS,5270.00,5300.00,2016-07-20,5250.00,5300,5290.00
7,5280.00,067830.KS,5280.00,5290.00,2016-07-19,5250.00,6900,5280.00
8,5290.00,067830.KS,5250.00,5300.00,2016-07-18,5250.00,5400,5290.00
9,5290.00,067830.KS,5310.00,5330.00,2016-07-15,5210.00,22800,5290.00
10,5310.00,067830.KS,5320.00,5330.00,2016-07-14,5290.00,4100,5310.00
11,5320.00,067830.KS,5340.00,5350.00,2016-07-13,5270.00,1900,5320.00
12,5320.00,067830.KS,5280.00,5330.00,2016-07-12,5180.00,34100,5320.00
13,5280.00,067830.KS,5320.00,5340.00,2016-07-11,5260.00,12700,5280.00
14,5320.00,067830.KS,5270.00,5330.00,2016-07-08,5260.00,18900,5320.00
15,5320.00,067830.KS,5340.00,5360.00,2016-07-07,5290.00,9600,5320.00
16,5350.00,067830.KS,5350.00,5350.00,2016-07-06,5240.00,25200,5350.00
17,5350.00,067830.KS,5360.00,5380.00,2016-07-05,5290.00,6300,5350.00
18,5360.00,067830.KS,5340.00,5370.00,2016-07-04,5300.00,14900,5360.00
19,5380.00,067830.KS,5400.00,5400.00,2016-07-01,5300.00,17700,5380.00
20,5380.00,067830.KS,5350.00,5390.00,2016-06-30,5300.00,2800,5380.00
21,5320.00,067830.KS,5300.00,5390.00,2016-06-29,5300.00,14200,5320.00
22,5360.00,067830.KS,5320.00,5390.00,2016-06-28,5270.00,3500,5360.00
23,5350.00,067830.KS,5410.00,5410.00,2016-06-27,5180.00,59100,5350.00
24,5390.00,067830.KS,5530.00,5560.00,2016-06-24,5300.00,23900,5390.00
25,5490.00,067830.KS,5500.00,5530.00,2016-06-23,5450.00,3000,5490.00
26,5500.00,067830.KS,5470.00,5510.00,2016-06-22,5410.00,20300,5500.00
27,5470.00,067830.KS,5500.00,5560.00,2016-06-21,5400.00,18800,5470.00
28,5510.00,067830.KS,5450.00,5530.00,2016-06-20,5380.00,30000,5510.00
29,5520.00,067830.KS,5480.00,5520.00,2016-06-17,5420.00,9500,5520.00
30,5520.00,067830.KS,5580.00,5580.00,2016-06-16,5450.00,27700,5520.00
31,5630.00,067830.KS,5600.00,5700.00,2016-06-15,5490.00,13800,5630.00
32,5630.00,067830.KS,5530.00,5640.00,2016-06-14,5500.00,20600,5630.00
33,5610.00,067830.KS,5680.00,5680.00,2016-06-13,5560.00,7000,5610.00
34,5680.00,067830.KS,5670.00,5740.00,2016-06-10,5600.00,10700,5680.00
35,5680.00,067830.KS,5550.00,5750.00,2016-06-09,5450.00,63100,5680.00
36,5560.00,067830.KS,5530.00,5560.00,2016-06-08,5420.00,15900,5560.00
37,5530.00,067830.KS,5540.00,5570.00,2016-06-07,5490.00,16800,5530.00
38,5580.00,067830.KS,5580.00,5580.00,2016-06-06,5580.00,000,5580.00
39,5580.00,067830.KS,5640.00,5640.00,2016-06-03,5490.00,41300,5580.00
40,5670.00,067830.KS,5700.00,5710.00,2016-06-02,5500.00,57600,5670.00
41,5720.00,067830.KS,5640.00,5760.00,2016-06-01,5590.00,12100,5720.00
42,5640.00,067830.KS,5680.00,5720.00,2016-05-31,5590.00,13100,5640.00
43,5720.00,067830.KS,5730.00,5770.00,2016-05-30,5670.00,12000,5720.00
44,5730.00,067830.KS,5690.00,5730.00,2016-05-27,5650.00,8600,5730.00
45,5720.00,067830.KS,5760.00,5810.00,2016-05-26,5680.00,5700,5720.00
46,5730.00,067830.KS,5670.00,5740.00,2016-05-25,5650.00,5100,5730.00
47,5700.00,067830.KS,5730.00,5730.00,2016-05-24,5660.00,4200,5700.00
48,5710.00,067830.KS,5680.00,5720.00,2016-05-23,5580.00,15500,5710.00
49,5700.00,067830.KS,5720.00,5720.00,2016-05-20,5620.00,6000,5700.00
50,5690.00,067830.KS,5690.00,5760.00,2016-05-19,5620.00,5800,5690.00
51,5690.00,067830.KS,5840.00,5840.00,2016-05-18,5650.00,16200,5690.00
52,5800.00,067830.KS,5910.00,5910.00,2016-05-17,5800.00,9400,5800.00
53,5890.00,067830.KS,5800.00,5900.00,2016-05-16,5800.00,6200,5890.00
54,5840.00,067830.KS,5870.00,5870.00,2016-05-13,5760.00,7900,5840.00
55,5850.00,067830.KS,5830.00,5870.00,2016-05-12,5760.00,11900,5850.00
56,5830.00,067830.KS,5790.00,5840.00,2016-05-11,5770.00,4300,5830.00
57,5790.00,067830.KS,5720.00,5810.00,2016-05-10,5650.00,5500,5790.00
58,5740.00,067830.KS,5720.00,5770.00,2016-05-09,5640.00,9200,5740.00
59,5720.00,067830.KS,5720.00,5720.00,2016-05-06,5720.00,000,5720.00
60,5720.00,067830.KS,5720.00,5720.00,2016-05-05,5720.00,000,5720.00
61,5720.00,067830.KS,5740.00,5740.00,2016-05-04,5690.00,3800,5720.00
62,5740.00,067830.KS,5760.00,5790.00,2016-05-03,5740.00,5400,5740.00
63,5760.00,067830.KS,5740.00,5760.00,2016-05-02,5650.00,10000,5760.00
64,5720.00,067830.KS,5710.00,5780.00,2016-04-29,5650.00,15100,5720.00
65,5760.00,067830.KS,5880.00,5890.00,2016-04-28,5710.00,16700,5760.00
66,5860.00,067830.KS,5810.00,5870.00,2016-04-27,5760.00,9300,5860.00
67,5800.00,067830.KS,5890.00,5890.00,2016-04-26,5780.00,22200,5800.00
68,5900.00,067830.KS,5890.00,5900.00,2016-04-25,5800.00,22000,5900.00
69,5930.00,067830.KS,6000.00,6000.00,2016-04-22,5860.00,16200,5930.00
70,6000.00,067830.KS,5940.00,6030.00,2016-04-21,5840.00,21000,6000.00
71,5950.00,067830.KS,5880.00,5960.00,2016-04-20,5820.00,20900,5950.00
72,5930.00,067830.KS,5930.00,5970.00,2016-04-19,5850.00,16300,5930.00
73,5980.00,067830.KS,6020.00,6040.00,2016-04-18,5900.00,21000,5980.00
74,6040.00,067830.KS,6000.00,6040.00,2016-04-15,5860.00,31000,6040.00
75,6020.00,067830.KS,5860.00,6160.00,2016-04-14,5800.00,40100,6020.00
76,5860.00,067830.KS,5860.00,5860.00,2016-04-13,5860.00,000,5860.00
77,5860.00,067830.KS,5740.00,5870.00,2016-04-12,5740.00,20700,5860.00
78,5750.00,067830.KS,5760.00,5810.00,2016-04-11,5720.00,12000,5750.00
79,5760.00,067830.KS,5780.00,5820.00,2016-04-08,5700.00,14300,5760.00
80,5790.00,067830.KS,5820.00,5870.00,2016-04-07,5780.00,20200,5790.00
81,5830.00,067830.KS,5750.00,5850.00,2016-04-06,5720.00,36800,5830.00
82,5770.00,067830.KS,5710.00,5780.00,2016-04-05,5630.00,30300,5770.00
83,5710.00,067830.KS,5540.00,5750.00,2016-04-04,5490.00,34400,5710.00
84,5540.00,067830.KS,5450.00,5550.00,2016-04-01,5410.00,16800,5540.00
85,5460.00,067830.KS,5430.00,5480.00,2016-03-31,5410.00,12300,5460.00
86,5460.00,067830.KS,5470.00,5480.00,2016-03-30,5380.00,29400,5460.00
87,5470.00,067830.KS,5440.00,5480.00,2016-03-29,5410.00,12500,5470.00
88,5440.00,067830.KS,5390.00,5450.00,2016-03-28,5320.00,20300,5440.00
89,5440.00,067830.KS,5330.00,5470.00,2016-03-25,5300.00,29400,5440.00
90,5330.00,067830.KS,5370.00,5400.00,2016-03-24,5300.00,28200,5330.00
91,5410.00,067830.KS,5420.00,5430.00,2016-03-23,5330.00,20300,5410.00
92,5400.00,067830.KS,5420.00,5420.00,2016-03-22,5290.00,16900,5400.00
93,5400.00,067830.KS,5400.00,5430.00,2016-03-21,5360.00,9900,5400.00
94,5400.00,067830.KS,5490.00,5490.00,2016-03-18,5350.00,17900,5400.00
95,5450.00,067830.KS,5500.00,5550.00,2016-03-17,5380.00,51400,5450.00
96,5500.00,067830.KS,5520.00,5520.00,2016-03-16,5330.00,15800,5500.00
97,5450.00,067830.KS,5450.00,5450.00,2016-03-15,5370.00,5000,5450.00
98,5440.00,067830.KS,5450.00,5450.00,2016-03-14,5360.00,11500,5440.00
99,5430.00,067830.KS,5320.00,5430.00,2016-03-11,5250.00,16400,5430.00
100,5300.00,067830.KS,5280.00,5330.00,2016-03-10,5210.00,19200,5300.00
