Month,ALSACE_BLANC_BE,ALSACE_BLANC_CA,ALSACE_BLANC_CH,ALSACE_BLANC_CN,ALSACE_BLANC_DE,ALSACE_BLANC_GB,ALSACE_BLANC_HK,ALSACE_BLANC_JP,ALSACE_BLANC_NL,ALSACE_BLANC_OTHER,ALSACE_BLANC_US,BEAUJOLAIS_ROUGE_BE,BEAUJOLAIS_ROUGE_CA,BEAUJOLAIS_ROUGE_CH,BEAUJOLAIS_ROUGE_CN,BEAUJOLAIS_ROUGE_DE,BEAUJOLAIS_ROUGE_GB,BEAUJOLAIS_ROUGE_HK,BEAUJOLAIS_ROUGE_JP,BEAUJOLAIS_ROUGE_NL,BEAUJOLAIS_ROUGE_OTHER,BEAUJOLAIS_ROUGE_US,BORDEAUX_BLANC_BE,BORDEAUX_BLANC_CA,BORDEAUX_BLANC_CH,BORDEAUX_BLANC_CN,BORDEAUX_BLANC_DE,BORDEAUX_BLANC_GB,BORDEAUX_BLANC_HK,BORDEAUX_BLANC_JP,BORDEAUX_BLANC_NL,BORDEAUX_BLANC_OTHER,BORDEAUX_BLANC_US,BORDEAUX_ROUGE_BE,BORDEAUX_ROUGE_CA,BORDEAUX_ROUGE_CH,BORDEAUX_ROUGE_CN,BORDEAUX_ROUGE_DE,BORDEAUX_ROUGE_GB,BORDEAUX_ROUGE_HK,BORDEAUX_ROUGE_JP,BORDEAUX_ROUGE_NL,BORDEAUX_ROUGE_OTHER,BORDEAUX_ROUGE_US,BOURGOGNE_BLANC_BE,BOURGOGNE_BLANC_CA,BOURGOGNE_BLANC_CH,BOURGOGNE_BLANC_CN,BOURGOGNE_BLANC_DE,BOURGOGNE_BLANC_GB,BOURGOGNE_BLANC_HK,BOURGOGNE_BLANC_JP,BOURGOGNE_BLANC_NL,BOURGOGNE_BLANC_OTHER,BOURGOGNE_BLANC_US,BOURGOGNE_ROUGE_BE,BOURGOGNE_ROUGE_CA,BOURGOGNE_ROUGE_CH,BOURGOGNE_ROUGE_CN,BOURGOGNE_ROUGE_DE,BOURGOGNE_ROUGE_GB,BOURGOGNE_ROUGE_HK,BOURGOGNE_ROUGE_JP,BOURGOGNE_ROUGE_NL,BOURGOGNE_ROUGE_OTHER,BOURGOGNE_ROUGE_US,CHAMPAGNE_MOUSSEUX_BE,CHAMPAGNE_MOUSSEUX_CA,CHAMPAGNE_MOUSSEUX_CH,CHAMPAGNE_MOUSSEUX_CN,CHAMPAGNE_MOUSSEUX_DE,CHAMPAGNE_MOUSSEUX_GB,CHAMPAGNE_MOUSSEUX_HK,CHAMPAGNE_MOUSSEUX_JP,CHAMPAGNE_MOUSSEUX_NL,CHAMPAGNE_MOUSSEUX_OTHER,CHAMPAGNE_MOUSSEUX_US,EUROPE_ROUGE_BE,EUROPE_ROUGE_CA,EUROPE_ROUGE_CH,EUROPE_ROUGE_CN,EUROPE_ROUGE_DE,EUROPE_ROUGE_GB,EUROPE_ROUGE_HK,EUROPE_ROUGE_JP,EUROPE_ROUGE_NL,EUROPE_ROUGE_OTHER,EUROPE_ROUGE_US,FRANCE_BLANC_BE,FRANCE_BLANC_CA,FRANCE_BLANC_CH,FRANCE_BLANC_CN,FRANCE_BLANC_DE,FRANCE_BLANC_GB,FRANCE_BLANC_HK,FRANCE_BLANC_JP,FRANCE_BLANC_NL,FRANCE_BLANC_OTHER,FRANCE_BLANC_US,FRANCE_MOUSSEUX_BE,FRANCE_MOUSSEUX_CA,FRANCE_MOUSSEUX_CH,FRANCE_MOUSSEUX_CN,FRANCE_MOUSSEUX_DE,FRANCE_MOUSSEUX_GB,FRANCE_MOUSSEUX_HK,FRANCE_MOUSSEUX_JP,FRANCE_MOUSSEUX_NL,FRANCE_MOUSSEUX_OTHER,FRANCE_MOUSSEUX_US,FRANCE_ROUGE_BE,FRANCE_ROUGE_CA,FRANCE_ROUGE_CH,FRANCE_ROUGE_CN,FRANCE_ROUGE_DE,FRANCE_ROUGE_GB,FRANCE_ROUGE_HK,FRANCE_ROUGE_JP,FRANCE_ROUGE_NL,FRANCE_ROUGE_OTHER,FRANCE_ROUGE_US,LANGUEDOC_ROUGE_BE,LANGUEDOC_ROUGE_CA,LANGUEDOC_ROUGE_CH,LANGUEDOC_ROUGE_CN,LANGUEDOC_ROUGE_DE,LANGUEDOC_ROUGE_GB,LANGUEDOC_ROUGE_HK,LANGUEDOC_ROUGE_JP,LANGUEDOC_ROUGE_NL,LANGUEDOC_ROUGE_OTHER,LANGUEDOC_ROUGE_US,LOIRE_BLANC_BE,LOIRE_BLANC_CA,LOIRE_BLANC_CH,LOIRE_BLANC_CN,LOIRE_BLANC_DE,LOIRE_BLANC_GB,LOIRE_BLANC_HK,LOIRE_BLANC_JP,LOIRE_BLANC_NL,LOIRE_BLANC_OTHER,LOIRE_BLANC_US,LOIRE_ROUGE_BE,LOIRE_ROUGE_CA,LOIRE_ROUGE_CH,LOIRE_ROUGE_CN,LOIRE_ROUGE_DE,LOIRE_ROUGE_GB,LOIRE_ROUGE_HK,LOIRE_ROUGE_JP,LOIRE_ROUGE_NL,LOIRE_ROUGE_OTHER,LOIRE_ROUGE_US,OTHER_ROUGE_BE,OTHER_ROUGE_CA,OTHER_ROUGE_CH,OTHER_ROUGE_CN,OTHER_ROUGE_DE,OTHER_ROUGE_GB,OTHER_ROUGE_HK,OTHER_ROUGE_JP,OTHER_ROUGE_NL,OTHER_ROUGE_OTHER,OTHER_ROUGE_US,RHÔNE_ROUGE_BE,RHÔNE_ROUGE_CA,RHÔNE_ROUGE_CH,RHÔNE_ROUGE_CN,RHÔNE_ROUGE_DE,RHÔNE_ROUGE_GB,RHÔNE_ROUGE_HK,RHÔNE_ROUGE_JP,RHÔNE_ROUGE_NL,RHÔNE_ROUGE_OTHER,RHÔNE_ROUGE_US
2012-01-01,326211,100463,48619,20880,94546,60813,6349,41345,165987,7577.574074074074,90735,52690.0,99349,75102.0,18126.0,54570.0,88638,1970.0,65678.0,79736.0,2215.785714285714,272225,99054,74507.0,25822.5,75064.5,73616,63459,14758.0,144239.0,106691.0,3127.2125,60268,977520,131082,247224,1619332,787150,787358,233490,451559,167754,17678.823529411766,448794,155762,143456,19209.0,12906.0,78220,368832,15275.0,120282,80352.5,5387.609195402299,170252,39597.5,52900.5,58195.0,17436.0,19685.0,76489.0,18342.0,104976,23594.5,2258.253164556962,96622,391205,46180.5,120236,40740.0,490718,977217,21926.0,130748,73222.5,14310.931034482759,470741,288036,190403,118954,304544,835508,352623,24775.6,111118,358473,13275.898638426626,96070,2388.1428571428573,0.0,154.5,0.0,2383.0,1666.0,187.5,252.0,95.75,246.6,6892.666666666667,41418.666666666664,11826.0,1126.0,7309.0,98445,76207.5,4612.0,58958,2806.0,8655.3,75945,8851.9375,2770.0,3537.2727272727275,18.25,3751.4444444444443,1632.076923076923,669.0,942.3,21728.428571428572,798.4710144927536,7530.428571428572,262582,249940,113836.5,491848,359158,554686,27335.0,117182.5,172900,3490.3015873015875,186044,94837,101413.0,20982.0,2279.0,136543,145362,7776.0,46822.0,90233.0,2591.0266666666666,283597,68820,10147.0,993.5,37256.0,9953.0,57570.0,558.0,18209.0,62398.0,1433.0806451612902,74810.0,4486.636363636364,1757.5,12333.625,397.0,29438.0,68016.0,1170.6666666666667,2393.2,56594.875,2767.6881720430106,11766.5,349966,114610,193846,189467.0,238094,475926,11823.5,96326.0,115330,8198.894736842105,170386
2012-02-01,236941,97031,34090,18103,137864,69104,11524,42207,241236,5580.44776119403,120457,41879.0,179469,78154.0,21479.0,34052.0,208484,1102.0,99190.0,55944.0,4005.121212121212,123979,124194,84035.0,44378.5,35303.0,101015,107046,16049.0,74154.5,109047.0,3757.3882352941177,116883,1011439,266103,243730,1532734,981485,752342,266942,623813,221780,19474.071942446044,618934,146986,173600,27944.0,24894.0,81193,429172,19068.0,165072,108687.0,7150.034090909091,233258,26260.5,112292.0,46750.5,33210.5,8396.0,57701.5,6623.0,98850,83228.0,3581.371794871795,158214,316410,54298.0,156316,123369.5,745530,860630,28017.5,196396,80531.5,14272.462365591398,641282,296484,144464,132846,283471,838266,340932,26702.6,115688,324226,14007.346206896551,174402,2894.0,0.0,284.0,8257.0,3215.3333333333335,4338.0,135.0,24280.0,115.0,1663.5217391304348,4182.222222222223,38677.666666666664,12140.0,1970.5,19296.0,179688,25667.666666666668,890.0,144426,1654.6666666666667,8577.810526315789,104958,10015.9375,114.0,3984.3636363636365,382.0,3058.6666666666665,13265.42857142857,169.4,1911.8333333333333,37872.857142857145,617.6092715231788,8561.0,298568,142304,110003.5,189394,371382,386728,39461.0,55439.5,209396,5316.042857142857,139732,98986,59958.5,22134.0,3564.0,92994,382811,5270.0,29211.0,74008.0,2848.5616438356165,186746,124594,10423.0,4323.5,13483.0,22393.5,68064.0,855.0,12510.5,107369.0,1523.6,38871.0,9190.0,9864.0,5855.5,4495.8,35705.0,64003.375,1651.0,1969.4,37949.375,4424.56914893617,4595.75,423852,112487,259560,39682.0,236338,390551,18341.0,54432.5,203917,7649.393939393939,344472
2012-03-01,406644,135831,140339,16219,162783,70097,12295,45863,316750,8633.25,107387,23730.5,194110,104729.0,28623.0,70504.0,166236,3605.0,47353.0,87576.0,2481.9756097560976,262095,132322,72028.0,34783.5,65437.0,177369,160118,10478.5,105894.5,131795.0,3788.019801980198,185570,1092396,225750,357380,1919979,1186296,1210358,365060,767450,223215,20184.595890410958,618542,246622,212907,25313.5,25839.0,90519,790092,15274.5,387467,265051.0,7172.0,295656,46500.5,52332.5,33326.0,17845.5,15461.5,82945.0,18335.5,146138,70977.0,3731.593023255814,151748,366088,35354.0,151236,27030.0,781759,1042872,24037.5,175863,96056.0,16391.958115183246,508421,320440,172115,128986,429698,879878,515544,32991.692307692305,137861,393482,18694.859872611465,333164,3577.0,0.0,76.5,720.0,3696.5,1582.142857142857,81.0,626.5,154.0,651.9032258064516,6921.333333333333,35130.333333333336,3896.6666666666665,3711.3333333333335,15576.0,204218,42994.333333333336,8098.5,116887,6213.0,10563.322580645161,159119,11570.444444444445,1414.8,2054.6666666666665,1286.0,3777.222222222222,8177.75,339.5,2213.6666666666665,40914.57142857143,715.5157232704403,6970.125,361920,165970,87333.0,332128,350250,381219,34204.0,63328.5,205978,6312.7945205479455,177178,166162,94234.0,47726.0,5888.0,50468,541014,5983.0,28340.0,127697.0,3272.494117647059,293330,132906,16481.0,15879.0,6390.5,20677.0,74571.0,18766.0,29235.0,84620.5,1979.592105263158,192917.0,8506.9,4777.0,4578.666666666667,6646.0,33948.8,70776.77777777778,3756.2,1011.6,69347.625,3652.163043478261,5235.0,487664,132651,381012,202319.0,166220,689370,11917.5,112368.0,150895,8278.339130434782,485784
2012-04-01,246919,151897,104808,25689,139733,66351,6824,34356,254662,7418.307692307692,119305,37396.5,262059,60608.5,18036.0,46115.0,133347,4145.0,28839.0,39500.0,3179.0,157997,187391,72757.0,8136.5,316961.0,57578,142002,19851.0,100606.0,63630.0,3835.125,111422,945286,310534,242756,2122206,909998,1011924,384690,733022,243714,21829.558620689655,534248,153435,106232,35792.5,19233.0,102160,438114,20664.5,160005,70537.0,7869.656862745098,281367,23041.5,76401.5,93330.0,60438.0,23172.0,98924.5,14898.0,138934,17261.0,2932.6516853932585,125800,331548,60805.0,101178,65908.5,616694,1178386,23997.5,144107,63544.5,15811.69587628866,604314,334470,186659,93499,432591,777857,470146,26731.909090909092,161757,492391,15725.905263157894,326151,2646.1428571428573,243.0,155.33333333333334,2012.0,3001.6,2722.4285714285716,278.0,1155.0,4670.0,598.0714285714286,4829.166666666667,69807.66666666667,25605.0,951.5,14812.0,180407,43283.666666666664,1564.5,124740,6156.5,9478.485436893205,93583,10839.875,1631.5,2269.25,542.2857142857143,3890.1428571428573,7404.333333333333,78.66666666666667,6435.6,24843.14285714286,1059.554054054054,9896.875,374217,173880,83347.5,364384,267434,288558,41003.0,75977.0,176668,6116.28,178412,115926,108084.0,17090.0,3895.0,77606,584851,3825.0,129495.0,181862.0,4021.0123456790125,248750,203728,29102.0,5812.0,5615.0,22974.0,51624.0,1747.0,38045.0,214758.5,2335.8048780487807,74857.0,7507.818181818182,1149.4,9735.0,777.5714285714286,36429.444444444445,52608.875,1032.4,1319.6,61446.0,4288.188481675393,16296.75,431242,120190,270500,85971.5,193040,619134,10575.0,69274.5,115544,9827.252336448599,409746
2012-05-01,287974,142624,124574,13991,191560,116412,9050,82628,265809,10097.870967741936,146012,14115.5,101996,97220.5,13901.0,28770.0,182541,1850.0,78594.0,39818.0,3081.0882352941176,170532,196458,49216.0,53610.5,137863.0,65198,220756,34623.0,196291.0,81886.0,4782.421052631579,129435,881521,223209,194516,2028620,910202,992876,648060,606344,226624,21647.676056338027,551304,185368,130786,23902.0,11739.0,106406,454916,15832.5,198212,241774.0,7381.971428571429,619225,43894.0,166126.0,54958.0,19876.0,14315.0,94108.5,15455.0,169044,17024.0,3113.5862068965516,157012,445509,64212.0,132716,69190.5,564402,1622418,24750.5,211374,108103.5,24834.647398843932,466836,331302,198406,141628,374553,741863,523746,49012.333333333336,159654,457426,15289.39670468948,177687,3106.625,180.0,0.0,0.0,3828.75,2766.285714285714,549.0,457.0,9764.333333333334,711.9666666666667,6586.6,62566.0,3123.0,1365.3333333333333,27157.333333333332,193834,67165.66666666667,5906.0,100369,17630.0,10080.854166666666,107872,9148.526315789473,1572.3333333333333,1486.9,2344.875,4863.555555555556,4702.428571428572,293.25,1456.75,45476.833333333336,738.8618421052631,5186.090909090909,385660,243138,184228.0,323036,307433,309336,52755.0,68987.0,165844,6052.835616438356,140841,138664,82407.0,13966.0,3308.0,167408,304281,3267.0,52426.5,133095.0,3714.9638554216867,316857,184359,32592.0,2224.5,27439.5,37140.5,110724.0,1343.0,38284.0,212384.0,2658.2,41122.0,13967.636363636364,1252.0,4012.5714285714284,3604.25,41362.444444444445,84857.3,440.8,1689.5,71788.375,3371.497607655502,7507.2,338340,268206,184512,89114.5,235996,653778,12052.0,42831.0,95468,8785.372881355932,405888
2012-06-01,385506,178512,64752,58234,138987,40327,7705,67836,227086,9355.285714285714,140888,48398.0,363134,89612.5,23580.0,39767.0,231864,5141.0,35317.0,54274.0,3365.4166666666665,165422,134326,41551.5,28785.0,67867.5,97423,185346,15696.5,197862.0,55021.0,5061.051020408163,151365,818368,325542,197588,2652880,737871,765328,551640,569286,221998,21837.34193548387,611254,160740,258214,26994.0,35572.0,99100,437163,19922.0,185080,121487.5,7704.051020408163,371530,43465.5,66975.5,38934.5,38230.5,12682.5,93730.5,15207.0,132004,25642.5,3782.448275862069,153900,557158,60847.0,137932,45045.0,647384,1233182,24241.5,242670,75123.5,20582.328358208953,531220,351566,172921,107798,367614,906522,561764,43743.25,140731,383239,24445.360892388453,190234,2924.1428571428573,0.0,152.5,4500.0,4346.0,1521.375,431.5,9880.0,4786.666666666667,556.8275862068965,7896.5,75637.66666666667,35966.0,5297.0,11867.0,173950,61278.0,10996.5,152659,62917.0,12256.494949494949,128167,8944.42857142857,1849.0,1771.2,4860.857142857143,2740.1111111111113,6694.0,369.2857142857143,4195.666666666667,26596.666666666668,929.8040540540541,5178.833333333333,374648,203658,92105.0,567688,255338,421440,61918.0,163038.0,362979,7619.553846153846,142051,157808,165669.0,11011.0,15924.0,102470,728762,3330.5,111807.0,74535.0,3844.051282051282,266500,185797,22456.0,45262.5,13207.5,27843.0,61142.0,20994.0,38966.0,125038.5,4459.030303030303,50386.5,9978.727272727272,3735.25,3428.1428571428573,7633.25,39997.77777777778,64690.8,786.4,4461.75,47819.875,4474.161458333333,13285.6,338724,167100,257804,171285.5,178312,616443,13623.5,147785.0,143492,9876.650943396226,379255
2012-07-01,237848,107187,91547,43603,154632,76314,19362,47569,176498,9266.116666666667,112165,31425.0,293082,5064.5,26028.0,39689.0,257252,1729.0,68390.0,69244.0,4922.9375,195947,102810,94286.0,31087.0,98462.0,133980,192530,50458.0,98871.0,53497.5,4436.488888888889,272376,818312,385754,191106,2716444,854254,716010,533745,702699,142137,22464.187969924813,638826,190008,125624,29764.0,24164.0,79083,520394,21797.5,180331,81590.0,11100.307692307691,347859,25522.0,100567.0,26310.0,85555.0,17933.5,111536.5,16420.5,351341,42449.0,4055.3623188405795,142007,401780,112112.5,132504,165936.5,666248,1307162,63797.5,221272,139246.0,27018.782608695652,1076712,281707,180690,117476,508791,722629,498973,36662.92307692308,146027,427629,16336.721691678036,283018,3307.8333333333335,900.0,66.0,642.0,10706.0,1735.5,60.0,45.0,92.66666666666667,615.64,4404.6,27609.0,14991.0,1443.0,25522.5,234050,54455.0,8862.5,81084,9714.0,11316.429906542056,97202,10812.8,6442.5,1747.6666666666667,1497.0,2962.5,3333.3076923076924,132.375,9099.0,57513.5,875.9235668789809,3140.5,379894,211806,52338.0,838434,280430,388967,132499.0,220057.0,137504,8849.147540983606,112777,129558,87149.5,23739.0,9032.5,141461,486429,17690.0,73786.0,106914.0,3730.7051282051284,264795,202355,16256.5,5421.0,47379.0,33277.5,112736.0,1667.0,29788.0,248861.0,3132.2,37321.0,22248.545454545456,533.3333333333334,4773.666666666667,537.2,28090.7,74612.25,738.5,296.0,61003.75,3058.2442396313363,6496.5,431858,445729,161500,119158.5,154930,811489,15971.0,76407.0,81366,9830.365384615385,330906
2012-08-01,362537,134792,52148,38528,85727,75905,12976,30243,209961,8044.96875,61992,18212.5,149654,66494.5,25485.0,5801.5,155994,2305.0,35256.0,33835.0,2469.8928571428573,106917,181886,64178.0,87484.0,59271.0,55028,117404,48119.0,252941.0,110597.0,4254.781609195402,197019,965759,267284,137400,2229084,755124,732754,326493,1129246,338901,23960.22900763359,565584,188119,203306,32819.0,23997.0,103631,505090,15635.0,375114,177506.0,7195.558139534884,254062,76986.0,93181.0,17722.5,33339.5,21988.0,49708.0,14585.5,97486,36914.0,3344.6666666666665,98733,463748,88247.5,138366,65359.0,757171,829800,32354.5,312053,116415.0,24103.36216216216,1392832,308467,171311,72177,365554,715697,433154,30633.81818181818,101191,388579,20387.36827956989,233210,2930.5,0.0,126.0,2658.0,4786.666666666667,681.8333333333334,450.0,1022.0,344.0,849.4166666666666,4391.2,27607.666666666668,6028.666666666667,1441.5,48724.0,171827,50828.666666666664,2988.0,108658,37741.0,10402.603773584906,119092,7792.470588235294,4534.0,2086.125,1372.25,4738.4,7299.833333333333,401.6,5452.0,28749.5,3677.751677852349,6267.571428571428,405278,183816,79513.0,344674,339022,187952,33271.0,100025.0,171066,6813.523809523809,92986,185271,145935.0,11627.0,17033.0,111873,732493,7190.0,57176.0,77119.0,4160.472222222223,503794,140908,42538.0,1268.0,21342.0,55137.0,112298.0,1138.0,19684.0,205172.0,2903.072463768116,59272.0,8863.272727272728,2250.0,4834.4,5669.666666666667,36042.444444444445,57494.875,570.5,9499.2,50555.375,3524.8508287292816,3204.6666666666665,533122,120910,203286,316267.0,224530,698204,22975.0,146781.0,145218,9725.191489361701,284590
2012-09-01,360975,128827,28724,23633,122997,57996,12754,50645,340682,8042.894736842105,106388,33076.0,453529,51187.5,30687.0,25171.0,472569,2075.0,97861.0,53570.0,5400.881578947368,536005,133468,91536.0,77574.0,51298.0,71008,100545,9219.5,123570.5,62756.5,6804.611111111111,268764,1610731,282606,321236,1822990,1055425,695978,314878,872458,333368,26746.71212121212,672404,333464,135798,35137.0,17770.0,279716,446722,11931.0,188810,282870.0,11233.298969072164,357464,72036.5,104903.0,47428.0,82948.0,37148.0,88799.0,18686.5,172026,46057.0,4198.306818181818,215782,434178,136209.0,165530,126686.5,971324,1112248,40306.5,296923,142005.5,23301.95108695652,1094078,301116,196347,83646,314687,863158,465800,37832.8,156859,348619,14653.986824769434,195069,3789.375,387.0,41.8,1795.0,4094.0,466.7142857142857,161.5,27.0,250.5,849.3,11133.0,39076.333333333336,57404.0,910.5,24899.5,112132,49073.333333333336,6199.0,190589,6888.5,11279.6,126883,11110.125,2544.3333333333335,1050.4545454545455,2226.6,3651.5,7076.538461538462,335.1666666666667,9766.09090909091,51775.0,4040.5073529411766,8162.625,324698,191766,58272.0,228677,411042,304871,13818.5,71910.0,187720,7740.3387096774195,158596,137978,71301.5,45496.0,6586.0,346953,537027,4389.0,36216.0,173199.0,4410.3125,291151,161102,15141.0,7269.5,11248.0,18873.0,31850.0,4272.0,30693.0,220375.0,3571.943661971831,40381.0,9908.0,4563.666666666667,3005.3333333333335,7642.0,32313.625,57267.0,541.0,1060.4,42787.5,3321.427135678392,6498.2,535766,299299,168888,186457.0,293443,619749,12199.5,147452.0,201106,12987.625,387804
2012-10-01,295671,145157,87466,17430,133799,110666,14184,61779,126394,8305.28205128205,119653,83476.5,464094,28573.5,76553.0,105886.5,311793,9243.5,2500648.0,137262.0,12229.0625,1015841,96379,60131.0,49988.0,61029.5,65662,116328,23122.5,116019.0,107718.0,5868.620689655172,263786,947476,388860,245310,2760994,1438226,1003004,469316,811574,455328,32523.98113207547,795710,232030,265208,40963.0,20776.0,143036,897534,17848.5,551457,342654.0,8954.566371681416,403818,30330.5,74959.0,41768.5,40021.0,21670.0,144753.5,68828.5,114508,56273.0,3791.45,206543,801174,181369.0,656344,80113.5,1241658,3401036,45927.0,242276,212638.0,26434.586666666666,1164872,301714,231346,75644,418121,1089775,627950,35826.72727272727,140704,412157,17115.96238938053,192707,3403.6666666666665,336.0,12.0,180.0,3893.0,492.5,70.0,1363.5,456.0,908.5357142857143,7852.666666666667,65627.0,14008.0,4442.666666666667,46451.0,247905,81441.5,6687.333333333333,132988,22504.0,16922.928,218034,15024.35294117647,1305.8,3271.6923076923076,1381.25,2504.0833333333335,6067.0,1146.0,5919.333333333333,57861.71428571428,2589.814655172414,9634.181818181818,404406,174992,84355.5,366526,444356,806864,47318.0,80004.5,173704,5862.80459770115,136902,197121,120929.0,28624.0,8872.0,111764,797287,5762.0,42850.5,105366.0,3586.7708333333335,263520,155338,32670.0,7637.0,42741.0,15350.5,88064.0,1248.0,24552.0,26421.0,2531.811111111111,94963.0,6885.7,1814.5,5370.142857142857,2272.5,38886.11111111111,60205.625,1180.8,6180.833333333333,66442.0,2454.1991525423728,823.8333333333334,344092,204096,180160,119994.0,286250,1024321,23740.0,65450.0,196512,13442.28125,453000
