Month,ALSACE_BLANC_BE,ALSACE_BLANC_CA,ALSACE_BLANC_CH,ALSACE_BLANC_CN,ALSACE_BLANC_DE,ALSACE_BLANC_GB,ALSACE_BLANC_HK,ALSACE_BLANC_JP,ALSACE_BLANC_NL,ALSACE_BLANC_OTHER,ALSACE_BLANC_US,BEAUJOLAIS_ROUGE_BE,BEAUJOLAIS_ROUGE_CA,BEAUJOLAIS_ROUGE_CH,BEAUJOLAIS_ROUGE_CN,BEAUJOLAIS_ROUGE_DE,BEAUJOLAIS_ROUGE_GB,BEAUJOLAIS_ROUGE_HK,BEAUJOLAIS_ROUGE_JP,BEAUJOLAIS_ROUGE_NL,BEAUJOLAIS_ROUGE_OTHER,BEAUJOLAIS_ROUGE_US,BORDEAUX_BLANC_BE,BORDEAUX_BLANC_CA,BORDEAUX_BLANC_CH,BORDEAUX_BLANC_CN,BORDEAUX_BLANC_DE,BORDEAUX_BLANC_GB,BORDEAUX_BLANC_HK,BORDEAUX_BLANC_JP,BORDEAUX_BLANC_NL,BORDEAUX_BLANC_OTHER,BORDEAUX_BLANC_US,BORDEAUX_ROUGE_BE,BORDEAUX_ROUGE_CA,BORDEAUX_ROUGE_CH,BORDEAUX_ROUGE_CN,BORDEAUX_ROUGE_DE,BORDEAUX_ROUGE_GB,BORDEAUX_ROUGE_HK,BORDEAUX_ROUGE_JP,BORDEAUX_ROUGE_NL,BORDEAUX_ROUGE_OTHER,BORDEAUX_ROUGE_US,BOURGOGNE_BLANC_BE,BOURGOGNE_BLANC_CA,BOURGOGNE_BLANC_CH,BOURGOGNE_BLANC_CN,BOURGOGNE_BLANC_DE,BOURGOGNE_BLANC_GB,BOURGOGNE_BLANC_HK,BOURGOGNE_BLANC_JP,BOURGOGNE_BLANC_NL,BOURGOGNE_BLANC_OTHER,BOURGOGNE_BLANC_US,BOURGOGNE_ROUGE_BE,BOURGOGNE_ROUGE_CA,BOURGOGNE_ROUGE_CH,BOURGOGNE_ROUGE_CN,BOURGOGNE_ROUGE_DE,BOURGOGNE_ROUGE_GB,BOURGOGNE_ROUGE_HK,BOURGOGNE_ROUGE_JP,BOURGOGNE_ROUGE_NL,BOURGOGNE_ROUGE_OTHER,BOURGOGNE_ROUGE_US,CHAMPAGNE_MOUSSEUX_BE,CHAMPAGNE_MOUSSEUX_CA,CHAMPAGNE_MOUSSEUX_CH,CHAMPAGNE_MOUSSEUX_CN,CHAMPAGNE_MOUSSEUX_DE,CHAMPAGNE_MOUSSEUX_GB,CHAMPAGNE_MOUSSEUX_HK,CHAMPAGNE_MOUSSEUX_JP,CHAMPAGNE_MOUSSEUX_NL,CHAMPAGNE_MOUSSEUX_OTHER,CHAMPAGNE_MOUSSEUX_US,EUROPE_ROUGE_BE,EUROPE_ROUGE_CA,EUROPE_ROUGE_CH,EUROPE_ROUGE_CN,EUROPE_ROUGE_DE,EUROPE_ROUGE_GB,EUROPE_ROUGE_HK,EUROPE_ROUGE_JP,EUROPE_ROUGE_NL,EUROPE_ROUGE_OTHER,EUROPE_ROUGE_US,FRANCE_BLANC_BE,FRANCE_BLANC_CA,FRANCE_BLANC_CH,FRANCE_BLANC_CN,FRANCE_BLANC_DE,FRANCE_BLANC_GB,FRANCE_BLANC_HK,FRANCE_BLANC_JP,FRANCE_BLANC_NL,FRANCE_BLANC_OTHER,FRANCE_BLANC_US,FRANCE_MOUSSEUX_BE,FRANCE_MOUSSEUX_CA,FRANCE_MOUSSEUX_CH,FRANCE_MOUSSEUX_CN,FRANCE_MOUSSEUX_DE,FRANCE_MOUSSEUX_GB,FRANCE_MOUSSEUX_HK,FRANCE_MOUSSEUX_JP,FRANCE_MOUSSEUX_NL,FRANCE_MOUSSEUX_OTHER,FRANCE_MOUSSEUX_US,FRANCE_ROUGE_BE,FRANCE_ROUGE_CA,FRANCE_ROUGE_CH,FRANCE_ROUGE_CN,FRANCE_ROUGE_DE,FRANCE_ROUGE_GB,FRANCE_ROUGE_HK,FRANCE_ROUGE_JP,FRANCE_ROUGE_NL,FRANCE_ROUGE_OTHER,FRANCE_ROUGE_US,LANGUEDOC_ROUGE_BE,LANGUEDOC_ROUGE_CA,LANGUEDOC_ROUGE_CH,LANGUEDOC_ROUGE_CN,LANGUEDOC_ROUGE_DE,LANGUEDOC_ROUGE_GB,LANGUEDOC_ROUGE_HK,LANGUEDOC_ROUGE_JP,LANGUEDOC_ROUGE_NL,LANGUEDOC_ROUGE_OTHER,LANGUEDOC_ROUGE_US,LOIRE_BLANC_BE,LOIRE_BLANC_CA,LOIRE_BLANC_CH,LOIRE_BLANC_CN,LOIRE_BLANC_DE,LOIRE_BLANC_GB,LOIRE_BLANC_HK,LOIRE_BLANC_JP,LOIRE_BLANC_NL,LOIRE_BLANC_OTHER,LOIRE_BLANC_US,LOIRE_ROUGE_BE,LOIRE_ROUGE_CA,LOIRE_ROUGE_CH,LOIRE_ROUGE_CN,LOIRE_ROUGE_DE,LOIRE_ROUGE_GB,LOIRE_ROUGE_HK,LOIRE_ROUGE_JP,LOIRE_ROUGE_NL,LOIRE_ROUGE_OTHER,LOIRE_ROUGE_US,OTHER_ROUGE_BE,OTHER_ROUGE_CA,OTHER_ROUGE_CH,OTHER_ROUGE_CN,OTHER_ROUGE_DE,OTHER_ROUGE_GB,OTHER_ROUGE_HK,OTHER_ROUGE_JP,OTHER_ROUGE_NL,OTHER_ROUGE_OTHER,OTHER_ROUGE_US,RHÔNE_ROUGE_BE,RHÔNE_ROUGE_CA,RHÔNE_ROUGE_CH,RHÔNE_ROUGE_CN,RHÔNE_ROUGE_DE,RHÔNE_ROUGE_GB,RHÔNE_ROUGE_HK,RHÔNE_ROUGE_JP,RHÔNE_ROUGE_NL,RHÔNE_ROUGE_OTHER,RHÔNE_ROUGE_US
2012-11-01,1506985,889735,322107,56846,568523,400032,134273,193023,894913,36439.89855072464,465312,357514.5,1071873,236381.5,202537.0,856022.5,2272768,27977.5,3710121.0,625947,21843.516393442624,1261957,673190,484747,672292,988909,473116,1039567,1406258,381398,481909,25197.490566037737,851985,7402530,2155520,8632339,19050876,8627884,11843622,10979672,4721372,2660220,200601,8122307,1547208,865753,1017262,131586,825385,7122774,796521,1329494,1307154,71558,2994724,756370,1297230,1903118,993349,857668,2199406,1058664,1342720,474008,61553.414893617024,2739188,13333394,2398760,7956112,441494,17846112,42981659,905958,2994996,5718908,444490,16181560,526361,475025,143963,1139383,1080926,935788,71007,275082,800620,31700.93309002433,494777,10308.285714285714,0.0,15903.0,1598.0,17206.75,5553.666666666667,8357.0,6710.5,371.0,2171.625,45931.333333333336,145265,66981.5,11322.0,39994.5,1376320,120457,66551.5,182711,171188.5,35350.318584070796,451043,37652.77777777778,5135.6,36021.583333333336,9263.5,23945.6,52427.857142857145,46576.5,23090.777777777777,115765,5512.155339805825,69951.2,661305,725975,414197,3279919,1235446,1516884,138435,153242,360032,18017.710843373494,1031164,701200,317054,187371,62681.0,897973,3695259,93571.0,155762,911770,21116.862068965518,1243450,243347,86260,29897.5,129080.0,89926.0,222818,20650.0,40734.5,112273,6145.548780487805,359223,29051.0,18095.8,38011.375,113057.5,192485,156510,288085.2,458872.6666666667,131272,12438.191304347825,15589.5,1588921,1407181,1113131,808318,1720721,6146974,103506,212612,798762,62122,3188830
2012-12-01,1316032,713166,164622,168437,478736,224539,112451,298899,483886,18550.15625,575766,85134.5,629468,38371.5,153431.0,122372.0,1008299,26313.5,109038.0,123560,10669.952380952382,699480,466899,278951,185515,665406,266492,613216,463390,236428,440414,22001.31868131868,742834,5842776,1450362,6658454,17020608,4964904,8058364,10653042,3561588,1348590,181379,6858296,1203320,582677,246090,280977,400634,3519420,316142,3059148,627120,53929,2501806,476242,980828,468312,1482174,238626,1291491,786750,1779630,268576,69910.34117647058,2198422,10935368,1272550,3914000,791596,12200916,17858430,898546,2560920,2327737,327631,9331470,472254,339103,139627,891452,971248,715162,124976,325446,725037,23734.638736263736,502320,8803.714285714286,10105.0,3814.0,0.0,9725.75,13520.2,27417.0,0.0,554.0,6119.611111111111,16122.75,151564,10778.5,8558.333333333334,48464.0,832803,100258,70132.5,310285,167894.5,37134.18556701031,409886,49223.8125,9957.5,28783.416666666668,2198.2,28665.0,28529.6,19220.428571428572,23028.333333333332,88101,6310.4671052631575,57574.454545454544,643580,644866,266956,1218267,832600,888957,244158,240445,499713,13268.382352941177,403522,654065,320190,319821,33830.5,615904,2220735,21339.5,136850,151102,14617.28947368421,1295218,188561,107955,16371.0,58206.0,31554.5,164231,96068.0,92470.0,49685,5614.174603174603,332673,41028.4,118208.0,18827.75,31409.0,93985,95498,96402.66666666667,105244.66666666667,177781,7499.086294416244,9989.833333333334,934336,1029380,666318,703992,717480,3309072,200134,794900,515780,48362,2568708
2013-01-01,1274994,836974,493385,183590,488194,348889,39594,228342,794850,33880.72881355932,342525,240991.0,832975,55219.0,33352.0,36947.0,536838,22242.0,22878.5,181439,19670.677419354837,488630,360654,367535,163332,813301,206885,544689,224659,741784,537805,14560.458823529412,1046376,4839214,1593899,8616504,9902604,6563822,12822611,7574368,3749950,1526744,148896,4951074,880090,1446697,265088,150965,457110,2489832,663182,1105148,1286123,58035,1945012,294816,1004339,687834,694051,199931,1184076,1117831,1311162,390826,50670.55844155844,2449042,4738610,1343460,2666134,324986,7020570,16825291,613696,3419964,902114,284095,11534764,504940,436981,140043,562975,1147810,704098,96457,356296,614052,27784.727930535457,407024,6881.0,4772.0,2247.0,4105.0,13327.666666666666,9414.6,5612.0,13100.5,1736.0,7554.705882352941,15130.0,87707,58418.0,17397.5,36889.5,520997,116956,47533.0,192699,26831.5,26653.79761904762,414057,38096.642857142855,10274.0,20464.545454545456,685.8,7767.0,11527.642857142857,45874.28571428572,3420.8888888888887,95122,4282.069444444444,26034.916666666668,623685,497430,309633,635284,860604,823896,159162,194248,281468,16564.72857142857,518944,434842,366863,308638,58111.0,644535,1892485,47196.0,145146,349969,19582.16,1044682,175183,145396,14250.0,72141.0,26922.5,230827,10253.0,82265.0,200826,6626.016666666666,147584,21907.81818181818,2215.0,27478.571428571428,21951.6,199912,113475,148612.75,71114.2,94541,7710.546875,9776.2,1258162,1567022,660600,972722,913072,2171532,191138,459684,446468,49353,2140845
2013-02-01,1288473,878902,454926,59055,451361,253099,31864,321981,795931,36259.142857142855,799862,140086.0,447260,286133.5,56795.0,72746.0,563246,7635.0,172592.0,123923,10822.617647058823,606981,445277,268104,664821,819731,310380,647305,210904,405074,269668,20013.595505617977,664132,5562290,1800055,7466938,7911494,6904279,17911390,7233356,9106718,1302169,189799,5804994,1099534,1410276,382722,130074,1143061,4466274,803260,3356124,1012518,57543,2742846,392223,1399362,492632,490578,185449,1157371,1284031,1671876,249347,49804.6835443038,2990350,3405928,766190,2309260,355842,5637476,11529922,627752,2860510,921861,243878,12044038,463573,437569,176068,604029,1233956,658061,99133,304662,580849,24954.774535809018,690679,5984.0,0.0,2696.0,0.0,6982.0,11415.666666666666,0.0,2040.0,77.0,4403.764705882353,34291.4,36871,67625.0,10369.333333333334,63616.0,409244,96137,33298.5,235553,10149.5,19851.445544554455,417755,30510.882352941175,8652.0,16597.727272727272,5827.285714285715,7869.153846153846,21613.272727272728,37935.857142857145,23032.8,82413,3320.470588235294,65672.5,793143,564768,402962,760430,764618,438126,133849,200466,358187,15347.04347826087,683366,291402,664946,225349,18200.0,548004,873497,34244.0,167150,564570,20583.589743589742,1631497,475074,172795,29830.0,72823.0,73426.0,200663,8203.0,50101.0,262131,6383.783783783784,290766,24314.636363636364,13878.5,29402.14285714286,6337.75,71802,85766,69930.25,188431.75,59788,9405.462686567163,17163.5,1380092,1054620,971102,374032,928016,2063473,192154,534825,637570,46174,3670991
2013-03-01,991650,1058151,536264,36969,422136,314206,59697,315197,1349799,38480.209677419356,679441,96547.5,724446,272564.0,65717.0,89404.0,1166237,40916.0,101205.0,157980,8998.414285714285,2052297,408074,358379,308064,299901,271711,1003101,600548,782782,171884,24119.55789473684,815632,5387120,2271895,9750048,10204102,6642960,24084644,7378112,3719936,1414102,210228,9063630,814074,952812,517410,148718,921075,3401193,285814,3721673,1026674,57926,2896778,312186,512778,1155394,981227,266181,921622,1140984,2189390,254428,66920.24675324676,2507204,3423870,1390682,2208107,256256,6514298,12394730,612350,3043736,1100920,261334,9807012,556803,541705,193094,852141,1279366,850814,86388,339871,745284,28392.003886010363,887611,6862.333333333333,0.0,1358.5,0.0,55519.5,7985.0,935.0,0.0,12926.0,2912.05,64692.0,129757,27174.0,16532.5,132870.5,742216,54326,21915.5,354818,56000.0,28211.85714285714,422359,33375.64705882353,8258.75,19155.333333333332,12071.714285714286,7998.875,28263.571428571428,28176.14285714286,3497.625,98684,5242.053333333333,79453.625,700432,664338,439842,1017340,926193,762978,180752,439739,234630,16405.569444444445,858394,530052,523430,139770,33784.0,771371,1940868,34909.0,270881,567543,23916.208333333332,1516955,306534,101401,16634.0,126408.0,102681.0,249207,35851.0,45284.5,158906,7235.728813559322,786527,27401.636363636364,34047.25,28903.428571428572,61546.0,98331,123188,32245.25,65383.0,106741,10610.05,4346.8,932492,2205598,1184836,220894,835204,3240806,152451,926607,363424,61395,3111838
2013-04-01,915988,900502,459661,138051,617947,635447,53064,310764,1281733,40301.46666666667,672364,113162.5,1408446,90327.0,121280.0,137754.0,1290732,53823.0,203251.0,193712,12672.16883116883,1501806,383459,642880,256432,379602,372530,787064,159946,381316,144310,21913.417475728154,789390,5348412,6238433,7544648,11470144,7050067,28447354,8040818,6937046,2271520,256920,10432133,1253836,996005,430618,237138,842659,2945254,907698,4161204,1111938,71204,4359980,639107,494878,711460,589140,348061,1348946,1257968,2177060,403236,65559.89411764705,3331818,4000380,1636432,2678144,197676,5432632,12865576,572074,4338248,990294,350036,10872968,601720,660724,217541,718384,1181522,973384,98377,384938,838101,30139.925458715596,974061,8822.0,0.0,2119.0,1995.0,34907.0,11320.75,3264.0,7235.0,22436.0,5227.333333333333,54810.666666666664,103827,65077.0,18988.666666666668,87009.66666666667,704524,71359,51549.0,231259,40473.0,20986.51785714286,429494,28377.736842105263,23034.0,21754.454545454544,2674.4,14366.111111111111,27468.0,52458.6,4776.1,156059,4824.260115606937,80544.14285714286,783034,818812,579392,938820,796748,721288,139434,226158,378800,19244.36842105263,1026172,542917,501398,374354,37768.5,1236958,2126435,44898.0,361800,819543,25756.590909090908,2000078,484350,108404,38037.0,177104.0,305552.0,107481,9868.0,99435.0,331526,10411.012987012988,557674,47249.545454545456,12679.0,14688.5,34976.666666666664,92549,128671,60133.0,220753.75,95080,8779.062176165804,7725.666666666667,1447290,1225565,1143876,556959,1191708,2885648,190375,968283,549765,55591,3911806
2013-05-01,1208918,799821,219064,94186,588658,411083,90346,418386,678603,44438.86363636364,867963,139418.5,1274508,230137.5,101881.0,60435.0,882942,45646.0,195229.0,37383,10516.797101449276,678977,506928,591780,191996,725379,343960,1191220,574179,743498,340347,30149.522727272728,842798,4777342,3207672,6489490,13057113,8146630,22821654,11235782,4673417,1978454,238830,9952154,1207844,1139752,409047,307591,1054642,3137762,286536,4017006,1298980,75015,3992316,503702,664482,1255072,404278,223475,1624585,830520,2353426,356038,55501.55952380953,2656664,3557007,987562,2154853,411936,5588780,14534629,469904,3508278,1155886,333645,7554304,566609,608119,240550,609991,1063576,960933,140356,357225,877968,30955.536305732483,743074,10179.4,11387.0,1339.6666666666667,4161.0,13044.5,4495.25,5328.5,4887.0,8884.5,3616.1481481481483,22589.2,131316,23857.5,17171.5,45360.0,749755,109867,23987.0,297913,44724.5,19381.831578947367,458705,31546.352941176472,2010.0,11539.09090909091,4447.8,11537.363636363636,11936.384615384615,9360.5,4482.222222222223,198100,5292.356687898089,44611.75,889234,571888,471786,1210012,922910,595978,311688,248072,339370,16009.35064935065,802642,613102,432646,266575,45388.0,1005136,2564413,16091.5,217880,639545,21774.85714285714,2234618,348439,105588,86735.0,81350.0,124636.5,165866,23868.0,182700.0,628321,8237.573333333334,456926,66674.27272727272,12101.2,25761.833333333332,11690.666666666666,105203,107020,76934.5,65074.5,87669,10928.569948186529,9370.0,1257730,1922667,662322,897287,713711,2425385,378250,622830,418612,56847,2719324
2013-06-01,1059740,808730,698883,235774,509987,548384,90111,375442,546680,37364.37142857143,596675,115974.5,1242628,68852.0,98527.0,58313.0,595904,54375.0,349445.0,124046,11284.287878787878,687307,355793,260308,360454,491018,313051,1886486,469850,478872,305747,24445.96629213483,1592730,4377444,2108818,3431613,15136242,3930762,14930158,12136790,4612000,1277064,242602,6607503,908600,786418,481953,280538,1199749,3219060,779784,1808887,638322,76953,4135759,342222,927254,662976,606174,1132073,1531872,384224,2002604,163734,66065.1038961039,3041869,6828392,1446394,2713578,499730,6037150,14594022,722622,3682444,1228286,432254,12741640,519160,578771,212550,682219,1356425,961841,112748,369653,788609,32338.91959798995,714990,7981.666666666667,0.0,5045.333333333333,6688.0,20275.5,3695.5,48371.0,0.0,42382.0,7123.222222222223,28747.4,113844,48525.5,8370.0,151176.5,405842,99479,52993.5,307441,36682.0,28608.102040816328,380045,24257.928571428572,2041.0,15239.5,12734.625,10585.0,9134.75,9372.0,2997.222222222222,101983,6345.964539007092,40819.0,811262,1307612,554654,1928503,458887,656667,249595,257660,316166,13887.825,823466,424580,735874,352507,34898.0,981531,2840977,30364.0,474646,540184,25674.858974358973,2164160,472204,171708,17843.0,85765.0,109831.0,472386,5955.0,168132.0,412916,10714.651515151516,629291,32620.454545454544,14467.0,17229.0,29896.25,122824,140578,58247.2,79563.5,79013,10011.919191919193,17011.571428571428,1021374,1130209,688696,870291,741427,2836937,204580,773448,331120,51443,2249456
2013-07-01,1550840,1039192,457325,161989,664677,517930,110528,485970,835818,46446.98387096774,974034,115999.0,1576001,129015.5,61783.0,72003.0,629242,30093.0,245593.0,133641,19418.85714285714,665418,395593,393482,304558,988345,371415,1352617,343766,1100079,451637,31077.719512195123,1933940,3574465,3939732,2499342,11916702,3544730,12373694,11491844,4282920,1606610,201058,8581058,1316440,2532896,225088,321137,2258353,5221876,756454,4455121,1326457,102736,4525974,386450,1550289,446367,1296027,172926,2072610,997018,2976240,164223,66628.87341772152,3368742,4286883,2136130,3269104,1908534,7441696,16786496,1165136,4872497,1303592,400030,21761174,717037,593437,181072,957760,1212290,1025860,145987,327774,854472,36037.005263157895,768919,7292.2,0.0,2241.3333333333335,10080.0,39099.0,13943.0,4589.0,10916.0,23215.0,3064.6,51444.75,143185,65878.0,17735.0,56438.333333333336,699115,147967,26286.5,324664,164341.5,36721.53097345133,652131,25886.529411764706,1796.0,30819.0,12914.57142857143,12713.09090909091,17293.333333333332,16394.14285714286,14873.166666666666,88644,4217.280487804878,33650.818181818184,710468,925886,388192,1238123,821464,567808,259900,288932,373132,23528.563380281692,623096,554448,495847,174592,35393.5,698409,3863357,72212.5,281336,599784,25874.416666666668,2358220,495668,236958,40984.0,79279.5,158245.5,267976,30457.0,97005.0,474604,7838.890410958904,475187,33185.0,10977.333333333334,19570.571428571428,44305.5,76599,167533,121546.0,44399.666666666664,80562,8310.67955801105,15063.666666666666,1151785,3304252,806018,701220,710072,2392980,879037,522718,427354,58052,2810014
2013-08-01,1268596,775386,313761,99704,416235,168388,85383,192553,600624,37572.82258064516,588803,88183.0,1050045,55988.0,75531.0,17985.5,200590,21708.0,252560.0,99104,10561.610169491525,950112,480518,416974,198008,541092,238886,597880,403932,1300464,362589,20875.8,1025872,5393424,2459316,1744687,9898558,2558774,4353960,7164939,5184094,1046984,156594,5963736,1505980,2467466,510548,126771,548169,2109461,280602,2607740,808545,51431,2507346,333708,1435007,944178,272546,71402,561389,442782,1714204,178649,36897.01408450704,2547417,4090571,2452140,2339100,531312,6832756,11528572,409275,3448850,570351,385560,21159422,505440,548664,134372,419207,968253,792264,111713,291728,732287,28935.690444145355,499864,7198.833333333333,16311.0,0.0,0.0,11491.333333333334,4897.0,0.0,0.0,11308.5,2675.6521739130435,21680.75,132115,72033.0,28008.0,84809.5,635926,136486,29505.0,253675,8679.0,25735.907216494845,583697,34227.6,5410.0,13464.6,9670.0,9363.3,5137.454545454545,3184.0,9920.8,47980,4905.6016949152545,28786.125,896831,500764,360274,1280097,734258,361924,121270,382383,271346,18531.348484848484,848684,647452,393111,109543,23969.5,485138,2058452,78830.0,177196,413816,19501.17948717949,1326806,577470,131932,6392.5,59121.0,77077.0,372935,6854.0,103876.0,230530,8332.246575342466,347715,19701.363636363636,19184.333333333332,20115.666666666668,12533.166666666666,57743,132571,40173.4,74952.4,85533,8833.581632653062,7667.25,1577510,2447981,417177,201384,707860,1328432,106134,615387,644243,35238,1682835
2013-09-01,981963,777580,349640,32943,433733,421041,50498,457554,877707,39617.2676056338,731688,179787.0,790515,63339.5,78689.0,90502.0,529072,33371.0,274281.0,162642,18256.38888888889,1110932,595362,357325,369784,264220,283137,938272,326285,752666,476296,26920.56862745098,900510,6359434,3975996,5532678,10021298,5902327,9813884,6311980,5603090,1617389,206328,7266978,1788278,1552415,1380555,329545,1524102,3688212,419262,2092368,1210895,93822,3884266,614092,1197670,2527474,605934,652691,3420256,529146,3054621,384677,82723.9512195122,3923688,9031540,3402148,3822428,246306,10261837,20931688,735618,5874069,2008730,444089,24926520,477396,493565,197366,853185,1017407,834121,91491,460120,690779,29165.31605562579,627500,10029.714285714286,0.0,1671.6666666666667,9825.0,15135.333333333334,42450.0,4412.0,0.0,11261.5,1698.8846153846155,41253.25,106824,99334.5,3798.0,197082.0,919690,75385,24138.0,589189,15907.5,31855.33962264151,676652,25843.947368421053,1389.0,13439.0,2209.75,9645.307692307691,23582.384615384617,12590.222222222223,3771.25,100782,5176.297619047619,78365.09090909091,670366,926294,425402,822394,725586,557275,50188,439469,484134,23482.191176470587,469640,879770,511794,186150,86102.0,1322664,1206101,63262.0,577340,427964,23896.824175824175,1845439,232202,104880,45549.0,58984.0,89152.0,219922,52806.0,112366.0,136036,8664.141025641025,197915,44797.0,3401.0,20749.0,28651.2,94387,125131,63777.25,41595.5,72274,9132.7,18126.0,1498554,1652425,830917,357882,1583754,2626940,128348,313568,719576,58740,3505382
2013-10-01,1162019,565051,497208,84996,622546,519468,126011,303850,692702,45598.62857142857,1105824,274979.5,2524138,118118.5,196639.0,163713.0,1534784,55237.0,2289603.5,208126,21875.298850574713,3535990,609976,380314,279704,394057,425570,1332640,4247617,503687,339559,31743.24074074074,1023490,5033829,2789306,4118828,13203909,6258774,10195300,12703426,5181120,2223085,247784,10481566,1168882,2231789,454144,239712,610914,4194591,399028,3621257,1192286,66021,4828634,1111783,917034,1113889,352272,434576,2185164,1112628,2179734,353982,64610.919191919194,3788128,10134806,3635530,10921033,382368,14845288,33385407,1287458,4692092,3296119,524710,23716128,493299,513198,161152,870937,1395392,952820,157286,399879,829241,32088.70065075922,623029,7729.833333333333,0.0,3505.0,3409.0,13210.0,15273.8,1935.0,2255.0,14627.5,3029.794117647059,67282.66666666667,137596,67561.0,48618.0,153937.0,881098,118886,40532.5,491183,26218.0,37703.66923076923,732671,33605.61111111111,5414.0,20032.666666666668,7754.5,31754.18181818182,56395.6,21245.444444444445,22252.88888888889,155859,6050.429223744292,63718.333333333336,555266,639046,364898,932284,1007296,611214,135352,245373,514554,15693.682352941176,1119306,643457,611000,354227,60707.5,438087,1598828,26623.0,542337,523204,25058.529411764706,2008826,176894,105581,37904.0,109130.0,75672.0,296930,9716.0,130335.0,96356,7957.567901234568,252030,24278.090909090908,7879.0,74854.28571428571,29165.0,132677,163221,178137.2,896854.4,116956,8794.84306569343,23362.166666666668,1449396,2032941,943336,523291,1981622,4768184,542720,271012,689962,60095,3484408
2013-11-01,1662374,1078918,555072,317661,797935,457584,120079,372463,544334,36353.88157894737,719144,603523.0,1828300,269318.0,272070.0,1055548.0,1470122,68126.5,11181315.5,490642,34431.7520661157,1027375,468420,402018,443269,316264,349790,1122806,311005,330028,433132,24515.719298245614,574376,5235042,1688399,3767290,12155928,6599712,10503608,12374260,2832608,2080962,233102,5660610,1601239,1790082,820891,182681,898914,5141014,368312,1468520,1484319,72032,2882645,574136,1250880,1458068,364006,850174,2117876,1102178,1732848,675971,69170.10344827586,2538952,10330502,3218153,6665993,284414,17957538,35463454,708730,2998800,4070252,453266,13560061,501006,410552,164383,877404,1100455,1019288,117375,233395,821444,29599.785798816567,385022,12909.166666666666,2320.0,4021.6666666666665,0.0,11903.833333333334,10404.142857142857,350.5,8723.0,24362.0,4006.875,21138.0,197558,142086.0,22827.0,90302.0,1549312,279741,57144.0,342478,238369.0,46811.35922330097,530004,34889.35294117647,5725.0,39511.09090909091,2039.0,31938.545454545456,92666.69230769231,28310.0,31268.25,152858,7638.690217391304,92568.77777777778,681754,1214451,317078,1030630,1113280,803848,129212,128569,395070,15182.926829268292,959999,605796,825819,224343,45783.0,600988,3883524,48150.0,397157,849863,18842.977272727272,1104217,233475,112881,6367.0,51829.0,58670.0,328209,44759.0,94128.0,97635,5251.911392405063,370782,29018.727272727272,19057.333333333332,88340.66666666667,59099.5,144165,172685,481820.5,430164.0,111350,12918.220833333333,11810.5,1535909,1941435,1235565,733039,1634627,5740934,95902,391456,845410,63134,2171654
2013-12-01,1326098,676476,296172,37007,400465,300441,72331,371706,850242,32722.453125,510765,201774.5,1433688,35709.0,20676.0,104595.0,324873,35788.0,118007.0,104125,10378.015873015873,539190,490267,185212,411965,404136,281709,1071806,261154,616818,197162,24973.744897959183,432390,4751331,1456844,3880940,10063960,4997942,5588730,11854420,4481290,1851187,197784,6398618,1409158,1220378,309144,75396,541288,3698232,771167,3239170,1017453,56757,2995503,475816,1981774,994328,708942,362636,1286573,1760888,2101182,444208,72669.34567901235,2500762,11602016,1461736,4897490,314585,12417844,25034238,886092,3391284,2827690,377052,13047336,520068,389022,168431,599730,1117364,704321,101788,394052,869130,27319.795366795366,656891,11322.5,9386.0,5130.5,10629.0,15817.0,17351.0,0.0,19114.5,6116.0,2956.75,23143.4,177859,83042.0,26766.5,71837.0,1227672,67766,20899.0,200951,84787.0,32614.703703703704,417862,43873.23529411765,2735.6666666666665,30354.428571428572,2880.875,20427.1,30068.0,29591.75,10770.454545454546,181312,6251.306748466258,76933.25,542092,849220,323744,754200,759757,578904,218232,254123,353864,15195.808823529413,346840,730053,281492,308254,91573.0,516377,2374113,61359.0,148912,361191,17229.48611111111,1185160,216175,79755,10890.0,79222.0,26674.5,174264,18406.0,61255.5,222221,5853.507462686567,344080,26025.909090909092,10314.0,21683.9,77809.25,122679,112911,207465.83333333334,305389.0,109537,11000.574879227053,16794.2,1219080,793560,752306,457828,638730,2771114,167230,822502,377033,52282,2666464
