,Symbol,Adj_Close,High,Low,Volume,Open,Date,Close
37,%5eFCHI,4423.379883,4435.629883,4407.009766,000,4407.009766,2016-06-06,4423.379883
38,%5eFCHI,4421.779785,4492.200195,4396.629883,111642400,4477.830078,2016-06-03,4421.779785
39,%5eFCHI,4466.00,4486.560059,4447.620117,93613500,4468.839844,2016-06-02,4466.00
40,%5eFCHI,4475.390137,4507.220215,4458.299805,92411400,4502.839844,2016-06-01,4475.390137
41,%5eFCHI,4505.620117,4536.629883,4496.859863,000,4532.319824,2016-05-31,4505.620117
42,%5eFCHI,4529.399902,4531.180176,4503.52002,39995000,4507.089844,2016-05-30,4529.399902
43,%5eFCHI,4514.740234,4518.220215,4493.060059,85290900,4498.430176,2016-05-27,4514.740234
44,%5eFCHI,4512.640137,4513.77002,4477.02002,103885200,4478.169922,2016-05-26,4512.640137
45,%5eFCHI,4481.640137,4490.169922,4445.790039,107680300,4457.850098,2016-05-25,4481.640137
46,%5eFCHI,4431.52002,4440.649902,4300.419922,104153000,4309.299805,2016-05-24,4431.52002
47,%5eFCHI,4325.100098,4357.080078,4300.180176,78807700,4344.890137,2016-05-23,4325.100098
48,%5eFCHI,4353.899902,4353.899902,4312.50,109632000,4323.620117,2016-05-20,4353.899902
49,%5eFCHI,4282.540039,4314.22998,4274.569824,101435500,4292.25,2016-05-19,4282.540039
50,%5eFCHI,4319.299805,4322.22998,4267.709961,87238900,4275.390137,2016-05-18,4319.299805
51,%5eFCHI,4297.569824,4362.330078,4273.859863,101426100,4325.109863,2016-05-17,4297.569824
52,%5eFCHI,4312.279785,4316.279785,4269.629883,48829700,4290.649902,2016-05-16,4312.279785
53,%5eFCHI,4319.990234,4335.149902,4253.129883,99597300,4264.77002,2016-05-13,4319.990234
54,%5eFCHI,4293.27002,4361.879883,4266.959961,103302300,4295.740234,2016-05-12,4293.27002
55,%5eFCHI,4316.669922,4340.580078,4289.379883,93288200,4335.140137,2016-05-11,4316.669922
56,%5eFCHI,4338.209961,4374.75,4320.290039,104155500,4338.049805,2016-05-10,4338.209961
57,%5eFCHI,4322.810059,4363.560059,4302.959961,112215100,4322.689941,2016-05-09,4322.810059
58,%5eFCHI,4301.240234,4311.490234,4245.169922,111464700,4290.410156,2016-05-06,4301.240234
59,%5eFCHI,4319.459961,4346.200195,4303.25,000,4321.359863,2016-05-05,4319.459961
60,%5eFCHI,4324.22998,4387.75,4317.279785,116952000,4365.200195,2016-05-04,4324.22998
61,%5eFCHI,4371.97998,4437.649902,4364.009766,107768800,4435.00,2016-05-03,4371.97998
62,%5eFCHI,4442.75,4458.740234,4429.470215,63246300,4455.759766,2016-05-02,4442.75
63,%5eFCHI,4428.959961,4508.830078,4428.589844,128212700,4500.430176,2016-04-29,4428.959961
64,%5eFCHI,4557.359863,4557.359863,4482.370117,111361900,4520.25,2016-04-28,4557.359863
65,%5eFCHI,4559.399902,4564.700195,4525.790039,106492200,4534.990234,2016-04-27,4559.399902
66,%5eFCHI,4533.180176,4579.120117,4515.399902,100430500,4557.00,2016-04-26,4533.180176
67,%5eFCHI,4546.120117,4574.459961,4522.22998,87927900,4561.919922,2016-04-25,4546.120117
68,%5eFCHI,4569.660156,4580.52002,4553.589844,100028400,4578.819824,2016-04-22,4569.660156
69,%5eFCHI,4582.830078,4607.689941,4551.330078,124963900,4607.689941,2016-04-21,4582.830078
70,%5eFCHI,4591.919922,4596.330078,4538.430176,115806900,4546.350098,2016-04-20,4591.919922
71,%5eFCHI,4566.47998,4577.870117,4521.600098,115227500,4521.600098,2016-04-19,4566.47998
72,%5eFCHI,4506.839844,4517.080078,4424.759766,92413600,4425.25,2016-04-18,4506.839844
73,%5eFCHI,4495.169922,4508.160156,4482.330078,110271800,4502.160156,2016-04-15,4495.169922
74,%5eFCHI,4511.509766,4515.00,4473.350098,125164800,4487.220215,2016-04-14,4511.509766
75,%5eFCHI,4490.310059,4490.310059,4404.580078,154790600,4407.029785,2016-04-13,4490.310059
76,%5eFCHI,4345.910156,4348.399902,4269.100098,121266000,4317.50,2016-04-12,4345.910156
77,%5eFCHI,4312.629883,4338.810059,4263.080078,103360100,4294.120117,2016-04-11,4312.629883
78,%5eFCHI,4303.120117,4315.589844,4258.509766,100861900,4259.100098,2016-04-08,4303.120117
79,%5eFCHI,4245.910156,4316.779785,4229.120117,98335800,4288.709961,2016-04-07,4245.910156
80,%5eFCHI,4284.640137,4284.640137,4243.02002,106043100,4262.299805,2016-04-06,4284.640137
81,%5eFCHI,4250.279785,4285.72998,4241.609863,131198900,4283.140137,2016-04-05,4250.279785
82,%5eFCHI,4345.220215,4378.049805,4280.899902,106194400,4311.189941,2016-04-04,4345.220215
83,%5eFCHI,4322.240234,4331.279785,4261.25,139045500,4331.279785,2016-04-01,4322.240234
84,%5eFCHI,4385.060059,4419.620117,4378.77002,110982200,4416.839844,2016-03-31,4385.060059
85,%5eFCHI,4444.419922,4466.50,4387.359863,100793300,4387.359863,2016-03-30,4444.419922
86,%5eFCHI,4366.669922,4382.97998,4333.330078,80842200,4354.029785,2016-03-29,4366.669922
87,%5eFCHI,4329.680176,4392.810059,4323.180176,109844400,4390.109863,2016-03-24,4329.680176
88,%5eFCHI,4423.97998,4467.859863,4396.100098,97919500,4442.589844,2016-03-23,4423.97998
89,%5eFCHI,4431.970215,4431.970215,4358.569824,113288300,4396.870117,2016-03-22,4431.970215
90,%5eFCHI,4427.799805,4481.109863,4415.930176,90434900,4425.839844,2016-03-21,4427.799805
91,%5eFCHI,4462.509766,4472.72998,4418.490234,259017000,4452.040039,2016-03-18,4462.509766
92,%5eFCHI,4442.890137,4501.680176,4367.439941,149291500,4501.680176,2016-03-17,4442.890137
93,%5eFCHI,4463.00,4502.959961,4446.990234,105409600,4486.700195,2016-03-16,4463.00
94,%5eFCHI,4472.629883,4488.779785,4450.160156,115811100,4474.259766,2016-03-15,4472.629883
95,%5eFCHI,4506.589844,4535.910156,4494.600098,125097000,4501.810059,2016-03-14,4506.589844
96,%5eFCHI,4492.790039,4492.790039,4421.950195,149823700,4430.240234,2016-03-11,4492.790039
97,%5eFCHI,4350.350098,4580.970215,4350.350098,175255300,4432.560059,2016-03-10,4350.350098
98,%5eFCHI,4425.649902,4458.77002,4397.97998,116109800,4405.950195,2016-03-09,4425.649902
99,%5eFCHI,4404.02002,4437.169922,4363.549805,109238900,4405.160156,2016-03-08,4404.02002
100,%5eFCHI,4442.290039,4458.819824,4406.899902,121147100,4436.370117,2016-03-07,4442.290039
101,%5eFCHI,4456.620117,4480.209961,4413.930176,132614700,4437.819824,2016-03-04,4456.620117
102,%5eFCHI,4416.080078,4430.899902,4392.580078,116721600,4430.899902,2016-03-03,4416.080078
103,%5eFCHI,4424.890137,4448.299805,4387.209961,120925400,4428.950195,2016-03-02,4424.890137
104,%5eFCHI,4406.839844,4406.950195,4328.799805,123159300,4343.930176,2016-03-01,4406.839844
105,%5eFCHI,4353.549805,4354.620117,4254.77002,122273800,4275.839844,2016-02-29,4353.549805
106,%5eFCHI,4314.569824,4352.390137,4292.52002,117629300,4297.870117,2016-02-26,4314.569824
107,%5eFCHI,4248.450195,4268.660156,4198.089844,000,4219.799805,2016-02-25,4248.450195
108,%5eFCHI,4155.339844,4233.299805,4117.490234,130494900,4232.47998,2016-02-24,4155.339844
109,%5eFCHI,4238.419922,4301.919922,4236.950195,100778200,4272.220215,2016-02-23,4238.419922
110,%5eFCHI,4298.700195,4303.899902,4259.259766,104477100,4260.620117,2016-02-22,4298.700195
111,%5eFCHI,4223.040039,4255.569824,4182.330078,115689200,4232.220215,2016-02-19,4223.040039
112,%5eFCHI,4239.759766,4279.189941,4212.589844,129413300,4255.069824,2016-02-18,4239.759766
113,%5eFCHI,4233.470215,4238.330078,4112.040039,154374300,4119.350098,2016-02-17,4233.470215
114,%5eFCHI,4110.660156,4157.299805,4086.830078,125207000,4157.299805,2016-02-16,4110.660156
115,%5eFCHI,4115.25,4144.810059,4076.810059,123815300,4086.290039,2016-02-15,4115.25
116,%5eFCHI,3995.060059,3995.060059,3922.709961,157391500,3949.159912,2016-02-12,3995.060059
117,%5eFCHI,3896.709961,3998.100098,3892.459961,000,3990.330078,2016-02-11,3896.709961
118,%5eFCHI,4061.199951,4115.169922,3987.48999,154266800,4027.080078,2016-02-10,4061.199951
119,%5eFCHI,3997.540039,4091.879883,3951.290039,192219900,4072.320068,2016-02-09,3997.540039
120,%5eFCHI,4066.310059,4220.850098,4046.639893,165143900,4217.450195,2016-02-08,4066.310059
121,%5eFCHI,4200.669922,4269.470215,4187.970215,179204000,4236.069824,2016-02-05,4200.669922
122,%5eFCHI,4228.529785,4279.120117,4176.47998,158951600,4276.169922,2016-02-04,4228.529785
123,%5eFCHI,4226.959961,4294.410156,4177.970215,152722600,4282.410156,2016-02-03,4226.959961
124,%5eFCHI,4283.990234,4377.569824,4253.509766,127965300,4368.919922,2016-02-02,4283.990234
125,%5eFCHI,4392.330078,4422.609863,4350.089844,106985100,4418.140137,2016-02-01,4392.330078
126,%5eFCHI,4417.02002,4417.02002,4340.189941,148804300,4386.850098,2016-01-29,4417.02002
127,%5eFCHI,4322.160156,4403.680176,4284.379883,145439700,4362.549805,2016-01-28,4322.160156
128,%5eFCHI,4380.359863,4380.359863,4319.359863,113439600,4349.790039,2016-01-27,4380.359863
129,%5eFCHI,4356.810059,4366.649902,4224.450195,127614400,4238.850098,2016-01-26,4356.810059
130,%5eFCHI,4311.330078,4365.149902,4291.859863,119945600,4365.149902,2016-01-25,4311.330078
131,%5eFCHI,4336.689941,4371.649902,4280.950195,154178800,4293.259766,2016-01-22,4336.689941
132,%5eFCHI,4206.399902,4234.649902,4113.580078,166740100,4129.700195,2016-01-21,4206.399902
133,%5eFCHI,4124.950195,4178.819824,4084.679932,156074200,4171.430176,2016-01-20,4124.950195
134,%5eFCHI,4272.259766,4308.089844,4251.529785,130260700,4267.77002,2016-01-19,4272.259766
135,%5eFCHI,4189.569824,4254.459961,4161.370117,126059700,4211.109863,2016-01-18,4189.569824
136,%5eFCHI,4210.160156,4319.470215,4178.870117,176801800,4305.439941,2016-01-15,4210.160156
137,%5eFCHI,4312.890137,4352.149902,4234.839844,166010000,4341.359863,2016-01-14,4312.890137
138,%5eFCHI,4391.939941,4465.560059,4374.02002,111469800,4426.759766,2016-01-13,4391.939941
139,%5eFCHI,4378.75,4429.040039,4305.77002,123293200,4317.490234,2016-01-12,4378.75
140,%5eFCHI,4312.740234,4383.919922,4312.740234,107025000,4333.209961,2016-01-11,4312.740234
141,%5eFCHI,4333.759766,4437.02002,4333.740234,124197200,4404.180176,2016-01-08,4333.759766
142,%5eFCHI,4403.580078,4424.140137,4323.549805,137701000,4346.100098,2016-01-07,4403.580078
143,%5eFCHI,4480.470215,4533.240234,4440.77002,104877300,4528.120117,2016-01-06,4480.470215
144,%5eFCHI,4537.629883,4575.450195,4481.700195,104182900,4573.540039,2016-01-05,4537.629883
145,%5eFCHI,4522.450195,4586.109863,4490.299805,130633900,4582.049805,2016-01-04,4522.450195
146,%5eFCHI,4637.060059,4667.52002,4637.060059,20218100,4657.02002,2015-12-31,4637.060059
147,%5eFCHI,4677.140137,4708.319824,4672.259766,56083400,4690.310059,2015-12-30,4677.140137
148,%5eFCHI,4701.359863,4701.359863,4648.790039,62749700,4648.790039,2015-12-29,4701.359863
149,%5eFCHI,4617.950195,4669.839844,4613.779785,44645300,4667.029785,2015-12-28,4617.950195
150,%5eFCHI,4663.180176,4671.680176,4651.439941,16313800,4670.859863,2015-12-24,4663.180176
151,%5eFCHI,4674.529785,4686.089844,4614.25,101333700,4614.25,2015-12-23,4674.529785
152,%5eFCHI,4567.600098,4604.790039,4526.859863,85380100,4596.549805,2015-12-22,4567.600098
153,%5eFCHI,4565.169922,4666.490234,4565.169922,114513000,4617.200195,2015-12-21,4565.169922
154,%5eFCHI,4625.259766,4672.350098,4601.390137,221520200,4629.560059,2015-12-18,4625.259766
155,%5eFCHI,4677.540039,4748.759766,4674.580078,148504100,4729.399902,2015-12-17,4677.540039
156,%5eFCHI,4624.669922,4664.200195,4593.919922,132766800,4621.470215,2015-12-16,4624.669922
157,%5eFCHI,4614.399902,4626.759766,4519.959961,165804900,4522.470215,2015-12-15,4614.399902
158,%5eFCHI,4473.069824,4623.160156,4472.649902,154702400,4572.370117,2015-12-14,4473.069824
159,%5eFCHI,4549.560059,4630.27002,4527.259766,151768100,4617.180176,2015-12-11,4549.560059
160,%5eFCHI,4635.060059,4661.040039,4596.339844,139944600,4617.540039,2015-12-10,4635.060059
161,%5eFCHI,4637.450195,4714.640137,4619.490234,171226800,4695.899902,2015-12-09,4637.450195
162,%5eFCHI,4681.859863,4757.200195,4656.560059,145488000,4750.419922,2015-12-08,4681.859863
163,%5eFCHI,4756.410156,4803.47998,4733.339844,103508000,4746.259766,2015-12-07,4756.410156
164,%5eFCHI,4714.790039,4740.470215,4670.990234,158222700,4715.689941,2015-12-04,4714.790039
165,%5eFCHI,4730.209961,4975.709961,4730.209961,204118500,4895.640137,2015-12-03,4730.209961
166,%5eFCHI,4905.759766,4942.120117,4886.859863,135040300,4925.240234,2015-12-02,4905.759766
167,%5eFCHI,4914.529785,4968.310059,4897.870117,127971100,4960.379883,2015-12-01,4914.529785
168,%5eFCHI,4957.600098,4974.359863,4901.290039,113125600,4917.149902,2015-11-30,4957.600098
169,%5eFCHI,4930.140137,4961.450195,4908.899902,73739100,4919.009766,2015-11-27,4930.140137
170,%5eFCHI,4946.02002,4956.080078,4883.27002,000,4884.350098,2015-11-26,4946.02002
171,%5eFCHI,4892.990234,4911.830078,4821.509766,116198900,4830.220215,2015-11-25,4892.990234
172,%5eFCHI,4820.279785,4865.419922,4773.97998,115225800,4863.810059,2015-11-24,4820.279785
173,%5eFCHI,4889.120117,4905.330078,4860.72998,96366200,4901.680176,2015-11-23,4889.120117
174,%5eFCHI,4910.970215,4934.290039,4879.490234,114731300,4929.339844,2015-11-20,4910.970215
175,%5eFCHI,4915.100098,4962.450195,4901.069824,000,4943.899902,2015-11-19,4915.100098
176,%5eFCHI,4906.720215,4918.140137,4879.359863,97351700,4901.120117,2015-11-18,4906.720215
177,%5eFCHI,4937.310059,4937.310059,4840.75,119347400,4850.290039,2015-11-17,4937.310059
178,%5eFCHI,4804.310059,4824.02002,4751.029785,108609700,4756.919922,2015-11-16,4804.310059
179,%5eFCHI,4807.950195,4860.529785,4762.330078,114037800,4835.689941,2015-11-13,4807.950195
180,%5eFCHI,4856.649902,4963.379883,4851.040039,122599900,4941.259766,2015-11-12,4856.649902
181,%5eFCHI,4952.509766,4973.899902,4917.089844,116077400,4919.100098,2015-11-11,4952.509766
182,%5eFCHI,4912.160156,4942.620117,4873.450195,112797400,4937.370117,2015-11-10,4912.160156
183,%5eFCHI,4911.169922,4983.77002,4906.47998,101330800,4978.839844,2015-11-09,4911.169922
184,%5eFCHI,4984.149902,5011.649902,4930.919922,150861200,4964.879883,2015-11-06,4984.149902
185,%5eFCHI,4980.040039,5008.060059,4935.220215,000,4967.939941,2015-11-05,4980.040039
186,%5eFCHI,4948.290039,4992.970215,4942.080078,141136400,4951.189941,2015-11-04,4948.290039
187,%5eFCHI,4936.180176,4936.180176,4895.839844,106982700,4920.02002,2015-11-03,4936.180176
188,%5eFCHI,4916.209961,4936.850098,4845.120117,113864200,4848.859863,2015-11-02,4916.209961
189,%5eFCHI,4897.660156,4909.160156,4865.160156,122869800,4895.029785,2015-10-30,4897.660156
190,%5eFCHI,4885.819824,4899.839844,4841.390137,188704100,4892.879883,2015-10-29,4885.819824
191,%5eFCHI,4890.580078,4907.839844,4848.50,000,4857.850098,2015-10-28,4890.580078
192,%5eFCHI,4847.069824,4896.459961,4847.069824,000,4885.089844,2015-10-27,4847.069824
193,%5eFCHI,4897.129883,4924.240234,4881.049805,98118000,4908.330078,2015-10-26,4897.129883
194,%5eFCHI,4923.640137,4947.02002,4840.319824,000,4840.319824,2015-10-23,4923.640137
195,%5eFCHI,4802.180176,4816.990234,4670.100098,154484900,4675.149902,2015-10-22,4802.180176
196,%5eFCHI,4695.100098,4716.569824,4642.939941,104452800,4691.370117,2015-10-21,4695.100098
197,%5eFCHI,4673.810059,4711.950195,4649.97998,93237900,4708.189941,2015-10-20,4673.810059
198,%5eFCHI,4704.069824,4744.970215,4684.52002,000,4697.52002,2015-10-19,4704.069824
199,%5eFCHI,4702.790039,4718.910156,4680.220215,108928800,4702.560059,2015-10-16,4702.790039
200,%5eFCHI,4675.290039,4683.75,4622.450195,000,4651.77002,2015-10-15,4675.290039
201,%5eFCHI,4609.029785,4660.430176,4580.839844,000,4608.419922,2015-10-14,4609.029785
202,%5eFCHI,4643.379883,4667.509766,4598.109863,116870400,4667.509766,2015-10-13,4643.379883
203,%5eFCHI,4688.700195,4713.410156,4663.339844,96002100,4705.220215,2015-10-12,4688.700195
204,%5eFCHI,4701.390137,4737.689941,4693.25,129585900,4723.279785,2015-10-09,4701.390137
205,%5eFCHI,4675.910156,4687.189941,4643.919922,109749100,4657.240234,2015-10-08,4675.910156
206,%5eFCHI,4667.339844,4730.299805,4654.279785,154754500,4680.850098,2015-10-07,4667.339844
207,%5eFCHI,4660.640137,4684.790039,4589.290039,000,4610.430176,2015-10-06,4660.640137
208,%5eFCHI,4616.899902,4631.839844,4528.02002,142138000,4543.069824,2015-10-05,4616.899902
209,%5eFCHI,4458.879883,4518.390137,4386.100098,143984300,4472.50,2015-10-02,4458.879883
210,%5eFCHI,4426.540039,4528.160156,4408.120117,149269600,4518.029785,2015-10-01,4426.540039
211,%5eFCHI,4455.290039,4474.720215,4413.080078,160356000,4433.759766,2015-09-30,4455.290039
212,%5eFCHI,4343.72998,4377.220215,4278.569824,148574600,4297.189941,2015-09-29,4343.72998
213,%5eFCHI,4357.049805,4470.069824,4337.279785,134411100,4452.240234,2015-09-28,4357.049805
214,%5eFCHI,4480.660156,4514.419922,4413.709961,134147500,4423.120117,2015-09-25,4480.660156
215,%5eFCHI,4347.240234,4455.049805,4309.419922,172337200,4434.700195,2015-09-24,4347.240234
216,%5eFCHI,4432.830078,4488.27002,4400.419922,143884400,4427.790039,2015-09-23,4432.830078
217,%5eFCHI,4428.509766,4582.919922,4415.970215,158626000,4582.919922,2015-09-22,4428.509766
218,%5eFCHI,4585.50,4605.259766,4526.279785,103003700,4526.279785,2015-09-21,4585.50
219,%5eFCHI,4535.850098,4623.100098,4495.049805,248859900,4623.100098,2015-09-18,4535.850098
220,%5eFCHI,4655.140137,4665.990234,4629.200195,92433200,4660.169922,2015-09-17,4655.140137
221,%5eFCHI,4645.839844,4653.339844,4604.080078,99264400,4610.160156,2015-09-16,4645.839844
222,%5eFCHI,4569.370117,4591.470215,4502.209961,102194600,4529.959961,2015-09-15,4569.370117
223,%5eFCHI,4518.149902,4596.75,4513.50,100294700,4554.709961,2015-09-14,4518.149902
224,%5eFCHI,4548.720215,4618.589844,4545.140137,000,4618.589844,2015-09-11,4548.720215
225,%5eFCHI,4596.529785,4665.830078,4584.290039,111380500,4615.720215,2015-09-10,4596.529785
226,%5eFCHI,4664.589844,4733.049805,4662.879883,111082900,4707.410156,2015-09-09,4664.589844
227,%5eFCHI,4598.259766,4655.080078,4575.609863,99964700,4581.660156,2015-09-08,4598.259766
228,%5eFCHI,4549.640137,4587.589844,4524.990234,67094800,4563.850098,2015-09-07,4549.640137
229,%5eFCHI,4523.080078,4611.049805,4500.950195,133313100,4607.910156,2015-09-04,4523.080078
230,%5eFCHI,4653.790039,4692.299805,4589.97998,135856000,4601.75,2015-09-03,4653.790039
231,%5eFCHI,4554.919922,4599.759766,4517.810059,103217500,4558.00,2015-09-02,4554.919922
232,%5eFCHI,4541.160156,4599.22998,4499.490234,138326600,4586.330078,2015-09-01,4541.160156
233,%5eFCHI,4652.950195,4657.759766,4608.620117,90060900,4636.439941,2015-08-31,4652.950195
234,%5eFCHI,4675.129883,4675.129883,4624.109863,102147900,4663.97998,2015-08-28,4675.129883
235,%5eFCHI,4658.180176,4686.669922,4589.52002,152983100,4612.27002,2015-08-27,4658.180176
236,%5eFCHI,4501.049805,4582.209961,4430.75,156232400,4499.22998,2015-08-26,4501.049805
237,%5eFCHI,4564.859863,4596.240234,4431.830078,221636500,4458.089844,2015-08-25,4564.859863
238,%5eFCHI,4383.459961,4540.129883,4230.490234,323292800,4465.47998,2015-08-24,4383.459961
239,%5eFCHI,4630.990234,4775.720215,4630.990234,156577700,4704.27002,2015-08-21,4630.990234
240,%5eFCHI,4783.549805,4882.109863,4774.870117,116307600,4867.450195,2015-08-20,4783.549805
241,%5eFCHI,4884.100098,4949.120117,4884.100098,91668100,4939.299805,2015-08-19,4884.100098
242,%5eFCHI,4971.25,5000.279785,4956.120117,67103200,4972.790039,2015-08-18,4971.25
243,%5eFCHI,4984.830078,5025.709961,4923.009766,80693900,4996.759766,2015-08-17,4984.830078
244,%5eFCHI,4956.470215,5017.220215,4940.72998,75630400,4987.060059,2015-08-14,4956.470215
245,%5eFCHI,4986.850098,5023.939941,4972.580078,95687200,5006.009766,2015-08-13,4986.850098
246,%5eFCHI,4925.430176,5051.720215,4907.330078,148968600,5051.490234,2015-08-12,4925.430176
247,%5eFCHI,5099.029785,5184.209961,5094.47998,000,5184.209961,2015-08-11,5099.029785
248,%5eFCHI,5195.410156,5197.649902,5133.629883,75338800,5179.839844,2015-08-10,5195.410156
249,%5eFCHI,5154.75,5190.350098,5152.890137,92833800,5187.870117,2015-08-07,5154.75
250,%5eFCHI,5192.109863,5217.799805,5177.950195,85599700,5186.549805,2015-08-06,5192.109863
251,%5eFCHI,5196.72998,5202.759766,5134.370117,122479600,5135.310059,2015-08-05,5196.72998
252,%5eFCHI,5112.140137,5114.629883,5075.879883,120699400,5114.629883,2015-08-04,5112.140137
253,%5eFCHI,5120.52002,5125.709961,5066.149902,102330900,5076.799805,2015-08-03,5120.52002
254,%5eFCHI,5082.609863,5083.640137,5035.379883,000,5063.470215,2015-07-31,5082.609863
255,%5eFCHI,5046.419922,5061.529785,5000.970215,145978900,5049.240234,2015-07-30,5046.419922
256,%5eFCHI,5017.439941,5021.439941,4970.279785,118376700,5006.009766,2015-07-29,5017.439941
257,%5eFCHI,4977.319824,4997.149902,4937.649902,111978000,4958.459961,2015-07-28,4977.319824
258,%5eFCHI,4927.600098,5033.910156,4924.290039,117642300,5030.890137,2015-07-27,4927.600098
259,%5eFCHI,5057.359863,5120.640137,5051.140137,104074600,5075.25,2015-07-24,5057.359863
260,%5eFCHI,5086.740234,5122.850098,5067.819824,76980800,5122.850098,2015-07-23,5086.740234
261,%5eFCHI,5082.569824,5101.220215,5070.669922,89515800,5070.669922,2015-07-22,5082.569824
262,%5eFCHI,5106.569824,5157.240234,5093.77002,88546500,5153.850098,2015-07-21,5106.569824
263,%5eFCHI,5142.490234,5184.740234,5130.970215,79072100,5134.160156,2015-07-20,5142.490234
264,%5eFCHI,5124.390137,5138.97998,5110.47998,102644300,5138.97998,2015-07-17,5124.390137
265,%5eFCHI,5121.50,5147.399902,5067.75,123015200,5071.899902,2015-07-16,5121.50
266,%5eFCHI,5047.240234,5055.600098,5017.830078,93627300,5027.910156,2015-07-15,5047.240234
267,%5eFCHI,5032.470215,5032.470215,4981.02002,000,4995.359863,2015-07-14,5032.470215
268,%5eFCHI,4998.100098,5010.580078,4959.620117,124421200,4985.140137,2015-07-13,4998.100098
269,%5eFCHI,4903.069824,4922.629883,4850.939941,139526500,4884.049805,2015-07-10,4903.069824
270,%5eFCHI,4757.220215,4777.029785,4655.450195,121520700,4667.209961,2015-07-09,4757.220215
271,%5eFCHI,4639.02002,4671.870117,4601.899902,144187300,4611.859863,2015-07-08,4639.02002
272,%5eFCHI,4604.640137,4724.540039,4602.160156,163782600,4712.629883,2015-07-07,4604.640137
273,%5eFCHI,4711.540039,4775.490234,4699.169922,136187400,4709.009766,2015-07-06,4711.540039
274,%5eFCHI,4808.220215,4847.379883,4780.549805,86776200,4836.459961,2015-07-03,4808.220215
