,Close,Symbol,Open,High,Date,Low,Volume,Adj_Close
0,9.03,600789.SS,9.05,9.14,2016-07-28,8.91,10851300,9.03
1,9.05,600789.SS,9.67,9.67,2016-07-27,8.89,21739300,9.05
2,9.64,600789.SS,9.43,9.65,2016-07-26,9.41,14094900,9.64
3,9.45,600789.SS,9.29,9.50,2016-07-25,9.29,9669700,9.45
4,9.29,600789.SS,9.55,9.58,2016-07-22,9.25,15707800,9.29
5,9.54,600789.SS,9.54,9.61,2016-07-21,9.48,9890900,9.54
6,9.55,600789.SS,9.63,9.69,2016-07-20,9.49,10666400,9.55
7,9.61,600789.SS,9.55,9.62,2016-07-19,9.46,7440100,9.61
8,9.60,600789.SS,9.51,9.65,2016-07-18,9.42,11786000,9.60
9,9.57,600789.SS,9.68,9.73,2016-07-15,9.51,15654200,9.57
10,9.69,600789.SS,9.75,9.79,2016-07-14,9.61,18301700,9.69
11,9.84,600789.SS,10.03,10.03,2016-07-13,9.76,23206400,9.84
12,9.99,600789.SS,9.85,10.05,2016-07-12,9.58,28762300,9.99
13,9.84,600789.SS,9.62,9.94,2016-07-11,9.55,26079700,9.84
14,9.62,600789.SS,9.71,9.77,2016-07-08,9.58,18492300,9.62
15,9.80,600789.SS,9.89,10.14,2016-07-07,9.70,42453100,9.80
16,9.84,600789.SS,9.54,9.90,2016-07-06,9.27,37286000,9.84
17,9.46,600789.SS,9.31,9.47,2016-07-05,9.20,24840900,9.46
18,9.25,600789.SS,8.90,9.32,2016-07-04,8.89,18795100,9.25
19,8.99,600789.SS,8.95,9.07,2016-07-01,8.88,10918200,8.99
20,8.94,600789.SS,8.97,8.98,2016-06-30,8.86,7560200,8.94
21,8.96,600789.SS,8.98,9.04,2016-06-29,8.90,10582200,8.96
22,9.01,600789.SS,8.79,9.06,2016-06-28,8.74,17093300,9.01
23,8.79,600789.SS,8.60,8.80,2016-06-27,8.59,6949500,8.79
24,8.64,600789.SS,8.79,8.88,2016-06-24,8.40,8665300,8.64
25,8.79,600789.SS,8.88,8.89,2016-06-23,8.75,5953100,8.79
26,8.89,600789.SS,8.72,8.90,2016-06-22,8.72,9805400,8.89
27,8.71,600789.SS,8.80,8.87,2016-06-21,8.69,7892100,8.71
28,8.75,600789.SS,8.81,8.83,2016-06-20,8.66,6923300,8.75
29,8.86,600789.SS,8.77,8.98,2016-06-17,8.77,12078900,8.86
30,8.75,600789.SS,8.85,8.85,2016-06-16,8.68,10457400,8.75
31,8.89,600789.SS,8.50,8.90,2016-06-15,8.45,11782400,8.89
32,8.55,600789.SS,8.50,8.61,2016-06-14,8.48,6568300,8.55
33,8.58,600789.SS,8.91,9.02,2016-06-13,8.57,10036900,8.58
34,9.09,600789.SS,9.09,9.09,2016-06-10,9.09,000,9.09
35,9.09,600789.SS,9.09,9.09,2016-06-09,9.09,000,9.09
36,9.09,600789.SS,9.15,9.15,2016-06-08,9.02,7031800,9.09
37,9.12,600789.SS,9.10,9.16,2016-06-07,9.03,7614000,9.12
38,9.11,600789.SS,9.17,9.22,2016-06-06,9.03,11127200,9.11
39,9.22,600789.SS,9.23,9.30,2016-06-03,9.10,12746200,9.22
40,9.17,600789.SS,9.06,9.30,2016-06-02,9.06,10748200,9.17
41,9.09,600789.SS,9.10,9.17,2016-06-01,9.06,11723200,9.09
42,9.14,600789.SS,8.80,9.14,2016-05-31,8.77,16738800,9.14
43,8.82,600789.SS,8.80,8.92,2016-05-30,8.80,9867500,8.82
44,8.73,600789.SS,8.69,8.79,2016-05-27,8.66,6689300,8.73
45,8.80,600789.SS,8.73,8.82,2016-05-26,8.50,8219200,8.80
46,8.82,600789.SS,8.83,8.93,2016-05-25,8.79,8368000,8.82
47,8.79,600789.SS,8.80,8.91,2016-05-24,8.60,9276900,8.79
48,8.87,600789.SS,8.78,8.95,2016-05-23,8.76,8741800,8.87
49,8.75,600789.SS,8.62,8.78,2016-05-20,8.50,8446600,8.75
50,8.73,600789.SS,8.84,8.95,2016-05-19,8.71,8965600,8.73
