,High,Close,Date,Open,Adj_Close,Symbol,Volume,Low
0,16300.00,15800.00,2016-07-28,16250.00,15800.00,004360.KS,64900,15700.00
1,16250.00,16250.00,2016-07-27,15900.00,16250.00,004360.KS,19400,15800.00
2,16200.00,15850.00,2016-07-26,16150.00,15850.00,004360.KS,25300,15850.00
3,16200.00,16150.00,2016-07-25,16200.00,16150.00,004360.KS,24200,15850.00
4,16250.00,16200.00,2016-07-22,16000.00,16200.00,004360.KS,19700,15850.00
5,16000.00,16000.00,2016-07-21,15800.00,16000.00,004360.KS,34700,15650.00
6,15800.00,15800.00,2016-07-20,15550.00,15800.00,004360.KS,27200,15500.00
7,15800.00,15700.00,2016-07-19,15650.00,15700.00,004360.KS,13700,15600.00
8,15850.00,15800.00,2016-07-18,15750.00,15800.00,004360.KS,24400,15550.00
9,15800.00,15750.00,2016-07-15,15500.00,15750.00,004360.KS,24300,15500.00
10,15550.00,15500.00,2016-07-14,15350.00,15500.00,004360.KS,20700,15200.00
11,15650.00,15350.00,2016-07-13,15350.00,15350.00,004360.KS,51100,15100.00
12,15500.00,15250.00,2016-07-12,15450.00,15250.00,004360.KS,39700,15100.00
13,15650.00,15450.00,2016-07-11,15650.00,15450.00,004360.KS,61000,15200.00
14,16150.00,15600.00,2016-07-08,16150.00,15600.00,004360.KS,67600,15350.00
15,16250.00,16200.00,2016-07-07,15850.00,16200.00,004360.KS,9900,15850.00
16,16600.00,15800.00,2016-07-06,16600.00,15800.00,004360.KS,29500,15800.00
17,16600.00,16500.00,2016-07-05,16600.00,16500.00,004360.KS,7100,16350.00
18,16700.00,16550.00,2016-07-04,16700.00,16550.00,004360.KS,13600,16250.00
19,17200.00,16700.00,2016-07-01,16500.00,16700.00,004360.KS,21700,16450.00
20,16550.00,16550.00,2016-06-30,16550.00,16550.00,004360.KS,5300,16400.00
21,16550.00,16550.00,2016-06-29,16150.00,16550.00,004360.KS,13400,16050.00
22,16150.00,16150.00,2016-06-28,16000.00,16150.00,004360.KS,9100,15850.00
23,16050.00,16000.00,2016-06-27,16000.00,16000.00,004360.KS,13300,15600.00
24,16500.00,16100.00,2016-06-24,16500.00,16100.00,004360.KS,27100,15600.00
25,16600.00,16400.00,2016-06-23,16600.00,16400.00,004360.KS,6500,16350.00
26,16600.00,16600.00,2016-06-22,16400.00,16600.00,004360.KS,10500,16400.00
27,16550.00,16400.00,2016-06-21,16550.00,16400.00,004360.KS,20300,16100.00
28,16550.00,16500.00,2016-06-20,16450.00,16500.00,004360.KS,7200,16350.00
29,16550.00,16400.00,2016-06-17,16400.00,16400.00,004360.KS,12000,16200.00
30,16500.00,16350.00,2016-06-16,16450.00,16350.00,004360.KS,15400,16150.00
31,16550.00,16500.00,2016-06-15,16400.00,16500.00,004360.KS,15200,16300.00
32,16550.00,16400.00,2016-06-14,16400.00,16400.00,004360.KS,13300,16300.00
33,16600.00,16500.00,2016-06-13,16400.00,16500.00,004360.KS,7200,16350.00
34,16600.00,16600.00,2016-06-10,16500.00,16600.00,004360.KS,13600,16350.00
35,16700.00,16500.00,2016-06-09,16700.00,16500.00,004360.KS,19400,16400.00
36,17000.00,16700.00,2016-06-08,16900.00,16700.00,004360.KS,44200,16600.00
37,17150.00,17000.00,2016-06-07,16750.00,17000.00,004360.KS,26600,16750.00
