"time","signal"
1.65178571428571,37190
1.6547619047619,37010
1.6577380952381,36641
1.66071428571429,36296
1.66369047619048,36309
1.66666666666667,36532
1.66964285714286,36662
1.67261904761905,36229
1.67559523809524,35321
1.67857142857143,34409
1.68154761904762,33425
1.68452380952381,32708
1.6875,31460
1.69047619047619,30955
1.69345238095238,30274
1.69642857142857,30302
1.69940476190476,30427
1.70238095238095,30154
1.70535714285714,29311
1.70833333333333,27699
1.71130952380952,26213
1.71428571428571,24756
1.7172619047619,23847
1.7202380952381,23917
1.72321428571429,23989
1.72619047619048,23555
1.72916666666667,23026
1.73214285714286,22668
1.73511904761905,22451
1.73809523809524,21969
1.74107142857143,21212
1.74404761904762,20978
1.74702380952381,21155
1.75,22370
1.75297619047619,23537
1.75595238095238,25210
1.75892857142857,26961
1.76190476190476,28770
1.76488095238095,29915
1.76785714285714,30895
1.77083333333333,31273
1.77380952380952,31390
1.77678571428571,31287
1.7797619047619,31163
1.7827380952381,30811
1.78571428571429,30310
1.78869047619048,29767
1.79166666666667,29016
1.79464285714286,28374
1.79761904761905,28064
1.80059523809524,27599
1.80357142857143,27338
1.80654761904762,27156
1.80952380952381,27355
1.8125,27860
1.81547619047619,28315
1.81845238095238,28396
1.82142857142857,27932
1.82440476190476,27776
1.82738095238095,27520
1.83035714285714,27026
1.83333333333333,26649
1.83630952380952,26343
1.83928571428571,26487
1.8422619047619,27219
1.8452380952381,27384
1.84821428571429,26680
1.85119047619048,25658
1.85416666666667,24258
1.85714285714286,22864
1.86011904761905,21998
1.86309523809524,22165
1.86607142857143,22308
1.86904761904762,21863
1.87202380952381,21439
1.875,21067
1.87797619047619,20781
1.88095238095238,20389
1.88392857142857,19663
1.88690476190476,19305
1.88988095238095,19410
1.89285714285714,20079
1.89583333333333,20701
1.89880952380952,21639
1.90178571428571,22722
1.9047619047619,24046
1.9077380952381,25150
1.91071428571429,26285
1.91369047619048,27420
1.91666666666667,28438
1.91964285714286,28770
1.92261904761905,29309
1.92559523809524,29586
1.92857142857143,29721
1.93154761904762,29598
1.93452380952381,28776
1.9375,28008
1.94047619047619,27487
1.94345238095238,27272
1.94642857142857,27091
1.94940476190476,27156
1.95238095238095,27190
1.95535714285714,27461
1.95833333333333,27722
1.96130952380952,27583
1.96428571428571,27575
1.9672619047619,27512
1.9702380952381,27603
1.97321428571429,27155
1.97619047619048,27250
1.97916666666667,27200
1.98214285714286,27798
1.98511904761905,28487
1.98809523809524,28691
1.99107142857143,27260
1.99404761904762,25371
1.99702380952381,23689
2,22454
2.00297619047619,21818
2.00595238095238,22002
2.00892857142857,22516
2.01190476190476,22292
2.01488095238095,21935
2.01785714285714,21683
2.02083333333333,21656
2.02380952380952,21481
2.02678571428571,21140
2.0297619047619,21308
2.03273809523809,22138
2.03571428571429,24699
2.03869047619048,27366
2.04166666666667,30973
2.04464285714286,33497
2.04761904761905,35192
2.05059523809524,35624
2.05357142857143,36444
2.05654761904762,36903
2.05952380952381,36944
2.0625,37223
2.06547619047619,37345
2.06845238095238,37710
2.07142857142857,37641
2.07440476190476,37391
2.07738095238095,37116
2.08035714285714,37017
2.08333333333333,37024
2.08630952380952,36882
2.08928571428571,36605
2.0922619047619,36861
2.09523809523809,37241
2.09821428571429,37550
2.10119047619048,37215
2.10416666666667,36203
2.10714285714286,35035
2.11011904761905,34112
2.11309523809524,33482
2.11607142857143,32349
2.11904761904762,31186
2.12202380952381,30920
2.125,30270
2.12797619047619,31869
2.13095238095238,31651
2.13392857142857,30821
2.13690476190476,28528
2.13988095238095,26675
2.14285714285714,25129
2.14583333333333,24425
2.14880952380952,24538
2.15178571428571,24577
2.1547619047619,24215
2.15773809523809,24012
2.16071428571429,23723
2.16369047619048,23546
2.16666666666667,23379
2.16964285714286,22857
2.17261904761905,22939
2.17559523809524,23464
2.17857142857143,25734
2.18154761904762,28240
2.18452380952381,31600
2.1875,34011
2.19047619047619,35567
2.19345238095238,35946
2.19642857142857,36733
2.19940476190476,36963
2.20238095238095,37009
2.20535714285714,37100
2.20833333333333,37265
2.21130952380952,37478
2.21428571428571,37462
2.2172619047619,37040
2.22023809523809,36778
2.22321428571429,36679
2.22619047619048,36570
2.22916666666667,36509
2.23214285714286,36433
2.23511904761905,36730
2.23809523809524,37125
2.24107142857143,37359
2.24404761904762,36995
2.24702380952381,36149
2.25,34845
2.25297619047619,33986
2.25595238095238,33353
2.25892857142857,32595
2.26190476190476,31833
2.26488095238095,31382
2.26785714285714,31264
2.27083333333333,31805
2.27380952380952,32067
2.27678571428571,30723
2.2797619047619,28736
2.28273809523809,26800
2.28571428571429,25296
2.28869047619048,24612
2.29166666666667,24614
2.29464285714286,24699
2.29761904761905,24358
2.30059523809524,23930
2.30357142857143,23690
2.30654761904762,23720
2.30952380952381,23472
2.3125,23233
2.31547619047619,23376
2.31845238095238,23913
2.32142857142857,26027
2.32440476190476,28641
2.32738095238095,32093
2.33035714285714,34598
2.33333333333333,36118
2.33630952380952,36505
2.33928571428571,37295
2.3422619047619,37562
2.34523809523809,37546
2.34821428571429,37734
2.35119047619048,38071
2.35416666666667,38204
2.35714285714286,38233
2.36011904761905,37710
2.36309523809524,37459
2.36607142857143,37224
2.36904761904762,37208
2.37202380952381,36962
2.375,36837
2.37797619047619,37151
2.38095238095238,37602
2.38392857142857,38055
2.38690476190476,37780
2.38988095238095,36832
2.39285714285714,35861
2.39583333333333,35202
2.39880952380952,34347
2.40178571428571,33562
2.4047619047619,32860
2.40773809523809,32606
2.41071428571429,32578
2.41369047619048,32552
2.41666666666667,32256
2.41964285714286,30893
2.42261904761905,28956
2.42559523809524,26926
2.42857142857143,25339
2.43154761904762,24677
2.43452380952381,24774
2.4375,24932
2.44047619047619,24615
2.44345238095238,24244
2.44642857142857,23962
2.44940476190476,23970
2.45238095238095,23624
2.45535714285714,23113
2.45833333333333,23221
2.46130952380952,23940
2.46428571428571,26205
2.4672619047619,28582
2.47023809523809,32017
2.47321428571429,34569
2.47619047619048,36166
2.47916666666667,36510
2.48214285714286,37250
2.48511904761905,37372
2.48809523809524,37318
2.49107142857143,37333
2.49404761904762,37611
2.49702380952381,37736
2.5,37756
2.50297619047619,37275
2.50595238095238,37010
2.50892857142857,36926
2.51190476190476,36837
2.51488095238095,36726
2.51785714285714,36449
2.52083333333333,36734
2.52380952380952,37067
2.52678571428571,37174
2.5297619047619,36824
2.53273809523809,35980
2.53571428571429,34953
2.53869047619048,34235
2.54166666666667,33350
2.54464285714286,32664
2.54761904761905,31923
2.55059523809524,31603
2.55357142857143,31736
2.55654761904762,32134
2.55952380952381,31993
2.5625,30956
2.56547619047619,28861
2.56845238095238,27012
2.57142857142857,25267
2.57440476190476,24560
2.57738095238095,24415
2.58035714285714,24490
2.58333333333333,24057
2.58630952380952,23680
2.58928571428571,23440
2.5922619047619,23432
2.59523809523809,23184
2.59821428571429,22774
2.60119047619048,22930
2.60416666666667,23579
2.60714285714286,25821
2.61011904761905,28193
2.61309523809524,31647
2.61607142857143,34117
2.61904761904762,35590
2.62202380952381,36167
2.625,36741
2.62797619047619,36768
2.63095238095238,36783
2.63392857142857,36991
2.63690476190476,37115
2.63988095238095,37224
2.64285714285714,37439
2.64583333333333,36822
2.64880952380952,36375
2.65178571428571,36126
2.6547619047619,35805
2.65773809523809,35478
2.66071428571429,35161
2.66369047619048,35123
2.66666666666667,35226
2.66964285714286,35435
2.67261904761905,35062
2.67559523809524,34357
2.67857142857143,33239
2.68154761904762,32583
2.68452380952381,31586
2.6875,30604
2.69047619047619,30091
2.69345238095238,29610
2.69642857142857,29462
2.69940476190476,29893
2.70238095238095,30100
2.70535714285714,29071
2.70833333333333,27660
2.71130952380952,26242
2.71428571428571,24618
2.7172619047619,23740
2.72023809523809,23600
2.72321428571429,23350
2.72619047619048,22870
2.72916666666667,22390
2.73214285714286,22082
2.73511904761905,21823
2.73809523809524,21548
2.74107142857143,20867
2.74404761904762,20671
2.74702380952381,20948
2.75,22106
2.75297619047619,23295
2.75595238095238,25222
2.75892857142857,27075
2.76190476190476,28876
2.76488095238095,30152
2.76785714285714,31325
2.77083333333333,31720
2.77380952380952,31770
2.77678571428571,31694
2.7797619047619,31507
2.78273809523809,31267
2.78571428571429,30679
2.78869047619048,30227
2.79166666666667,29601
2.79464285714286,29002
2.79761904761905,28670
2.80059523809524,28308
2.80357142857143,28101
2.80654761904762,28074
2.80952380952381,28364
2.8125,28772
2.81547619047619,29191
2.81845238095238,29118
2.82142857142857,28661
2.82440476190476,28005
2.82738095238095,27536
2.83035714285714,26823
2.83333333333333,25958
2.83630952380952,25897
2.83928571428571,25390
2.8422619047619,26690
2.84523809523809,27855
2.84821428571429,27276
2.85119047619048,26136
2.85416666666667,24839
2.85714285714286,23579
2.86011904761905,22570
2.86309523809524,22269
2.86607142857143,21878
2.86904761904762,21405
2.87202380952381,21024
2.875,20766
2.87797619047619,20541
2.88095238095238,20232
2.88392857142857,19485
2.88690476190476,19279
2.88988095238095,19342
2.89285714285714,19895
2.89583333333333,20744
2.89880952380952,21849
2.90178571428571,23073
2.9047619047619,24670
2.90773809523809,25975
2.91071428571429,27186
2.91369047619048,27996
2.91666666666667,28736
2.91964285714286,28957
2.92261904761905,29271
2.92559523809524,29490
2.92857142857143,29371
2.93154761904762,29068
2.93452380952381,28394
2.9375,27685
2.94047619047619,27330
2.94345238095238,27130
2.94642857142857,26901
2.94940476190476,26873
2.95238095238095,26930
2.95535714285714,27084
2.95833333333333,27216
2.96130952380952,27139
2.96428571428571,27040
2.9672619047619,26990
2.97023809523809,27063
2.97321428571429,27059
2.97619047619048,26716
2.97916666666667,26960
2.98214285714286,27133
2.98511904761905,27954
2.98809523809524,28947
2.99107142857143,28247
2.99404761904762,26477
2.99702380952381,24635
3,23168
3.00297619047619,22498
3.00595238095238,22272
3.00892857142857,22291
3.01190476190476,22054
3.01488095238095,21737
3.01785714285714,21774
3.02083333333333,21654
3.02380952380952,21462
3.02678571428571,21173
3.0297619047619,21521
3.0327380952381,22334
3.03571428571429,24897
3.03869047619048,27609
3.04166666666667,31136
3.04464285714286,33625
3.04761904761905,35517
3.05059523809524,36628
3.05357142857143,37545
3.05654761904762,37995
3.05952380952381,38086
3.0625,38389
3.06547619047619,38715
3.06845238095238,38777
3.07142857142857,38699
3.07440476190476,38307
3.07738095238095,37894
3.08035714285714,37832
3.08333333333333,37717
3.08630952380952,37563
3.08928571428571,37294
3.0922619047619,37604
3.09523809523809,37640
3.09821428571429,37584
3.10119047619048,37196
3.10416666666667,36090
3.10714285714286,35053
3.11011904761905,34283
3.11309523809524,33378
3.11607142857143,32754
3.11904761904762,31904
3.12202380952381,31817
3.125,31795
3.12797619047619,32467
3.13095238095238,32401
3.13392857142857,31574
3.13690476190476,29600
3.13988095238095,27540
3.14285714285714,25752
3.14583333333333,25196
3.14880952380952,24938
3.15178571428571,24740
3.1547619047619,24465
3.15773809523809,24187
3.16071428571429,23923
3.16369047619048,23837
3.16666666666667,23611
3.16964285714286,23198
3.17261904761905,23350
3.17559523809524,23994
3.17857142857143,26223
3.18154761904762,28568
3.18452380952381,31749
3.1875,34325
3.19047619047619,35968
3.19345238095238,36745
3.19642857142857,37427
3.19940476190476,37718
3.20238095238095,37880
3.20535714285714,38206
3.20833333333333,38488
3.21130952380952,38657
3.21428571428571,38762
3.2172619047619,38230
3.22023809523809,37990
3.22321428571429,37673
3.22619047619048,37673
3.22916666666667,37530
3.23214285714286,37455
3.23511904761905,37622
3.23809523809524,37993
3.24107142857143,38264
3.24404761904762,37712
3.24702380952381,36707
3.25,35667
3.25297619047619,34737
3.25595238095238,33728
3.25892857142857,32967
3.26190476190476,31725
3.26488095238095,31408
3.26785714285714,30991
3.27083333333333,31696
3.27380952380952,32234
3.27678571428571,30990
3.2797619047619,28949
3.28273809523809,26904
3.28571428571429,25308
3.28869047619048,24764
3.29166666666667,24417
3.29464285714286,24377
3.29761904761905,23924
3.30059523809524,23583
3.30357142857143,23373
3.30654761904762,23398
3.30952380952381,23322
3.3125,23038
3.31547619047619,22992
3.31845238095238,23673
3.32142857142857,25741
3.32440476190476,28276
3.32738095238095,31602
3.33035714285714,34031
3.33333333333333,35538
3.33630952380952,36017
3.33928571428571,36993
3.3422619047619,37420
3.34523809523809,37409
3.34821428571429,37412
3.35119047619048,37547
3.35416666666667,37664
3.35714285714286,37564
3.36011904761905,37271
3.36309523809524,36915
3.36607142857143,36791
3.36904761904762,36625
3.37202380952381,36357
3.375,36265
3.37797619047619,36582
3.38095238095238,37072
3.38392857142857,37238
3.38690476190476,36884
3.38988095238095,35890
3.39285714285714,34723
3.39583333333333,33724
3.39880952380952,32888
3.40178571428571,32110
3.4047619047619,31263
3.40773809523809,30907
3.41071428571429,30953
3.41369047619048,31413
3.41666666666667,31264
3.41964285714286,30239
3.42261904761905,28562
3.42559523809524,26606
3.42857142857143,24808
3.43154761904762,24126
3.43452380952381,23858
3.4375,23809
3.44047619047619,23535
3.44345238095238,23123
3.44642857142857,23025
3.44940476190476,22977
3.45238095238095,22759
3.45535714285714,22478
3.45833333333333,22584
3.46130952380952,23160
3.46428571428571,25369
3.4672619047619,27933
3.47023809523809,31222
3.47321428571429,33533
3.47619047619048,35135
3.47916666666667,35717
3.48214285714286,36555
3.48511904761905,36843
3.48809523809524,36885
3.49107142857143,37138
3.49404761904762,37311
3.49702380952381,37550
3.5,37619
3.50297619047619,37199
3.50595238095238,36951
3.50892857142857,36844
3.51190476190476,36785
3.51488095238095,36624
3.51785714285714,36350
3.52083333333333,36614
3.52380952380952,37167
3.52678571428571,37388
3.5297619047619,36880
3.53273809523809,36185
3.53571428571429,35197
3.53869047619048,34300
3.54166666666667,33586
3.54464285714286,32645
3.54761904761905,32269
3.55059523809524,31671
3.55357142857143,31998
3.55654761904762,31890
3.55952380952381,31643
3.5625,30227
3.56547619047619,28309
3.56845238095238,26457
3.57142857142857,24818
3.57440476190476,23982
3.57738095238095,23887
3.58035714285714,23898
3.58333333333333,23618
3.58630952380952,23263
3.58928571428571,22987
3.5922619047619,22990
3.59523809523809,22764
3.59821428571429,22399
3.60119047619048,22589
3.60416666666667,23219
3.60714285714286,25275
3.61011904761905,27918
3.61309523809524,31219
3.61607142857143,33642
3.61904761904762,35220
3.62202380952381,35757
3.625,36569
3.62797619047619,36876
3.63095238095238,36928
3.63392857142857,37087
3.63690476190476,37191
3.63988095238095,37439
3.64285714285714,37385
3.64583333333333,36914
3.64880952380952,36253
3.65178571428571,35983
3.6547619047619,35707
3.65773809523809,35269
3.66071428571429,34879
3.66369047619048,34885
3.66666666666667,35075
3.66964285714286,35346
3.67261904761905,35131
3.67559523809524,34313
3.67857142857143,33544
3.68154761904762,32824
3.68452380952381,32102
3.6875,31035
3.69047619047619,30421
3.69345238095238,30052
3.69642857142857,30107
3.69940476190476,30249
3.70238095238095,30060
3.70535714285714,28893
3.70833333333333,27258
3.71130952380952,25692
3.71428571428571,24039
3.7172619047619,23381
3.72023809523809,23128
3.72321428571429,23016
3.72619047619048,22516
3.72916666666667,22196
3.73214285714286,21834
3.73511904761905,21720
3.73809523809524,21384
3.74107142857143,20703
3.74404761904762,20462
3.74702380952381,20707
3.75,21880
3.75297619047619,23026
3.75595238095238,24656
3.75892857142857,26407
3.76190476190476,28200
3.76488095238095,29479
3.76785714285714,30652
3.77083333333333,31175
3.77380952380952,31370
3.77678571428571,31497
3.7797619047619,31436
3.78273809523809,31377
3.78571428571429,30833
3.78869047619048,30254
3.79166666666667,29571
3.79464285714286,28827
3.79761904761905,28635
3.80059523809524,28406
3.80357142857143,28136
3.80654761904762,28065
3.80952380952381,28262
3.8125,28945
3.81547619047619,29254
3.81845238095238,29355
3.82142857142857,29091
3.82440476190476,28699
3.82738095238095,28218
3.83035714285714,27876
3.83333333333333,27371
3.83630952380952,26955
3.83928571428571,26786
3.8422619047619,27440
3.84523809523809,27474
3.84821428571429,26648
3.85119047619048,25523
3.85416666666667,24304
3.85714285714286,22914
3.86011904761905,22095
3.86309523809524,21902
3.86607142857143,21947
3.86904761904762,21516
3.87202380952381,21077
3.875,20723
3.87797619047619,20501
3.88095238095238,20234
3.88392857142857,19590
3.88690476190476,19194
3.88988095238095,19374
3.89285714285714,19962
3.89583333333333,20551
3.89880952380952,21558
3.90178571428571,22652
3.9047619047619,23820
3.90773809523809,25012
3.91071428571429,26294
3.91369047619048,27372
3.91666666666667,28278
3.91964285714286,28957
3.92261904761905,29437
3.92559523809524,29743
3.92857142857143,30032
3.93154761904762,29798
3.93452380952381,28856
3.9375,28128
3.94047619047619,27602
3.94345238095238,27416
3.94642857142857,27185
3.94940476190476,26997
3.95238095238095,27165
3.95535714285714,27555
3.95833333333333,27727
3.96130952380952,27887
3.96428571428571,27803
3.9672619047619,27657
3.97023809523809,27749
3.97321428571429,27593
3.97619047619048,27626
3.97916666666667,27495
3.98214285714286,27509
3.98511904761905,27996
3.98809523809524,28413
3.99107142857143,27306
3.99404761904762,25514
3.99702380952381,23667
4,22428
4.00297619047619,21687
4.00595238095238,21865
4.00892857142857,21984
4.01190476190476,21701
4.01488095238095,21514
4.01785714285714,21395
4.02083333333333,21224
4.02380952380952,21188
4.02678571428571,20759
4.02976190476191,20948
4.03273809523809,21826
4.03571428571429,24283
4.03869047619048,26965
4.04166666666667,30507
4.04464285714286,33060
4.04761904761905,34783
4.05059523809524,35322
4.05357142857143,36130
4.05654761904762,36494
4.05952380952381,36593
4.0625,36826
4.06547619047619,36985
4.06845238095238,37098
4.07142857142857,37200
4.07440476190476,36654
4.07738095238095,36464
4.08035714285714,36257
4.08333333333333,36157
4.08630952380952,36098
4.08928571428571,35959
4.09226190476191,36207
4.09523809523809,36559
4.09821428571429,36790
4.10119047619048,36577
4.10416666666667,35727
4.10714285714286,34602
4.11011904761905,33578
4.11309523809524,32714
4.11607142857143,31926
4.11904761904762,31142
4.12202380952381,30833
4.125,31109
4.12797619047619,31310
4.13095238095238,31236
4.13392857142857,30184
4.13690476190476,28147
4.13988095238095,26299
4.14285714285714,24702
4.14583333333333,23875
4.14880952380952,23785
4.15178571428571,23876
4.15476190476191,23658
4.15773809523809,23346
4.16071428571429,23059
4.16369047619048,23039
4.16666666666667,22859
4.16964285714286,22414
4.17261904761905,22518
4.17559523809524,23241
4.17857142857143,25541
4.18154761904762,28017
4.18452380952381,31278
4.1875,33530
4.19047619047619,35240
4.19345238095238,35783
4.19642857142857,36372
4.19940476190476,36610
4.20238095238095,36651
4.20535714285714,36835
4.20833333333333,37248
4.21130952380952,37128
4.21428571428571,37230
4.21726190476191,36841
4.22023809523809,36529
4.22321428571429,36500
4.22619047619048,36445
4.22916666666667,36348
4.23214285714286,36152
4.23511904761905,36282
4.23809523809524,36853
4.24107142857143,37137
4.24404761904762,36844
4.24702380952381,35875
4.25,34589
4.25297619047619,33987
4.25595238095238,32959
4.25892857142857,32015
4.26190476190476,31847
4.26488095238095,31404
4.26785714285714,31501
4.27083333333333,31824
4.27380952380952,31759
4.27678571428571,30395
4.27976190476191,28511
4.28273809523809,26709
4.28571428571429,24940
4.28869047619048,24165
4.29166666666667,24078
4.29464285714286,24101
4.29761904761905,23755
4.30059523809524,23378
4.30357142857143,23122
4.30654761904762,23155
4.30952380952381,22902
4.3125,22598
4.31547619047619,22661
4.31845238095238,23335
4.32142857142857,25540
4.32440476190476,28023
4.32738095238095,31383
4.33035714285714,33907
4.33333333333333,35592
4.33630952380952,36022
4.33928571428571,36643
4.34226190476191,36976
4.34523809523809,36985
4.34821428571429,37123
4.35119047619048,37144
4.35416666666667,37385
4.35714285714286,37334
4.36011904761905,36914
4.36309523809524,36630
4.36607142857143,36433
4.36904761904762,36461
4.37202380952381,36246
4.375,36131
4.37797619047619,36534
4.38095238095238,37099
4.38392857142857,37346
4.38690476190476,37098
4.38988095238095,36145
4.39285714285714,34997
4.39583333333333,34342
4.39880952380952,33431
4.40178571428571,33088
4.40476190476191,32201
4.40773809523809,32185
4.41071428571429,31966
4.41369047619048,32214
4.41666666666667,31736
4.41964285714286,30325
4.42261904761905,28319
4.42559523809524,26480
4.42857142857143,24966
4.43154761904762,24194
4.43452380952381,24143
4.4375,24020
4.44047619047619,23750
4.44345238095238,23398
4.44642857142857,23179
4.44940476190476,23197
4.45238095238095,23163
4.45535714285714,22808
4.45833333333333,22887
4.46130952380952,23495
4.46428571428571,25600
4.46726190476191,28064
4.47023809523809,31494
4.47321428571429,33985
4.47619047619048,35754
4.47916666666667,35972
4.48214285714286,36855
4.48511904761905,37135
4.48809523809524,37159
4.49107142857143,37282
4.49404761904762,37347
4.49702380952381,37408
4.5,37444
4.50297619047619,37066
4.50595238095238,36874
4.50892857142857,36696
4.51190476190476,36707
4.51488095238095,36456
4.51785714285714,36362
4.52083333333333,36506
4.52380952380952,36831
4.52678571428571,37268
4.52976190476191,36851
4.53273809523809,36027
4.53571428571429,34950
4.53869047619048,34149
4.54166666666667,33515
4.54464285714286,32938
4.54761904761905,32777
4.55059523809524,32443
4.55357142857143,32620
4.55654761904762,32453
4.55952380952381,31486
4.5625,30006
4.56547619047619,28139
4.56845238095238,26396
4.57142857142857,24714
4.57440476190476,24047
4.57738095238095,24050
4.58035714285714,24083
4.58333333333333,23671
4.58630952380952,23354
4.58928571428571,22935
4.59226190476191,23009
4.59523809523809,23004
4.59821428571429,22721
4.60119047619048,22911
4.60416666666667,23404
4.60714285714286,25429
4.61011904761905,27965
4.61309523809524,31283
4.61607142857143,33772
4.61904761904762,35443
4.62202380952381,35929
4.625,36898
4.62797619047619,37272
4.63095238095238,37270
4.63392857142857,37363
4.63690476190476,37445
4.63988095238095,37550
4.64285714285714,37543
4.64583333333333,36995
4.64880952380952,36620
4.65178571428571,36032
4.65476190476191,35843
4.65773809523809,35606
4.66071428571429,35131
4.66369047619048,35079
4.66666666666667,35341
4.66964285714286,35546
4.67261904761905,35305
4.67559523809524,34459
4.67857142857143,33526
4.68154761904762,32835
4.68452380952381,32000
4.6875,31136
4.69047619047619,30696
4.69345238095238,30054
4.69642857142857,29993
4.69940476190476,30178
4.70238095238095,29786
4.70535714285714,28757
4.70833333333333,27433
4.71130952380952,25781
4.71428571428571,24272
4.71726190476191,23520
4.72023809523809,23361
4.72321428571429,23268
4.72619047619048,22677
4.72916666666667,22324
4.73214285714286,21853
4.73511904761905,21854
4.73809523809524,21574
4.74107142857143,21078
4.74404761904762,20827
4.74702380952381,21003
4.75,22034
4.75297619047619,23208
4.75595238095238,24792
4.75892857142857,26592
4.76190476190476,28313
4.76488095238095,29687
4.76785714285714,30737
4.77083333333333,31531
4.77380952380952,31785
4.77678571428571,31805
4.77976190476191,31710
4.78273809523809,31593
4.78571428571429,31228
4.78869047619048,30907
4.79166666666667,30011
4.79464285714286,29356
4.79761904761905,28974
4.80059523809524,28618
4.80357142857143,28268
4.80654761904762,28292
4.80952380952381,28518
4.8125,29006
4.81547619047619,29463
4.81845238095238,29508
4.82142857142857,29035
4.82440476190476,28476
4.82738095238095,28005
4.83035714285714,27658
4.83333333333333,26955
4.83630952380952,26327
4.83928571428571,26569
