,Close,Open,Low,Adj_Close,Date,High,Symbol,Volume
373,791.00,830.00,791.00,791.00,2014-05-30,832.00,950010.KS,148800
374,817.00,849.00,790.00,817.00,2014-05-29,849.00,950010.KS,360800
375,850.00,1015.00,850.00,850.00,2014-05-28,1100.00,950010.KS,2048600
376,1000.00,875.00,871.00,1000.00,2014-05-27,1000.00,950010.KS,1549400
377,870.00,859.00,846.00,870.00,2014-05-26,890.00,950010.KS,178900
378,859.00,795.00,785.00,859.00,2014-05-23,865.00,950010.KS,88500
379,821.00,771.00,771.00,821.00,2014-05-22,844.00,950010.KS,226100
380,778.00,771.00,768.00,778.00,2014-05-21,792.00,950010.KS,53800
381,769.00,774.00,758.00,769.00,2014-05-20,774.00,950010.KS,106300
382,773.00,792.00,760.00,773.00,2014-05-19,808.00,950010.KS,171600
383,800.00,837.00,785.00,800.00,2014-05-16,840.00,950010.KS,237500
384,831.00,912.00,831.00,831.00,2014-05-15,920.00,950010.KS,906000
385,977.00,870.00,857.00,977.00,2014-05-14,977.00,950010.KS,671100
386,850.00,840.00,833.00,850.00,2014-05-13,872.00,950010.KS,124400
387,844.00,835.00,823.00,844.00,2014-05-12,850.00,950010.KS,20400
388,841.00,845.00,839.00,841.00,2014-05-09,887.00,950010.KS,48600
389,845.00,882.00,840.00,845.00,2014-05-08,882.00,950010.KS,74800
390,859.00,842.00,831.00,859.00,2014-05-07,871.00,950010.KS,45600
391,842.00,842.00,842.00,842.00,2014-05-06,842.00,950010.KS,000
392,842.00,842.00,842.00,842.00,2014-05-05,842.00,950010.KS,000
393,842.00,850.00,837.00,842.00,2014-05-02,874.00,950010.KS,40500
394,850.00,850.00,850.00,850.00,2014-05-01,850.00,950010.KS,000
395,850.00,893.00,831.00,850.00,2014-04-30,893.00,950010.KS,201900
396,880.00,853.00,851.00,880.00,2014-04-29,899.00,950010.KS,208900
397,851.00,978.00,840.00,851.00,2014-04-28,978.00,950010.KS,178400
398,979.00,1170.00,979.00,979.00,2014-04-25,1195.00,950010.KS,501900
399,1145.00,1010.00,994.00,1145.00,2014-04-24,1145.00,950010.KS,477600
400,998.00,1020.00,989.00,998.00,2014-04-23,1160.00,950010.KS,296900
401,1010.00,990.00,990.00,1010.00,2014-04-22,1015.00,950010.KS,26600
402,1015.00,1035.00,998.00,1015.00,2014-04-21,1035.00,950010.KS,1600
403,1035.00,1035.00,1035.00,1035.00,2014-04-18,1035.00,950010.KS,000
404,1035.00,1040.00,1000.00,1035.00,2014-04-17,1040.00,950010.KS,5500
405,1030.00,1030.00,1010.00,1030.00,2014-04-16,1030.00,950010.KS,500
406,1025.00,1010.00,1010.00,1025.00,2014-04-15,1030.00,950010.KS,1500
407,1010.00,1050.00,1000.00,1010.00,2014-04-14,1070.00,950010.KS,11100
408,1095.00,1040.00,1015.00,1095.00,2014-04-11,1095.00,950010.KS,1700
409,1075.00,1035.00,990.00,1075.00,2014-04-10,1075.00,950010.KS,2900
410,1065.00,1065.00,1025.00,1065.00,2014-04-09,1070.00,950010.KS,300
411,1070.00,1020.00,1005.00,1070.00,2014-04-08,1070.00,950010.KS,2000
412,1090.00,961.00,961.00,1090.00,2014-04-07,1095.00,950010.KS,3600
413,1100.00,986.00,986.00,1100.00,2014-04-04,1140.00,950010.KS,1800
414,1005.00,1020.00,995.00,1005.00,2014-04-03,1020.00,950010.KS,300
415,1015.00,1000.00,1000.00,1015.00,2014-04-02,1015.00,950010.KS,100
416,1005.00,995.00,995.00,1005.00,2014-04-01,1075.00,950010.KS,5000
417,993.00,1020.00,993.00,993.00,2014-03-31,1045.00,950010.KS,3500
418,1035.00,988.00,986.00,1035.00,2014-03-28,1050.00,950010.KS,4800
419,978.00,1065.00,976.00,978.00,2014-03-27,1065.00,950010.KS,15500
420,1080.00,1205.00,1010.00,1080.00,2014-03-26,1205.00,950010.KS,11700
421,1170.00,1180.00,1100.00,1170.00,2014-03-25,1180.00,950010.KS,700
422,1105.00,1055.00,1040.00,1105.00,2014-03-24,1105.00,950010.KS,2500
423,1085.00,1055.00,1050.00,1085.00,2014-03-21,1085.00,950010.KS,300
424,1085.00,1060.00,1045.00,1085.00,2014-03-20,1085.00,950010.KS,800
425,1065.00,1050.00,1045.00,1065.00,2014-03-19,1065.00,950010.KS,200
426,1060.00,1035.00,991.00,1060.00,2014-03-18,1060.00,950010.KS,2400
427,1035.00,994.00,993.00,1035.00,2014-03-17,1035.00,950010.KS,3100
428,994.00,1020.00,993.00,994.00,2014-03-14,1045.00,950010.KS,1000
429,1045.00,1070.00,1045.00,1045.00,2014-03-13,1070.00,950010.KS,1400
430,1065.00,1075.00,1065.00,1065.00,2014-03-12,1155.00,950010.KS,7700
431,1145.00,1130.00,1065.00,1145.00,2014-03-11,1155.00,950010.KS,5900
432,1150.00,1155.00,1140.00,1150.00,2014-03-10,1235.00,950010.KS,4200
433,1150.00,1215.00,1150.00,1150.00,2014-03-07,1215.00,950010.KS,5900
434,1215.00,1190.00,1165.00,1215.00,2014-03-06,1215.00,950010.KS,200
435,1190.00,1165.00,1150.00,1190.00,2014-03-05,1190.00,950010.KS,2400
436,1150.00,1145.00,1145.00,1150.00,2014-03-04,1170.00,950010.KS,1700
437,1145.00,1300.00,1145.00,1145.00,2014-03-03,1340.00,950010.KS,8300
438,1315.00,1320.00,1295.00,1315.00,2014-02-28,1320.00,950010.KS,700
439,1320.00,1320.00,1310.00,1320.00,2014-02-27,1320.00,950010.KS,000
440,1295.00,1320.00,1290.00,1295.00,2014-02-26,1320.00,950010.KS,700
441,1305.00,1295.00,1295.00,1305.00,2014-02-25,1315.00,950010.KS,400
442,1315.00,1320.00,1310.00,1315.00,2014-02-24,1335.00,950010.KS,200
443,1315.00,1320.00,1300.00,1315.00,2014-02-21,1320.00,950010.KS,000
444,1310.00,1320.00,1300.00,1310.00,2014-02-20,1325.00,950010.KS,900
445,1310.00,1320.00,1295.00,1310.00,2014-02-19,1360.00,950010.KS,1400
446,1320.00,1320.00,1320.00,1320.00,2014-02-18,1430.00,950010.KS,2700
447,1320.00,1320.00,1320.00,1320.00,2014-02-17,1395.00,950010.KS,200
448,1345.00,1475.00,1300.00,1345.00,2014-02-14,1475.00,950010.KS,900
449,1325.00,1335.00,1325.00,1325.00,2014-02-13,1335.00,950010.KS,200
450,1325.00,1450.00,1295.00,1325.00,2014-02-12,1450.00,950010.KS,900
451,1330.00,1300.00,1300.00,1330.00,2014-02-11,1330.00,950010.KS,700
452,1305.00,1260.00,1260.00,1305.00,2014-02-10,1375.00,950010.KS,1300
453,1310.00,1310.00,1310.00,1310.00,2014-02-07,1330.00,950010.KS,000
454,1300.00,1300.00,1265.00,1300.00,2014-02-06,1325.00,950010.KS,400
455,1290.00,1300.00,1290.00,1290.00,2014-02-05,1330.00,950010.KS,2200
456,1305.00,1570.00,1200.00,1305.00,2014-02-04,1575.00,950010.KS,17300
457,1400.00,1350.00,1350.00,1400.00,2014-02-03,1400.00,950010.KS,100
458,1400.00,1400.00,1400.00,1400.00,2014-01-31,1400.00,950010.KS,000
459,1400.00,1400.00,1400.00,1400.00,2014-01-30,1400.00,950010.KS,000
460,1400.00,1415.00,1400.00,1400.00,2014-01-29,1415.00,950010.KS,000
461,1415.00,1300.00,1300.00,1415.00,2014-01-28,1415.00,950010.KS,3300
462,1300.00,1240.00,1240.00,1300.00,2014-01-27,1450.00,950010.KS,8800
463,1360.00,1355.00,1350.00,1360.00,2014-01-24,1390.00,950010.KS,400
464,1380.00,1420.00,1380.00,1380.00,2014-01-23,1440.00,950010.KS,1000
465,1420.00,1510.00,1365.00,1420.00,2014-01-22,1510.00,950010.KS,14700
466,1510.00,1380.00,1330.00,1510.00,2014-01-21,1510.00,950010.KS,12800
467,1315.00,1380.00,1305.00,1315.00,2014-01-20,1550.00,950010.KS,5500
468,1395.00,1385.00,1370.00,1395.00,2014-01-17,1395.00,950010.KS,11000
469,1385.00,1390.00,1360.00,1385.00,2014-01-16,1390.00,950010.KS,3200
470,1380.00,1380.00,1380.00,1380.00,2014-01-15,1390.00,950010.KS,300
471,1380.00,1355.00,1355.00,1380.00,2014-01-14,1380.00,950010.KS,000
472,1380.00,1400.00,1345.00,1380.00,2014-01-13,1400.00,950010.KS,1100
473,1365.00,1375.00,1350.00,1365.00,2014-01-10,1375.00,950010.KS,600
474,1380.00,1395.00,1355.00,1380.00,2014-01-09,1395.00,950010.KS,100
475,1395.00,1410.00,1395.00,1395.00,2014-01-08,1410.00,950010.KS,000
476,1400.00,1400.00,1400.00,1400.00,2014-01-07,1400.00,950010.KS,000
477,1400.00,1400.00,1400.00,1400.00,2014-01-06,1400.00,950010.KS,000
478,1395.00,1390.00,1390.00,1395.00,2014-01-03,1395.00,950010.KS,000
479,1400.00,1335.00,1335.00,1400.00,2014-01-02,1400.00,950010.KS,1000
480,1370.00,1370.00,1370.00,1370.00,2014-01-01,1370.00,950010.KS,000
481,1370.00,1370.00,1370.00,1370.00,2013-12-31,1370.00,950010.KS,000
482,1370.00,1385.00,1345.00,1370.00,2013-12-30,1385.00,950010.KS,000
483,1375.00,1380.00,1335.00,1375.00,2013-12-27,1380.00,950010.KS,200
484,1370.00,1385.00,1350.00,1370.00,2013-12-26,1385.00,950010.KS,1900
485,1360.00,1360.00,1360.00,1360.00,2013-12-25,1360.00,950010.KS,000
486,1360.00,1350.00,1350.00,1360.00,2013-12-24,1390.00,950010.KS,100
487,1350.00,1345.00,1325.00,1350.00,2013-12-23,1390.00,950010.KS,2400
488,1335.00,1380.00,1325.00,1335.00,2013-12-20,1400.00,950010.KS,400
489,1355.00,1325.00,1315.00,1355.00,2013-12-19,1370.00,950010.KS,1800
490,1325.00,1380.00,1280.00,1325.00,2013-12-18,1585.00,950010.KS,12800
491,1380.00,1380.00,1350.00,1380.00,2013-12-17,1400.00,950010.KS,1900
492,1380.00,1400.00,1370.00,1380.00,2013-12-16,1400.00,950010.KS,200
493,1360.00,1425.00,1340.00,1360.00,2013-12-13,1425.00,950010.KS,300
494,1405.00,1415.00,1365.00,1405.00,2013-12-12,1415.00,950010.KS,800
495,1405.00,1400.00,1380.00,1405.00,2013-12-11,1420.00,950010.KS,600
496,1400.00,1470.00,1400.00,1400.00,2013-12-10,1470.00,950010.KS,200
497,1445.00,1450.00,1400.00,1445.00,2013-12-09,1450.00,950010.KS,200
498,1400.00,1425.00,1400.00,1400.00,2013-12-06,1450.00,950010.KS,600
499,1415.00,1415.00,1400.00,1415.00,2013-12-05,1455.00,950010.KS,1100
500,1415.00,1420.00,1385.00,1415.00,2013-12-04,1425.00,950010.KS,1400
501,1430.00,1540.00,1315.00,1430.00,2013-12-03,1540.00,950010.KS,3100
502,1520.00,1585.00,1435.00,1520.00,2013-12-02,1585.00,950010.KS,2100
503,1425.00,1430.00,1410.00,1425.00,2013-11-29,1515.00,950010.KS,600
504,1430.00,1405.00,1400.00,1430.00,2013-11-28,1470.00,950010.KS,100
505,1425.00,1580.00,1390.00,1425.00,2013-11-27,1580.00,950010.KS,1000
506,1470.00,1465.00,1400.00,1470.00,2013-11-26,1470.00,950010.KS,000
507,1465.00,1370.00,1370.00,1465.00,2013-11-25,1545.00,950010.KS,1600
508,1445.00,1410.00,1400.00,1445.00,2013-11-22,1480.00,950010.KS,400
509,1400.00,1585.00,1340.00,1400.00,2013-11-21,1585.00,950010.KS,800
510,1450.00,1475.00,1415.00,1450.00,2013-11-20,1475.00,950010.KS,100
511,1460.00,1380.00,1380.00,1460.00,2013-11-19,1460.00,950010.KS,100
512,1465.00,1410.00,1410.00,1465.00,2013-11-18,1475.00,950010.KS,1700
513,1410.00,1575.00,1410.00,1410.00,2013-11-15,1575.00,950010.KS,2800
514,1500.00,1450.00,1430.00,1500.00,2013-11-14,1500.00,950010.KS,200
515,1405.00,1425.00,1400.00,1405.00,2013-11-13,1475.00,950010.KS,3200
516,1420.00,1500.00,1400.00,1420.00,2013-11-12,1500.00,950010.KS,3600
517,1395.00,1470.00,1395.00,1395.00,2013-11-11,1620.00,950010.KS,4000
518,1470.00,1465.00,1465.00,1470.00,2013-11-08,1470.00,950010.KS,200
519,1590.00,1590.00,1590.00,1590.00,2013-11-07,1590.00,950010.KS,000
520,1590.00,1630.00,1445.00,1590.00,2013-11-06,1630.00,950010.KS,000
521,1530.00,1470.00,1470.00,1530.00,2013-11-05,1530.00,950010.KS,300
522,1595.00,1495.00,1495.00,1595.00,2013-11-04,1710.00,950010.KS,300
523,1495.00,1535.00,1490.00,1495.00,2013-11-01,1555.00,950010.KS,3000
524,1550.00,1575.00,1550.00,1550.00,2013-10-31,1645.00,950010.KS,3400
525,1585.00,1550.00,1550.00,1585.00,2013-10-30,1585.00,950010.KS,300
526,1560.00,1745.00,1560.00,1560.00,2013-10-29,1745.00,950010.KS,4500
527,1570.00,1570.00,1570.00,1570.00,2013-10-28,1750.00,950010.KS,2900
528,1620.00,1620.00,1590.00,1620.00,2013-10-25,1680.00,950010.KS,600
529,1605.00,1580.00,1570.00,1605.00,2013-10-24,1660.00,950010.KS,3700
530,1650.00,1700.00,1635.00,1650.00,2013-10-23,1790.00,950010.KS,1600
531,1700.00,1750.00,1660.00,1700.00,2013-10-22,1860.00,950010.KS,1100
532,1750.00,1755.00,1660.00,1750.00,2013-10-21,2015.00,950010.KS,8400
533,1755.00,1605.00,1605.00,1755.00,2013-10-18,1845.00,950010.KS,2700
534,1605.00,1625.00,1550.00,1605.00,2013-10-17,1635.00,950010.KS,6700
535,1625.00,1695.00,1600.00,1625.00,2013-10-16,1695.00,950010.KS,6800
536,1710.00,1785.00,1680.00,1710.00,2013-10-15,1785.00,950010.KS,2500
537,1705.00,1700.00,1680.00,1705.00,2013-10-14,1730.00,950010.KS,100
538,1690.00,1670.00,1650.00,1690.00,2013-10-11,1725.00,950010.KS,11200
539,1825.00,1700.00,1655.00,1825.00,2013-10-10,1910.00,950010.KS,25400
540,1695.00,1695.00,1695.00,1695.00,2013-10-09,1695.00,950010.KS,000
541,1695.00,1650.00,1620.00,1695.00,2013-10-08,1710.00,950010.KS,14500
542,1655.00,1530.00,1530.00,1655.00,2013-10-07,1655.00,950010.KS,3600
543,1610.00,1585.00,1585.00,1610.00,2013-10-04,1645.00,950010.KS,1900
544,1650.00,1650.00,1650.00,1650.00,2013-10-03,1650.00,950010.KS,000
545,1650.00,1605.00,1555.00,1650.00,2013-10-02,1690.00,950010.KS,8300
546,1550.00,1570.00,1535.00,1550.00,2013-10-01,1700.00,950010.KS,8300
547,1525.00,1530.00,1520.00,1525.00,2013-09-30,1530.00,950010.KS,000
548,1520.00,1520.00,1520.00,1520.00,2013-09-27,1565.00,950010.KS,2800
549,1520.00,1635.00,1520.00,1520.00,2013-09-26,1635.00,950010.KS,13100
550,1580.00,1630.00,1580.00,1580.00,2013-09-25,1670.00,950010.KS,24300
551,1640.00,1595.00,1580.00,1640.00,2013-09-24,1695.00,950010.KS,42200
552,1670.00,1400.00,1380.00,1670.00,2013-09-23,1670.00,950010.KS,74900
553,1465.00,1465.00,1465.00,1465.00,2013-09-20,1465.00,950010.KS,000
554,1465.00,1400.00,1400.00,1465.00,2013-09-17,1520.00,950010.KS,5700
555,1415.00,1375.00,1350.00,1415.00,2013-09-16,1415.00,950010.KS,5700
556,1365.00,1400.00,1325.00,1365.00,2013-09-13,1405.00,950010.KS,25000
557,1400.00,1390.00,1385.00,1400.00,2013-09-12,1400.00,950010.KS,1300
558,1380.00,1370.00,1370.00,1380.00,2013-09-11,1385.00,950010.KS,800
559,1360.00,1350.00,1350.00,1360.00,2013-09-10,1370.00,950010.KS,3600
560,1375.00,1395.00,1375.00,1375.00,2013-09-09,1395.00,950010.KS,100
561,1360.00,1400.00,1360.00,1360.00,2013-09-06,1400.00,950010.KS,8600
562,1385.00,1385.00,1385.00,1385.00,2013-09-05,1385.00,950010.KS,200
563,1410.00,1400.00,1390.00,1410.00,2013-09-04,1410.00,950010.KS,3400
564,1385.00,1405.00,1385.00,1385.00,2013-09-03,1410.00,950010.KS,500
565,1390.00,1375.00,1370.00,1390.00,2013-09-02,1405.00,950010.KS,2000
566,1365.00,1375.00,1360.00,1365.00,2013-08-30,1380.00,950010.KS,800
567,1375.00,1350.00,1350.00,1375.00,2013-08-29,1375.00,950010.KS,3800
568,1365.00,1370.00,1365.00,1365.00,2013-08-28,1460.00,950010.KS,2800
569,1360.00,1390.00,1350.00,1360.00,2013-08-27,1495.00,950010.KS,5300
570,1390.00,1360.00,1355.00,1390.00,2013-08-26,1400.00,950010.KS,300
571,1350.00,1390.00,1325.00,1350.00,2013-08-23,1400.00,950010.KS,6200
572,1390.00,1415.00,1370.00,1390.00,2013-08-22,1425.00,950010.KS,4200
573,1415.00,1420.00,1405.00,1415.00,2013-08-21,1470.00,950010.KS,11500
574,1440.00,1455.00,1440.00,1440.00,2013-08-20,1455.00,950010.KS,1900
575,1490.00,1475.00,1470.00,1490.00,2013-08-19,1495.00,950010.KS,200
576,1465.00,1465.00,1465.00,1465.00,2013-08-16,1465.00,950010.KS,100
577,1465.00,1465.00,1465.00,1465.00,2013-08-15,1465.00,950010.KS,000
578,1465.00,1465.00,1435.00,1465.00,2013-08-14,1465.00,950010.KS,100
579,1465.00,1470.00,1465.00,1465.00,2013-08-13,1470.00,950010.KS,1500
580,1435.00,1410.00,1410.00,1435.00,2013-08-12,1495.00,950010.KS,1300
581,1465.00,1440.00,1410.00,1465.00,2013-08-09,1480.00,950010.KS,3100
582,1440.00,1440.00,1440.00,1440.00,2013-08-08,1480.00,950010.KS,6400
583,1450.00,1435.00,1430.00,1450.00,2013-08-07,1450.00,950010.KS,600
584,1450.00,1470.00,1450.00,1450.00,2013-08-06,1555.00,950010.KS,9900
585,1465.00,1470.00,1440.00,1465.00,2013-08-05,1475.00,950010.KS,7900
586,1460.00,1515.00,1435.00,1460.00,2013-08-02,1525.00,950010.KS,8000
587,1515.00,1520.00,1495.00,1515.00,2013-08-01,1530.00,950010.KS,5500
588,1520.00,1655.00,1490.00,1520.00,2013-07-31,1655.00,950010.KS,11400
589,1550.00,1580.00,1510.00,1550.00,2013-07-30,1730.00,950010.KS,50600
590,1515.00,1580.00,1480.00,1515.00,2013-07-29,1580.00,950010.KS,1300
591,1545.00,1485.00,1485.00,1545.00,2013-07-26,1550.00,950010.KS,100
592,1530.00,1540.00,1510.00,1530.00,2013-07-25,1540.00,950010.KS,800
593,1530.00,1525.00,1525.00,1530.00,2013-07-24,1595.00,950010.KS,4000
594,1525.00,1540.00,1455.00,1525.00,2013-07-23,1575.00,950010.KS,7300
595,1545.00,1495.00,1495.00,1545.00,2013-07-22,1620.00,950010.KS,14100
596,1490.00,1555.00,1490.00,1490.00,2013-07-19,1555.00,950010.KS,2200
597,1505.00,1520.00,1495.00,1505.00,2013-07-18,1565.00,950010.KS,100
598,1530.00,1445.00,1445.00,1530.00,2013-07-17,1530.00,950010.KS,6900
599,1470.00,1455.00,1420.00,1470.00,2013-07-16,1475.00,950010.KS,700
600,1460.00,1435.00,1435.00,1460.00,2013-07-15,1465.00,950010.KS,100
601,1430.00,1440.00,1430.00,1430.00,2013-07-12,1440.00,950010.KS,000
602,1440.00,1420.00,1405.00,1440.00,2013-07-11,1445.00,950010.KS,4100
603,1385.00,1410.00,1385.00,1385.00,2013-07-10,1410.00,950010.KS,700
604,1420.00,1400.00,1390.00,1420.00,2013-07-09,1420.00,950010.KS,200
605,1410.00,1485.00,1410.00,1410.00,2013-07-08,1485.00,950010.KS,1600
606,1415.00,1450.00,1410.00,1415.00,2013-07-05,1475.00,950010.KS,800
607,1445.00,1490.00,1440.00,1445.00,2013-07-04,1490.00,950010.KS,1100
608,1430.00,1425.00,1425.00,1430.00,2013-07-03,1445.00,950010.KS,10700
609,1425.00,1420.00,1420.00,1425.00,2013-07-02,1440.00,950010.KS,1200
610,1430.00,1450.00,1430.00,1430.00,2013-07-01,1450.00,950010.KS,1900
611,1420.00,1410.00,1410.00,1420.00,2013-06-28,1650.00,950010.KS,8500
612,1440.00,1390.00,1390.00,1440.00,2013-06-27,1475.00,950010.KS,8300
613,1460.00,1435.00,1320.00,1460.00,2013-06-26,1490.00,950010.KS,3700
614,1425.00,1425.00,1405.00,1425.00,2013-06-25,1425.00,950010.KS,5200
615,1420.00,1410.00,1410.00,1420.00,2013-06-24,1435.00,950010.KS,1700
616,1420.00,1435.00,1410.00,1420.00,2013-06-21,1445.00,950010.KS,400
617,1435.00,1430.00,1400.00,1435.00,2013-06-20,1435.00,950010.KS,6300
618,1420.00,1420.00,1420.00,1420.00,2013-06-19,1450.00,950010.KS,5800
619,1420.00,1420.00,1355.00,1420.00,2013-06-18,1435.00,950010.KS,17300
620,1420.00,1420.00,1400.00,1420.00,2013-06-17,1430.00,950010.KS,3100
621,1425.00,1425.00,1415.00,1425.00,2013-06-14,1430.00,950010.KS,4600
622,1430.00,1445.00,1405.00,1430.00,2013-06-13,1445.00,950010.KS,2800
623,1450.00,1460.00,1365.00,1450.00,2013-06-12,1500.00,950010.KS,17100
624,1460.00,1475.00,1430.00,1460.00,2013-06-11,1485.00,950010.KS,11600
625,1490.00,1450.00,1440.00,1490.00,2013-06-10,1550.00,950010.KS,12700
626,1440.00,1500.00,1420.00,1440.00,2013-06-07,1500.00,950010.KS,5900
627,1495.00,1495.00,1495.00,1495.00,2013-06-06,1495.00,950010.KS,000
628,1495.00,1510.00,1485.00,1495.00,2013-06-05,1520.00,950010.KS,5500
629,1510.00,1490.00,1450.00,1510.00,2013-06-04,1515.00,950010.KS,2900
630,1490.00,1465.00,1440.00,1490.00,2013-06-03,1500.00,950010.KS,12200
631,1455.00,1450.00,1440.00,1455.00,2013-05-31,1470.00,950010.KS,15500
632,1465.00,1415.00,1395.00,1465.00,2013-05-30,1535.00,950010.KS,35200
633,1445.00,1440.00,1410.00,1445.00,2013-05-29,1450.00,950010.KS,8200
634,1440.00,1430.00,1415.00,1440.00,2013-05-28,1460.00,950010.KS,3700
635,1425.00,1445.00,1380.00,1425.00,2013-05-27,1450.00,950010.KS,5900
636,1445.00,1410.00,1375.00,1445.00,2013-05-24,1445.00,950010.KS,25900
637,1410.00,1430.00,1410.00,1410.00,2013-05-23,1450.00,950010.KS,13400
638,1440.00,1470.00,1420.00,1440.00,2013-05-22,1520.00,950010.KS,33200
639,1460.00,1615.00,1450.00,1460.00,2013-05-21,1760.00,950010.KS,181400
640,1610.00,1410.00,1395.00,1610.00,2013-05-20,1620.00,950010.KS,104500
641,1410.00,1410.00,1410.00,1410.00,2013-05-17,1410.00,950010.KS,000
642,1410.00,1415.00,1400.00,1410.00,2013-05-16,1435.00,950010.KS,6900
643,1415.00,1410.00,1380.00,1415.00,2013-05-15,1495.00,950010.KS,11400
644,1415.00,1425.00,1260.00,1415.00,2013-05-14,1455.00,950010.KS,22000
645,1440.00,1440.00,1425.00,1440.00,2013-05-13,1450.00,950010.KS,6100
646,1430.00,1440.00,1425.00,1430.00,2013-05-10,1460.00,950010.KS,13300
647,1430.00,1485.00,1420.00,1430.00,2013-05-09,1490.00,950010.KS,21100
648,1495.00,1420.00,1420.00,1495.00,2013-05-08,1560.00,950010.KS,31400
649,1410.00,1400.00,1400.00,1410.00,2013-05-07,1410.00,950010.KS,800
650,1400.00,1420.00,1400.00,1400.00,2013-05-06,1440.00,950010.KS,4400
651,1410.00,1445.00,1410.00,1410.00,2013-05-03,1445.00,950010.KS,4400
652,1415.00,1415.00,1405.00,1415.00,2013-05-02,1455.00,950010.KS,5600
653,1445.00,1445.00,1445.00,1445.00,2013-05-01,1445.00,950010.KS,000
654,1445.00,1430.00,1405.00,1445.00,2013-04-30,1465.00,950010.KS,8900
655,1440.00,1460.00,1430.00,1440.00,2013-04-29,1460.00,950010.KS,4300
656,1460.00,1470.00,1445.00,1460.00,2013-04-26,1485.00,950010.KS,6600
657,1465.00,1420.00,1420.00,1465.00,2013-04-25,1470.00,950010.KS,9400
658,1440.00,1430.00,1410.00,1440.00,2013-04-24,1445.00,950010.KS,6100
659,1420.00,1415.00,1395.00,1420.00,2013-04-23,1460.00,950010.KS,9900
660,1415.00,1405.00,1385.00,1415.00,2013-04-22,1415.00,950010.KS,9400
661,1400.00,1410.00,1360.00,1400.00,2013-04-19,1410.00,950010.KS,30700
662,1410.00,1410.00,1385.00,1410.00,2013-04-18,1430.00,950010.KS,19800
663,1410.00,1480.00,1355.00,1410.00,2013-04-17,1490.00,950010.KS,84300
664,1480.00,1690.00,1455.00,1480.00,2013-04-16,1880.00,950010.KS,736700
665,1670.00,1460.00,1460.00,1670.00,2013-04-15,1670.00,950010.KS,377200
666,1455.00,1455.00,1435.00,1455.00,2013-04-12,1455.00,950010.KS,38400
667,1455.00,1440.00,1415.00,1455.00,2013-04-11,1455.00,950010.KS,43000
668,1450.00,1440.00,1400.00,1450.00,2013-04-10,1465.00,950010.KS,38600
669,1440.00,1540.00,1385.00,1440.00,2013-04-09,1720.00,950010.KS,513000
670,1530.00,1510.00,1500.00,1530.00,2013-04-08,1560.00,950010.KS,19200
671,1535.00,1530.00,1490.00,1535.00,2013-04-05,1565.00,950010.KS,18300
672,1520.00,1480.00,1480.00,1520.00,2013-04-04,1545.00,950010.KS,37500
673,1510.00,1495.00,1470.00,1510.00,2013-04-03,1510.00,950010.KS,5700
674,1490.00,1485.00,1470.00,1490.00,2013-04-02,1515.00,950010.KS,9900
675,1485.00,1490.00,1480.00,1485.00,2013-04-01,1530.00,950010.KS,20300
676,1490.00,1500.00,1470.00,1490.00,2013-03-29,1515.00,950010.KS,17000
677,1490.00,1500.00,1465.00,1490.00,2013-03-28,1535.00,950010.KS,23400
678,1500.00,1540.00,1470.00,1500.00,2013-03-27,1540.00,950010.KS,73400
679,1540.00,1825.00,1540.00,1540.00,2013-03-26,1935.00,950010.KS,292800
680,1790.00,1560.00,1560.00,1790.00,2013-03-25,1790.00,950010.KS,362600
681,1560.00,1570.00,1560.00,1560.00,2013-03-22,1685.00,950010.KS,68100
682,1560.00,1535.00,1505.00,1560.00,2013-03-21,1575.00,950010.KS,7500
683,1535.00,1530.00,1495.00,1535.00,2013-03-20,1615.00,950010.KS,16000
684,1540.00,1560.00,1515.00,1540.00,2013-03-19,1700.00,950010.KS,63400
685,1515.00,1510.00,1505.00,1515.00,2013-03-18,1530.00,950010.KS,4800
686,1505.00,1525.00,1500.00,1505.00,2013-03-15,1735.00,950010.KS,110500
687,1515.00,1530.00,1495.00,1515.00,2013-03-14,1530.00,950010.KS,9000
688,1475.00,1520.00,1475.00,1475.00,2013-03-13,1535.00,950010.KS,2400
689,1525.00,1515.00,1510.00,1525.00,2013-03-12,1525.00,950010.KS,3200
690,1515.00,1500.00,1500.00,1515.00,2013-03-11,1545.00,950010.KS,2400
691,1515.00,1520.00,1515.00,1515.00,2013-03-08,1530.00,950010.KS,1700
692,1515.00,1500.00,1485.00,1515.00,2013-03-07,1550.00,950010.KS,1800
693,1500.00,1470.00,1450.00,1500.00,2013-03-06,1520.00,950010.KS,10600
694,1460.00,1465.00,1445.00,1460.00,2013-03-05,1495.00,950010.KS,2800
695,1485.00,1505.00,1450.00,1485.00,2013-03-04,1505.00,950010.KS,1100
696,1510.00,1510.00,1510.00,1510.00,2013-03-01,1510.00,950010.KS,000
697,1510.00,1465.00,1465.00,1510.00,2013-02-28,1525.00,950010.KS,400
698,1480.00,1485.00,1455.00,1480.00,2013-02-27,1490.00,950010.KS,600
699,1475.00,1460.00,1460.00,1475.00,2013-02-26,1475.00,950010.KS,1800
700,1465.00,1520.00,1465.00,1465.00,2013-02-25,1520.00,950010.KS,3100
701,1520.00,1535.00,1515.00,1520.00,2013-02-22,1545.00,950010.KS,2000
702,1535.00,1520.00,1495.00,1535.00,2013-02-21,1575.00,950010.KS,7200
