,Date,Symbol,High,Adj_Close,Volume,Open,Close,Low
0,2016-07-27,INCH.L,722.00,719.50,541700,705.00,719.50,705.00
1,2016-07-26,INCH.L,713.00,701.50,648400,712.00,701.50,701.50
2,2016-07-25,INCH.L,712.00,712.00,461300,702.00,712.00,697.50
3,2016-07-22,INCH.L,705.00,698.50,513200,701.50,698.50,695.00
4,2016-07-21,INCH.L,704.50,700.00,475000,704.50,700.00,691.50
5,2016-07-20,INCH.L,707.258,700.50,673200,697.00,700.50,689.50
6,2016-07-19,INCH.L,703.00,695.00,693900,700.00,695.00,692.00
7,2016-07-18,INCH.L,704.50,698.50,522500,701.50,698.50,693.50
8,2016-07-15,INCH.L,696.50,695.50,459800,690.00,695.50,688.00
9,2016-07-14,INCH.L,706.00,694.50,949200,705.00,694.50,692.00
10,2016-07-13,INCH.L,709.50,697.00,1275900,698.00,697.00,694.00
11,2016-07-12,INCH.L,714.50,703.50,1303600,690.00,703.50,690.00
12,2016-07-11,INCH.L,695.50,687.50,1064100,691.50,687.50,683.00
13,2016-07-08,INCH.L,694.50,687.00,1394700,650.00,687.00,650.00
14,2016-07-07,INCH.L,649.50,642.00,769800,632.00,642.00,628.00
15,2016-07-06,INCH.L,631.50,627.00,1287800,624.50,627.00,612.50
16,2016-07-05,INCH.L,642.00,627.50,1233500,639.50,627.50,614.50
17,2016-07-04,INCH.L,649.00,634.50,1297400,640.00,634.50,629.00
18,2016-07-01,INCH.L,642.00,639.00,827600,631.50,639.00,617.00
19,2016-06-30,INCH.L,629.00,628.00,1107100,617.00,628.00,603.00
20,2016-06-29,INCH.L,633.00,631.50,1159100,617.00,631.50,613.00
21,2016-06-28,INCH.L,617.00,609.50,1514500,605.00,609.50,595.00
22,2016-06-27,INCH.L,622.50,581.00,1630600,617.50,581.00,574.00
23,2016-06-24,INCH.L,643.00,628.00,1854800,603.00,628.00,585.00
24,2016-06-23,INCH.L,693.50,681.50,718500,669.00,681.50,669.00
25,2016-06-22,INCH.L,670.50,664.50,822600,659.50,664.50,652.00
26,2016-06-21,INCH.L,669.00,660.50,671200,669.00,660.50,654.00
27,2016-06-20,INCH.L,667.32,666.00,799600,642.50,666.00,642.50
28,2016-06-17,INCH.L,644.00,635.00,1571900,631.00,635.00,629.50
29,2016-06-16,INCH.L,654.50,631.00,1166500,639.50,631.00,631.00
30,2016-06-15,INCH.L,651.00,648.00,698100,646.00,648.00,639.50
31,2016-06-14,INCH.L,653.61,642.50,551700,650.50,642.50,636.50
32,2016-06-13,INCH.L,664.00,651.00,583100,655.50,651.00,651.00
33,2016-06-10,INCH.L,675.00,664.50,730400,672.50,664.50,664.50
34,2016-06-09,INCH.L,678.00,677.00,641900,675.50,677.00,669.00
35,2016-06-08,INCH.L,688.00,676.00,703800,683.00,676.00,671.50
36,2016-06-07,INCH.L,688.00,687.50,609200,681.50,687.50,680.00
37,2016-06-06,INCH.L,684.00,682.00,649000,674.00,682.00,672.00
38,2016-06-03,INCH.L,683.50,675.50,670000,678.50,675.50,673.00
39,2016-06-02,INCH.L,681.50,679.00,855100,677.50,679.00,674.50
40,2016-06-01,INCH.L,683.00,676.00,715100,683.00,676.00,671.50
41,2016-05-31,INCH.L,707.50,681.00,1027800,698.00,681.00,680.50
42,2016-05-30,INCH.L,695.50,695.50,000,695.50,695.50,695.50
43,2016-05-27,INCH.L,699.50,695.50,740700,695.50,695.50,685.00
44,2016-05-26,INCH.L,723.815,691.00,1276200,711.00,691.00,684.00
45,2016-05-25,INCH.L,734.00,698.90,785900,734.00,713.00,713.00
46,2016-05-24,INCH.L,729.00,711.153,799800,720.50,725.50,720.50
47,2016-05-23,INCH.L,732.50,710.173,815400,723.00,724.50,716.00
48,2016-05-20,INCH.L,724.50,706.742,776100,720.00,721.00,714.825
49,2016-05-19,INCH.L,718.00,698.41,980300,701.00,712.50,701.00
50,2016-05-18,INCH.L,707.50,691.548,621300,703.50,705.50,699.50
51,2016-05-17,INCH.L,711.50,693.509,996200,708.00,707.50,704.00
52,2016-05-16,INCH.L,704.00,688.118,712400,688.00,702.00,686.50
53,2016-05-13,INCH.L,688.50,673.414,1300000,669.50,687.00,664.50
54,2016-05-12,INCH.L,682.00,655.77,922500,680.50,669.00,669.00
55,2016-05-11,INCH.L,692.00,670.964,797500,682.50,684.50,682.50
56,2016-05-10,INCH.L,689.50,671.454,613900,685.50,685.00,682.00
57,2016-05-09,INCH.L,686.00,669.003,1146800,682.50,682.50,678.50
58,2016-05-06,INCH.L,687.50,666.553,1069000,668.00,680.00,664.59
59,2016-05-05,INCH.L,682.50,655.28,907500,678.00,668.50,667.50
60,2016-05-04,INCH.L,682.00,665.082,766200,678.50,678.50,674.50
61,2016-05-03,INCH.L,682.53,663.612,661300,680.00,677.00,674.50
62,2016-04-29,INCH.L,689.50,664.102,672800,685.00,677.50,677.50
63,2016-04-28,INCH.L,692.00,675.375,730500,688.50,689.00,683.50
64,2016-04-27,INCH.L,694.00,676.845,689800,683.00,690.50,683.00
65,2016-04-26,INCH.L,699.50,672.924,585100,690.00,686.50,686.50
66,2016-04-25,INCH.L,692.50,674.885,481300,685.50,688.50,683.00
67,2016-04-22,INCH.L,700.00,671.454,665200,693.50,685.00,684.00
68,2016-04-21,INCH.L,698.50,683.216,621800,695.00,697.00,694.50
69,2016-04-20,INCH.L,697.50,682.726,791200,692.50,696.50,689.50
70,2016-04-19,INCH.L,702.00,682.726,640900,694.50,696.50,694.00
71,2016-04-18,INCH.L,708.00,680.766,610300,708.00,694.50,694.50
72,2016-04-15,INCH.L,713.00,690.078,816300,713.00,704.00,704.00
73,2016-04-14,INCH.L,722.50,697.92,1476100,722.00,712.00,705.00
74,2016-04-13,INCH.L,729.00,702.331,1437000,693.00,716.50,693.00
75,2016-04-12,INCH.L,686.00,671.454,853300,685.00,685.00,678.00
76,2016-04-11,INCH.L,686.00,671.944,1155700,684.50,685.50,677.50
77,2016-04-08,INCH.L,685.50,669.493,674300,680.50,683.00,680.00
78,2016-04-07,INCH.L,684.50,667.043,1151600,682.00,680.50,679.00
79,2016-04-06,INCH.L,688.50,668.023,1310900,688.50,681.50,676.00
80,2016-04-05,INCH.L,699.09,672.434,850900,694.00,686.00,683.00
81,2016-04-04,INCH.L,705.50,684.687,702400,703.00,698.50,693.34
82,2016-04-01,INCH.L,714.50,685.667,1330100,714.00,699.50,689.50
83,2016-03-31,INCH.L,727.50,709.192,633500,727.50,723.50,717.50
