Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-05-18,8.79543251611785,8.86815555257923,8.544942142817511,8.686347961425781,59200,0.0,0.0
2004-05-19,8.68634480129622,8.827750568460464,8.68634480129622,8.726746559143066,227000,0.0,0.0
2004-05-20,8.690387877518896,8.746949894520979,8.68634762336165,8.734829902648926,33200,0.0,0.0
2004-05-21,8.771188386654517,8.827751159667969,8.746947638562746,8.827751159667969,132800,0.0,0.0
2004-05-25,8.746947572216495,8.88835334777832,8.726747077393156,8.88835334777832,268200,0.0,0.0
2004-05-26,9.0903622569778,9.332772071283784,9.0903622569778,9.29641056060791,35600,0.0,0.0
2004-05-27,9.296408455572038,9.534777962427684,8.957034946509742,9.078239440917969,87000,0.0,0.0
2004-05-28,9.191364518207308,9.191364518207308,8.807548988328119,8.811589241027832,68200,0.0,0.0
2004-05-31,8.827751437842814,9.009558210159321,8.795430182502132,8.969157218933105,11800,0.0,0.0
2004-06-01,8.787350203164925,8.989358253812394,8.787350203164925,8.948956489562988,11400,0.0,0.0
2004-06-02,8.908553313554721,8.908553313554721,8.726746559143066,8.726746559143066,23800,0.0,0.0
2004-06-03,8.746945264788296,8.746945264788296,8.484335048363565,8.59745979309082,170200,0.0,0.0
2004-06-04,8.565139946216073,8.645942687988281,8.50857717931618,8.645942687988281,11400,0.0,0.0
2004-06-07,8.524735409641718,8.645939868068243,8.524735409641718,8.58533763885498,243600,0.0,0.0
2004-06-08,8.613618627781227,8.613618627781227,8.484333666633157,8.58533763885498,94200,0.0,0.0
2004-06-09,8.504536880288342,8.56109964687997,8.403532875673994,8.48029613494873,104200,0.0,0.0
2004-06-10,8.38333304947584,8.868152618408203,8.38333304947584,8.868152618408203,118600,0.0,0.0
2004-06-11,8.86815581138296,8.86815581138296,8.48434011690225,8.540902137756348,20000,0.0,0.0
2004-06-14,8.548982382361931,9.066123374727388,8.544942128054421,9.009560585021973,29400,0.0,0.0
2004-06-15,9.070160233828403,9.090360727204644,8.952995214567819,9.02167797088623,37000,0.0,0.0
2004-06-16,9.070157336793663,9.090357823717808,8.977233093384726,9.029755592346191,55200,0.0,0.0
2004-06-17,9.090364145678143,9.090364145678143,8.686347961425781,8.686347961425781,239400,0.0,0.0
2004-06-18,8.68634480129622,8.888352819931017,8.68634480129622,8.726746559143066,78200,0.0,0.0
2004-06-21,8.706546584630248,8.787350112293455,8.48433803945575,8.504538536071777,24800,0.0,0.0
2004-06-22,8.516659468333675,8.516659468333675,8.367173170318805,8.375253677368164,70800,0.0,0.0
2004-06-23,8.302528798232231,8.363131816948767,7.963155284056957,8.140922546386719,343200,0.0,0.0
2004-06-24,8.08032392019249,8.383336067199707,8.08032392019249,8.383336067199707,181200,0.0,0.0
2004-06-25,8.282327285774082,8.443933517718106,8.282327285774082,8.391411781311035,159000,0.0,0.0
2004-06-28,8.29040914869638,8.750987177868593,8.29040914869638,8.629782676696777,44200,0.0,0.0
2004-06-29,8.585340730075178,8.787348747253418,8.431814976083466,8.787348747253418,89800,0.0,0.0
2004-06-30,8.767148478282353,8.989356994628906,8.767148478282353,8.989356994628906,49600,0.0,0.0
2004-07-02,8.932794994962391,9.07016051180917,8.928754742043433,8.989356994628906,159400,0.0,0.0
2004-07-05,9.058040643045437,9.251968178612982,8.989357877873658,9.049960136413574,30200,0.0,0.0
2004-07-06,9.191365682930845,9.251967939907193,9.0903616644371,9.203486442565918,78800,0.0,0.0
2004-07-07,9.191363043480619,9.320648026730394,9.146921041513776,9.231764793395996,338000,0.0,0.0
2004-07-08,9.27216911315918,9.36913287747071,9.090361573450373,9.27216911315918,167800,0.0,0.0
2004-07-09,9.191368175861314,9.191368175861314,8.989360084084142,9.009560585021973,31200,0.0,0.0
2004-07-12,9.110562515498493,9.110562515498493,8.936836244211971,8.973196983337402,44400,0.0,0.0
2004-07-13,9.090360285161616,9.393372294667003,8.969155789599217,9.191364288330078,23000,0.0,0.0
2004-07-14,9.191366041687205,9.191366041687205,8.973196983337402,8.973196983337402,12000,0.0,0.0
2004-07-15,8.969155907611942,9.122681655384305,8.969155907611942,9.070159912109375,48000,0.0,0.0
2004-07-16,9.086323875665219,9.086323875665219,8.989360084084142,9.009560585021973,16000,0.0,0.0
2004-07-19,9.009558775312305,9.009558775312305,8.888354252831697,8.940876007080078,19200,0.0,0.0
2004-07-20,9.009557060940793,9.009557060940793,8.908553054559846,8.932794570922852,50800,0.0,0.0
2004-07-21,9.049961270622875,9.090363038246116,8.928756738352776,9.086322784423828,47800,0.0,0.0
2004-07-22,9.090357823717808,9.304486529869976,8.892390123584299,9.029755592346191,134000,0.0,0.0
2004-07-23,9.045922089665547,9.142885881101657,8.908556525814465,9.138846397399902,30000,0.0,0.0
2004-07-26,9.106522488491079,9.106522488491079,8.99339771270752,8.99339771270752,47600,0.0,0.0
2004-07-27,8.98935614488345,8.98935614488345,8.888352143255547,8.912592887878418,60600,0.0,0.0
2004-07-28,8.916631755027144,9.09035873413086,8.888350762261284,9.09035873413086,36600,0.0,0.0
2004-07-29,9.090361378409645,9.106522390747903,8.88835334777832,8.88835334777832,11800,0.0,0.0
2004-07-30,8.888350762261284,9.110559223078113,8.888350762261284,9.09035873413086,16800,0.0,0.0
2004-08-03,9.090359053991822,9.292367032969418,9.090359053991822,9.231764793395996,80200,0.0,0.0
2004-08-04,9.179245160125271,9.191365920073066,8.888353856773954,9.049960136413574,66600,0.0,0.0
