,High,Low,Open,Symbol,Close,Volume,Adj_Close,Date
25,0.935,0.935,0.935,GSDO.L,0.935,4800,0.935,2012-11-23
26,0.935,0.935,0.935,GSDO.L,0.95,000,0.95,2012-11-22
27,0.94,0.9375,0.9375,GSDO.L,0.94,6700,0.94,2012-11-21
28,0.95,0.95,0.95,GSDO.L,0.95,4800,0.95,2012-11-20
29,0.965,0.965,0.965,GSDO.L,0.965,000,0.965,2012-11-19
30,0.94,0.935,0.94,GSDO.L,0.94,32900,0.94,2012-11-16
31,0.9625,0.94,0.9625,GSDO.L,0.945,4700,0.945,2012-11-15
32,0.945,0.9401,0.945,GSDO.L,0.9425,10100,0.9425,2012-11-14
33,0.9621,0.9621,0.9621,GSDO.L,0.95125,000,0.95125,2012-11-13
34,0.945,0.94,0.94,GSDO.L,0.945,5000,0.945,2012-11-12
35,0.945,0.945,0.945,GSDO.L,0.9425,5200,0.9425,2012-11-09
36,0.9435,0.9435,0.9435,GSDO.L,0.9425,5200,0.9425,2012-11-08
37,0.9625,0.945,0.9625,GSDO.L,0.945,000,0.945,2012-11-07
38,0.945,0.94,0.94,GSDO.L,0.9425,35400,0.9425,2012-11-06
39,0.93375,0.93375,0.93375,GSDO.L,0.93375,000,0.93375,2012-11-05
40,0.9475,0.9475,0.9475,GSDO.L,0.9475,000,0.9475,2012-11-02
41,0.94625,0.94625,0.94625,GSDO.L,0.94625,000,0.94625,2012-11-01
42,0.935,0.93,0.935,GSDO.L,0.9325,38400,0.9325,2012-10-31
43,0.935,0.935,0.935,GSDO.L,0.93375,19500,0.93375,2012-10-30
44,0.9375,0.935,0.9375,GSDO.L,0.935,6000,0.935,2012-10-29
45,0.9375,0.9375,0.9375,GSDO.L,0.9375,000,0.9375,2012-10-26
46,0.94,0.935,0.94,GSDO.L,0.94,25600,0.94,2012-10-25
47,0.9375,0.9375,0.9375,GSDO.L,0.9375,000,0.9375,2012-10-24
48,0.94,0.935,0.935,GSDO.L,0.94,6800,0.94,2012-10-23
49,0.935,0.935,0.935,GSDO.L,0.9375,000,0.9375,2012-10-22
50,0.94,0.935,0.935,GSDO.L,0.94,5000,0.94,2012-10-19
51,0.94,0.94,0.94,GSDO.L,0.94,2600,0.94,2012-10-18
52,0.94,0.93,0.93,GSDO.L,0.935,36900,0.935,2012-10-17
53,0.9425,0.9325,0.9425,GSDO.L,0.9325,15300,0.9325,2012-10-16
54,0.93546,0.925,0.93,GSDO.L,0.925,48800,0.925,2012-10-15
55,0.935,0.9175,0.935,GSDO.L,0.935,51500,0.935,2012-10-12
56,0.9415,0.92,0.93,GSDO.L,0.935,14400,0.935,2012-10-11
57,0.9325,0.92,0.9325,GSDO.L,0.925,52700,0.925,2012-10-10
58,0.93625,0.93625,0.93625,GSDO.L,0.93625,000,0.93625,2012-10-09
59,0.93625,0.93625,0.93625,GSDO.L,0.93625,000,0.93625,2012-10-08
60,0.9325,0.9325,0.9325,GSDO.L,0.9325,000,0.9325,2012-10-05
61,0.9425,0.9425,0.9425,GSDO.L,0.9425,000,0.9425,2012-10-04
62,0.9425,0.9425,0.9425,GSDO.L,0.9425,000,0.9425,2012-10-03
63,0.9425,0.9425,0.9425,GSDO.L,0.9425,000,0.9425,2012-10-02
64,0.9425,0.9425,0.9425,GSDO.L,0.9425,000,0.9425,2012-10-01
65,0.9425,0.9425,0.9425,GSDO.L,0.9425,000,0.9425,2012-09-28
66,0.925,0.92,0.925,GSDO.L,0.92,12900,0.92,2012-09-27
67,0.9276,0.9276,0.9276,GSDO.L,0.935,100,0.935,2012-09-26
68,0.93625,0.93625,0.93625,GSDO.L,0.93625,000,0.93625,2012-09-25
69,0.94,0.925,0.93,GSDO.L,0.94,17500,0.94,2012-09-24
70,0.945,0.9301,0.9301,GSDO.L,0.945,5300,0.945,2012-09-21
71,0.94,0.935,0.935,GSDO.L,0.94,10600,0.94,2012-09-20
72,0.94,0.935,0.94,GSDO.L,0.94,19900,0.94,2012-09-19
73,0.94,0.94,0.94,GSDO.L,0.94,9900,0.94,2012-09-18
74,0.945,0.94,0.94,GSDO.L,0.945,9200,0.945,2012-09-17
75,0.9401,0.9401,0.9401,GSDO.L,0.9425,1000,0.9425,2012-09-14
76,0.945,0.9351,0.9375,GSDO.L,0.945,29000,0.945,2012-09-13
77,0.955,0.945,0.955,GSDO.L,0.95,99300,0.95,2012-09-12
78,0.955,0.955,0.955,GSDO.L,0.955,000,0.955,2012-09-11
79,0.9625,0.9451,0.9625,GSDO.L,0.955,3200,0.955,2012-09-10
80,0.965,0.9451,0.9625,GSDO.L,0.965,20000,0.965,2012-09-07
81,0.9625,0.96,0.9625,GSDO.L,0.96,1400,0.96,2012-09-06
82,0.965,0.9351,0.9625,GSDO.L,0.965,5300,0.965,2012-09-05
83,0.95,0.95,0.95,GSDO.L,0.95,000,0.95,2012-09-04
84,0.9351,0.9351,0.9351,GSDO.L,0.95,3900,0.95,2012-09-03
85,0.965,0.935,0.935,GSDO.L,0.965,000,0.965,2012-08-31
86,0.95,0.95,0.95,GSDO.L,0.95,000,0.95,2012-08-30
87,0.95,0.95,0.95,GSDO.L,0.95,000,0.95,2012-08-29
88,0.9574,0.9574,0.9574,GSDO.L,0.95,000,0.95,2012-08-28
89,0.935,0.935,0.935,GSDO.L,0.935,000,0.935,2012-08-27
90,0.945,0.935,0.945,GSDO.L,0.935,51700,0.935,2012-08-24
91,0.9475,0.94,0.9475,GSDO.L,0.94,18400,0.94,2012-08-23
92,0.9475,0.9475,0.9475,GSDO.L,0.95125,19400,0.95125,2012-08-22
93,0.9476,0.9476,0.9476,GSDO.L,0.9525,1700,0.9525,2012-08-21
94,0.95375,0.9475,0.9475,GSDO.L,0.9475,16900,0.9475,2012-08-20
95,0.95125,0.95125,0.95125,GSDO.L,0.95125,000,0.95125,2012-08-17
96,0.96,0.96,0.96,GSDO.L,0.95125,000,0.95125,2012-08-16
97,0.955,0.9475,0.9475,GSDO.L,0.955,1200,0.955,2012-08-15
98,0.9475,0.9475,0.9475,GSDO.L,0.9475,1600,0.9475,2012-08-14
99,0.9476,0.9476,0.9476,GSDO.L,0.95,800,0.95,2012-08-13
100,0.9475,0.9475,0.9475,GSDO.L,0.95,49800,0.95,2012-08-10
101,0.9525,0.9525,0.9525,GSDO.L,0.95125,185000,0.95125,2012-08-09
102,0.9525,0.9525,0.9525,GSDO.L,0.955,5800,0.955,2012-08-08
103,0.9525,0.9525,0.9525,GSDO.L,0.9525,000,0.9525,2012-08-07
104,0.9575,0.9575,0.9575,GSDO.L,0.9575,5000,0.9575,2012-08-06
105,0.94,0.94,0.94,GSDO.L,0.94,000,0.94,2012-08-03
106,0.9425,0.9425,0.9425,GSDO.L,0.9425,000,0.9425,2012-08-02
107,0.945,0.945,0.945,GSDO.L,0.945,000,0.945,2012-08-01
108,0.9575,0.955,0.9575,GSDO.L,0.955,3000,0.955,2012-07-31
109,0.94125,0.94125,0.94125,GSDO.L,0.94125,000,0.94125,2012-07-30
110,0.945,0.945,0.945,GSDO.L,0.945,000,0.945,2012-07-27
111,0.9575,0.955,0.9575,GSDO.L,0.955,2000,0.955,2012-07-26
112,0.9325,0.93,0.93,GSDO.L,0.93,163200,0.93,2012-07-25
113,0.945,0.9325,0.945,GSDO.L,0.9325,1100,0.9325,2012-07-24
114,0.94,0.9201,0.935,GSDO.L,0.94,8200,0.94,2012-07-23
115,0.9525,0.9275,0.9525,GSDO.L,0.935,19900,0.935,2012-07-20
116,0.92,0.9175,0.9175,GSDO.L,0.92,31900,0.92,2012-07-19
117,0.955,0.9175,0.9225,GSDO.L,0.93,543300,0.93,2012-07-18
118,0.9325,0.92,0.9325,GSDO.L,0.92,512700,0.92,2012-07-17
119,0.9575,0.93,0.93,GSDO.L,0.93,355800,0.93,2012-07-16
120,0.9625,0.935,0.9625,GSDO.L,0.935,79800,0.935,2012-07-13
121,0.9325,0.93,0.9325,GSDO.L,0.93,144600,0.93,2012-07-12
122,0.94,0.9325,0.9325,GSDO.L,0.93625,87700,0.93625,2012-07-11
123,0.9375,0.9325,0.9375,GSDO.L,0.9325,200500,0.9325,2012-07-10
124,0.9375,0.935,0.9375,GSDO.L,0.935,42000,0.935,2012-07-09
125,0.9451,0.9376,0.94,GSDO.L,0.9375,59100,0.9375,2012-07-06
126,0.945,0.9375,0.9375,GSDO.L,0.945,8400,0.945,2012-07-05
127,0.9425,0.935,0.9425,GSDO.L,0.94,937200,0.94,2012-07-04
128,0.9525,0.94,0.95,GSDO.L,0.94,917900,0.94,2012-07-03
129,0.9525,0.94,0.95,GSDO.L,0.9475,185500,0.9475,2012-07-02
130,0.9425,0.935,0.9425,GSDO.L,0.935,9000,0.935,2012-06-29
131,0.945,0.9425,0.9425,GSDO.L,0.945,54700,0.945,2012-06-28
132,0.9425,0.935,0.9425,GSDO.L,0.9425,12100,0.9425,2012-06-27
133,0.945,0.9375,0.9375,GSDO.L,0.9375,10000,0.9375,2012-06-26
134,0.94,0.935,0.9375,GSDO.L,0.94,56600,0.94,2012-06-25
135,0.9475,0.9375,0.9475,GSDO.L,0.94,761300,0.94,2012-06-22
136,0.9525,0.9525,0.9525,GSDO.L,0.9525,103600,0.9525,2012-06-21
137,0.97,0.9475,0.97,GSDO.L,0.9475,154900,0.9475,2012-06-20
138,0.97,0.9625,0.965,GSDO.L,0.97,85600,0.97,2012-06-19
139,0.97,0.945,0.95,GSDO.L,0.955,116800,0.955,2012-06-18
140,0.98,0.9325,0.95,GSDO.L,0.9325,76800,0.9325,2012-06-15
141,0.965,0.9475,0.965,GSDO.L,0.96,304800,0.96,2012-06-14
142,0.9651,0.9651,0.9651,GSDO.L,0.97375,000,0.97375,2012-06-13
143,0.98,0.965,0.9675,GSDO.L,0.9725,60100,0.9725,2012-06-12
144,0.985,0.985,0.985,GSDO.L,0.985,100,0.985,2012-06-11
145,0.985,0.965,0.985,GSDO.L,0.98,41600,0.98,2012-06-08
146,0.985,0.965,0.985,GSDO.L,0.985,47900,0.985,2012-06-07
147,0.985,0.95,0.95,GSDO.L,0.985,41800,0.985,2012-06-06
148,0.9675,0.9675,0.9675,GSDO.L,0.9675,000,0.9675,2012-06-05
149,0.9675,0.9675,0.9675,GSDO.L,0.9675,000,0.9675,2012-06-04
150,0.96,0.95,0.96,GSDO.L,0.9675,65000,0.9675,2012-06-01
151,0.9975,0.9775,0.98,GSDO.L,0.9975,445000,0.9975,2012-05-31
152,0.975,0.9701,0.975,GSDO.L,0.97375,54400,0.97375,2012-05-30
153,0.97,0.965,0.97,GSDO.L,0.965,34600,0.965,2012-05-29
154,0.9725,0.97,0.9725,GSDO.L,0.97,6000,0.97,2012-05-28
155,0.97,0.97,0.97,GSDO.L,0.97,51800,0.97,2012-05-25
156,0.97,0.96,0.97,GSDO.L,0.97,42700,0.97,2012-05-24
157,0.965,0.96,0.965,GSDO.L,0.96,56500,0.96,2012-05-23
158,0.97,0.9575,0.97,GSDO.L,0.96375,31400,0.96375,2012-05-22
159,0.95,0.95,0.95,GSDO.L,0.95,75000,0.95,2012-05-21
160,0.9501,0.9501,0.9501,GSDO.L,0.96,100,0.96,2012-05-18
161,0.955,0.95,0.955,GSDO.L,0.955,65600,0.955,2012-05-17
162,0.9525,0.95,0.95,GSDO.L,0.95625,2500,0.95625,2012-05-16
163,0.96,0.95,0.96,GSDO.L,0.95375,83200,0.95375,2012-05-15
164,0.955,0.95,0.95,GSDO.L,0.955,103900,0.955,2012-05-14
165,0.97,0.95,0.95,GSDO.L,0.9525,50400,0.9525,2012-05-11
166,0.98,0.95,0.95,GSDO.L,0.98,52000,0.98,2012-05-10
167,0.955,0.95,0.95,GSDO.L,0.95,103600,0.95,2012-05-09
168,0.9774,0.95,0.955,GSDO.L,0.95,91700,0.95,2012-05-08
169,0.97,0.97,0.97,GSDO.L,0.97,000,0.97,2012-05-07
170,0.97,0.955,0.955,GSDO.L,0.97,55500,0.97,2012-05-04
171,0.9775,0.955,0.9775,GSDO.L,0.9625,51000,0.9625,2012-05-03
172,0.9625,0.9575,0.9575,GSDO.L,0.96,39900,0.96,2012-05-02
173,0.96625,0.96625,0.96625,GSDO.L,0.96625,5100,0.96625,2012-05-01
174,0.9575,0.955,0.9575,GSDO.L,0.955,25400,0.955,2012-04-30
175,0.975,0.9575,0.975,GSDO.L,0.9575,115300,0.9575,2012-04-27
176,0.9825,0.9575,0.9575,GSDO.L,0.98,2300,0.98,2012-04-26
177,0.9575,0.955,0.9575,GSDO.L,0.955,3900,0.955,2012-04-25
178,0.955,0.955,0.955,GSDO.L,0.955,900,0.955,2012-04-24
179,0.97,0.97,0.97,GSDO.L,0.97,000,0.97,2012-04-23
180,0.96913,0.96913,0.96913,GSDO.L,0.965,000,0.965,2012-04-20
181,0.96,0.96,0.96,GSDO.L,0.97,200,0.97,2012-04-19
182,0.96,0.96,0.96,GSDO.L,0.965,3900,0.965,2012-04-18
183,0.97875,0.96,0.97,GSDO.L,0.965,2434800,0.965,2012-04-17
184,0.99,0.97,0.97,GSDO.L,0.98,155500,0.98,2012-04-16
185,0.99,0.99,0.99,GSDO.L,0.99,11000,0.99,2012-04-13
186,0.975,0.975,0.975,GSDO.L,0.975,000,0.975,2012-04-12
187,0.96,0.96,0.96,GSDO.L,0.975,25000,0.975,2012-04-11
188,0.9625,0.96,0.9625,GSDO.L,0.96,22600,0.96,2012-04-10
189,0.96,0.96,0.96,GSDO.L,0.96,000,0.96,2012-04-09
190,0.96,0.96,0.96,GSDO.L,0.96,000,0.96,2012-04-06
191,0.97625,0.96,0.9625,GSDO.L,0.96,2000,0.96,2012-04-05
192,0.9625,0.9525,0.96,GSDO.L,0.96,74800,0.96,2012-04-04
193,0.98,0.96,0.98,GSDO.L,0.96,696300,0.96,2012-04-03
194,0.98,0.9525,0.9625,GSDO.L,0.9525,72200,0.9525,2012-04-02
195,0.99,0.965,0.99,GSDO.L,0.965,36600,0.965,2012-03-30
196,0.9975,0.9625,0.9975,GSDO.L,0.9625,220400,0.9625,2012-03-29
197,0.9975,0.9675,0.9975,GSDO.L,0.9675,45500,0.9675,2012-03-28
198,0.99,0.9775,0.98,GSDO.L,0.9775,2600,0.9775,2012-03-27
199,0.9775,0.975,0.9775,GSDO.L,0.975,4700,0.975,2012-03-26
200,0.9975,0.98,0.98,GSDO.L,0.9975,76200,0.9975,2012-03-23
201,0.98692,0.975,0.9775,GSDO.L,0.98,179400,0.98,2012-03-22
202,0.985,0.975,0.975,GSDO.L,0.98,40500,0.98,2012-03-21
203,0.9825,0.975,0.9825,GSDO.L,0.975,71100,0.975,2012-03-20
204,0.985,0.98,0.9825,GSDO.L,0.98,40900,0.98,2012-03-19
205,0.99,0.98,0.99,GSDO.L,0.98,27100,0.98,2012-03-16
206,0.9875,0.9875,0.9875,GSDO.L,0.9875,2200,0.9875,2012-03-15
207,0.985,0.96,0.98,GSDO.L,0.975,64000,0.975,2012-03-14
208,0.9775,0.96,0.9625,GSDO.L,0.9675,24800,0.9675,2012-03-13
209,0.975,0.95675,0.975,GSDO.L,0.96,46900,0.96,2012-03-12
210,0.97,0.97,0.97,GSDO.L,0.97,000,0.97,2012-03-09
211,0.97,0.9575,0.97,GSDO.L,0.9575,200,0.9575,2012-03-08
212,0.955,0.9525,0.955,GSDO.L,0.96125,33900,0.96125,2012-03-07
213,0.9525,0.9515,0.9525,GSDO.L,0.9525,126400,0.9525,2012-03-06
214,0.95,0.945,0.945,GSDO.L,0.945,63100,0.945,2012-03-05
215,0.95125,0.95125,0.95125,GSDO.L,0.95125,000,0.95125,2012-03-02
216,0.9451,0.9451,0.9451,GSDO.L,0.955,200,0.955,2012-03-01
217,0.945,0.945,0.945,GSDO.L,0.945,6900,0.945,2012-02-29
218,0.965,0.965,0.965,GSDO.L,0.965,1100,0.965,2012-02-28
219,0.95125,0.95125,0.95125,GSDO.L,0.95125,000,0.95125,2012-02-27
220,0.95,0.945,0.9475,GSDO.L,0.945,37300,0.945,2012-02-24
221,0.9475,0.945,0.9475,GSDO.L,0.945,22300,0.945,2012-02-23
222,0.96,0.9475,0.9475,GSDO.L,0.9475,10300,0.9475,2012-02-22
223,0.9575,0.955,0.9575,GSDO.L,0.95625,27000,0.95625,2012-02-21
224,0.965,0.95278,0.965,GSDO.L,0.9575,98900,0.9575,2012-02-20
225,0.9675,0.955,0.9675,GSDO.L,0.9675,16000,0.9675,2012-02-17
226,0.9501,0.9501,0.9501,GSDO.L,0.9575,500,0.9575,2012-02-16
227,0.9625,0.9475,0.9625,GSDO.L,0.955,27900,0.955,2012-02-15
228,0.96,0.9425,0.96,GSDO.L,0.95125,16900,0.95125,2012-02-14
229,0.96,0.95525,0.96,GSDO.L,0.94875,9800,0.94875,2012-02-13
230,0.96,0.94,0.96,GSDO.L,0.9475,13700,0.9475,2012-02-10
231,0.9575,0.935,0.9375,GSDO.L,0.935,225700,0.935,2012-02-09
232,0.935,0.9325,0.935,GSDO.L,0.9325,3700,0.9325,2012-02-08
233,0.96,0.945,0.945,GSDO.L,0.96,68500,0.96,2012-02-07
234,0.945,0.945,0.945,GSDO.L,0.94875,15200,0.94875,2012-02-06
235,0.945,0.945,0.95625,GSDO.L,0.945,56000,0.945,2012-02-03
236,0.97,0.9645,0.9675,GSDO.L,0.97,17600,0.97,2012-02-02
237,0.94725,0.945,0.945,GSDO.L,0.9575,2200,0.9575,2012-02-01
238,0.96,0.945,0.945,GSDO.L,0.96,11000,0.96,2012-01-31
239,0.95719,0.945,0.945,GSDO.L,0.945,24800,0.945,2012-01-30
240,0.95,0.9285,0.95,GSDO.L,0.9325,270800,0.9325,2012-01-27
241,0.96,0.9525,0.96,GSDO.L,0.95375,56100,0.95375,2012-01-26
242,0.9575,0.9525,0.955,GSDO.L,0.955,24900,0.955,2012-01-25
243,0.96,0.9525,0.96,GSDO.L,0.9525,273300,0.9525,2012-01-24
244,0.97,0.962,0.97,GSDO.L,0.97,4800,0.97,2012-01-23
245,0.96739,0.96739,0.96739,GSDO.L,0.965,000,0.965,2012-01-20
246,0.96375,0.96375,0.96375,GSDO.L,0.96375,000,0.96375,2012-01-19
247,0.9675,0.96,0.96,GSDO.L,0.965,90100,0.965,2012-01-18
248,0.965,0.96,0.965,GSDO.L,0.965,47200,0.965,2012-01-17
249,0.96,0.96,0.96,GSDO.L,0.965,26500,0.965,2012-01-16
250,0.96,0.9525,0.96,GSDO.L,0.965,11500,0.965,2012-01-13
251,0.96,0.96,0.96,GSDO.L,0.97,113300,0.97,2012-01-12
252,0.96,0.96,0.96,GSDO.L,0.965,45000,0.965,2012-01-11
253,0.96,0.96,0.96,GSDO.L,0.97,74100,0.97,2012-01-10
254,0.96175,0.96175,0.96175,GSDO.L,0.965,6000,0.965,2012-01-09
255,0.965,0.965,0.965,GSDO.L,0.965,000,0.965,2012-01-06
256,0.97,0.955,0.955,GSDO.L,0.9625,115600,0.9625,2012-01-05
257,0.95925,0.95925,0.95925,GSDO.L,0.9575,5100,0.9575,2012-01-04
258,0.96,0.9451,0.96,GSDO.L,0.95875,20500,0.95875,2012-01-03
259,0.9525,0.9525,0.9525,GSDO.L,0.9525,000,0.9525,2012-01-02
260,0.945,0.945,0.945,GSDO.L,0.9525,38000,0.9525,2011-12-30
261,0.9525,0.9525,0.9525,GSDO.L,0.9525,000,0.9525,2011-12-29
262,0.94425,0.94425,0.94425,GSDO.L,0.9525,11000,0.9525,2011-12-28
263,0.95125,0.95125,0.95125,GSDO.L,0.95125,000,0.95125,2011-12-27
264,0.95125,0.95125,0.95125,GSDO.L,0.95125,000,0.95125,2011-12-26
265,0.95,0.9426,0.95,GSDO.L,0.95125,6200,0.95125,2011-12-23
266,0.95888,0.95888,0.95888,GSDO.L,0.95625,000,0.95625,2011-12-22
267,0.95325,0.9525,0.9525,GSDO.L,0.95625,16500,0.95625,2011-12-21
268,0.95325,0.95325,0.95325,GSDO.L,0.95625,4600,0.95625,2011-12-20
269,0.951,0.95,0.95,GSDO.L,0.955,10500,0.955,2011-12-19
270,0.95,0.95,0.95325,GSDO.L,0.95,26400,0.95,2011-12-16
271,0.95625,0.95625,0.95625,GSDO.L,0.95625,000,0.95625,2011-12-15
272,0.96,0.9525,0.9525,GSDO.L,0.96,50700,0.96,2011-12-14
273,0.96,0.9525,0.9525,GSDO.L,0.9525,202700,0.9525,2011-12-13
274,0.9525,0.9525,0.9525,GSDO.L,0.9525,17900,0.9525,2011-12-12
275,0.9575,0.9525,0.955,GSDO.L,0.9525,52500,0.9525,2011-12-09
276,0.955,0.955,0.955,GSDO.L,0.955,1100,0.955,2011-12-08
277,0.9685,0.96,0.96,GSDO.L,0.9625,26300,0.9625,2011-12-07
278,0.961,0.96,0.96,GSDO.L,0.965,13100,0.965,2011-12-06
279,0.96,0.96,0.96,GSDO.L,0.96,400,0.96,2011-12-05
280,0.96,0.96,0.96,GSDO.L,0.965,5100,0.965,2011-12-02
281,0.96,0.96,0.96,GSDO.L,0.96,96900,0.96,2011-12-01
282,0.9565,0.9565,0.9565,GSDO.L,0.965,16100,0.965,2011-11-30
283,0.9635,0.9635,0.9635,GSDO.L,0.96,000,0.96,2011-11-29
284,0.9551,0.9551,0.9551,GSDO.L,0.9575,6700,0.9575,2011-11-28
285,0.9525,0.95,0.9525,GSDO.L,0.95,000,0.95,2011-11-25
286,0.97,0.955,0.97,GSDO.L,0.955,29600,0.955,2011-11-24
287,0.96,0.955,0.96,GSDO.L,0.955,75100,0.955,2011-11-23
288,0.961,0.96,0.96,GSDO.L,0.965,151100,0.965,2011-11-22
289,0.965,0.965,0.965,GSDO.L,0.965,000,0.965,2011-11-21
290,0.9575,0.9575,0.9575,GSDO.L,0.9575,000,0.9575,2011-11-18
291,0.965,0.9625,0.965,GSDO.L,0.9575,53000,0.9575,2011-11-17
292,0.9675,0.965,0.965,GSDO.L,0.9675,397200,0.9675,2011-11-16
293,0.965,0.965,0.965,GSDO.L,0.96625,256200,0.96625,2011-11-15
294,0.965,0.945,0.945,GSDO.L,0.965,121300,0.965,2011-11-14
295,0.9625,0.9475,0.95,GSDO.L,0.9475,103300,0.9475,2011-11-11
296,0.955,0.9375,0.9375,GSDO.L,0.955,108000,0.955,2011-11-10
297,0.965,0.935,0.965,GSDO.L,0.935,482300,0.935,2011-11-09
298,0.9525,0.94,0.94,GSDO.L,0.94,188700,0.94,2011-11-08
299,0.94,0.94,0.94,GSDO.L,0.94,35200,0.94,2011-11-07
300,0.945,0.945,0.945,GSDO.L,0.945,5000,0.945,2011-11-04
301,0.945,0.945,0.945,GSDO.L,0.945,000,0.945,2011-11-03
302,0.95,0.95,0.95,GSDO.L,0.945,9900,0.945,2011-11-02
303,0.9475,0.9375,0.9375,GSDO.L,0.9475,11000,0.9475,2011-11-01
304,0.9425,0.9425,0.9425,GSDO.L,0.945,25000,0.945,2011-10-31
305,0.96088,0.94,0.9425,GSDO.L,0.95,32100,0.95,2011-10-28
306,0.95,0.9375,0.94,GSDO.L,0.94375,44100,0.94375,2011-10-27
307,0.9375,0.9375,0.9375,GSDO.L,0.94375,8000,0.94375,2011-10-26
308,0.9375,0.9375,0.9375,GSDO.L,0.9375,4500,0.9375,2011-10-25
309,0.94,0.94,0.94,GSDO.L,0.94,104400,0.94,2011-10-24
310,0.94625,0.94625,0.94625,GSDO.L,0.94625,000,0.94625,2011-10-21
311,0.935,0.9325,0.935,GSDO.L,0.94625,7700,0.94625,2011-10-20
312,0.95,0.94,0.94,GSDO.L,0.95,92500,0.95,2011-10-19
313,0.955,0.9415,0.955,GSDO.L,0.955,26000,0.955,2011-10-18
314,0.95813,0.945,0.9475,GSDO.L,0.945,20900,0.945,2011-10-17
315,0.9695,0.95,0.9525,GSDO.L,0.95,247300,0.95,2011-10-14
316,0.95,0.95,0.95,GSDO.L,0.95,3400,0.95,2011-10-13
317,0.96,0.951,0.955,GSDO.L,0.955,54800,0.955,2011-10-12
318,0.96,0.95,0.95,GSDO.L,0.95,277300,0.95,2011-10-11
319,0.97,0.95,0.95,GSDO.L,0.95,170400,0.95,2011-10-10
320,0.95,0.95,0.95,GSDO.L,0.95,200,0.95,2011-10-07
321,0.9675,0.9675,0.9675,GSDO.L,0.95875,6000,0.95875,2011-10-06
322,0.97,0.9575,0.9675,GSDO.L,0.96375,106000,0.96375,2011-10-05
323,0.98663,0.98663,0.98663,GSDO.L,0.97875,000,0.97875,2011-10-04
324,0.995,0.995,0.995,GSDO.L,0.995,3400,0.995,2011-10-03
325,0.995,0.965,0.995,GSDO.L,0.965,13700,0.965,2011-09-30
326,0.995,0.9675,0.995,GSDO.L,0.97,45100,0.97,2011-09-29
327,0.9925,0.9925,0.9925,GSDO.L,0.9925,900,0.9925,2011-09-28
328,0.9825,0.97,0.9825,GSDO.L,0.975,14700,0.975,2011-09-27
329,0.97,0.97,0.97,GSDO.L,0.97,4900,0.97,2011-09-26
330,0.985,0.96925,0.96925,GSDO.L,0.985,7300,0.985,2011-09-23
331,0.97,0.9675,0.9675,GSDO.L,0.97,55400,0.97,2011-09-22
332,0.9725,0.955,0.9575,GSDO.L,0.96875,167800,0.96875,2011-09-21
333,0.97,0.955,0.97,GSDO.L,0.955,46400,0.955,2011-09-20
334,0.97,0.955,0.9575,GSDO.L,0.955,38400,0.955,2011-09-19
335,0.958,0.955,0.9575,GSDO.L,0.955,30700,0.955,2011-09-16
336,0.9625,0.955,0.955,GSDO.L,0.9575,200,0.9575,2011-09-15
337,0.955,0.955,0.955,GSDO.L,0.955,200,0.955,2011-09-14
338,0.9675,0.955,0.955,GSDO.L,0.9675,300,0.9675,2011-09-13
339,0.95875,0.955,0.9575,GSDO.L,0.955,27400,0.955,2011-09-12
