,High,Low,Open,Symbol,Close,Volume,Adj_Close,Date
83,436.75,427.00,429.00,KFX.L,427.125,4900,427.125,2014-12-03
84,432.00,424.00,431.75,KFX.L,432.00,5800,432.00,2014-12-02
85,432.23,410.849,420.00,KFX.L,422.75,25300,422.75,2014-12-01
86,435.00,423.865,435.00,KFX.L,433.50,3700,433.50,2014-11-28
87,432.50,423.25,424.00,KFX.L,429.00,114200,429.00,2014-11-27
88,428.50,424.75,427.25,KFX.L,425.00,11900,425.00,2014-11-26
89,431.813,426.46,430.00,KFX.L,427.00,2200,427.00,2014-11-25
90,425.688,422.25,423.00,KFX.L,422.75,3300,422.75,2014-11-24
91,425.50,416.00,419.00,KFX.L,424.25,5100,424.25,2014-11-21
92,417.00,405.00,405.00,KFX.L,415.375,26300,415.375,2014-11-20
93,425.00,406.50,425.00,KFX.L,406.50,11300,406.50,2014-11-19
94,420.45,411.25,411.25,KFX.L,416.00,9200,416.00,2014-11-18
95,412.00,385.75,401.25,KFX.L,395.00,15100,395.00,2014-11-17
96,400.85,400.298,400.85,KFX.L,406.25,1100,406.25,2014-11-14
97,406.50,402.50,402.50,KFX.L,405.375,1500,405.375,2014-11-13
98,404.63,380.25,390.00,KFX.L,396.25,1103200,396.25,2014-11-12
99,394.00,389.00,390.75,KFX.L,389.00,5100,389.00,2014-11-11
100,395.50,388.50,395.50,KFX.L,388.50,2300,388.50,2014-11-10
101,395.00,391.00,391.00,KFX.L,392.00,2400,392.00,2014-11-07
102,397.00,390.00,390.00,KFX.L,393.00,8300,393.00,2014-11-06
103,400.50,390.00,400.50,KFX.L,392.50,8200,392.50,2014-11-05
104,401.875,385.00,399.75,KFX.L,385.00,12600,385.00,2014-11-04
105,395.25,388.75,388.75,KFX.L,394.125,4600,394.125,2014-11-03
106,394.50,387.00,394.50,KFX.L,390.375,3200,390.375,2014-10-31
107,389.125,381.50,381.50,KFX.L,386.125,10700,386.125,2014-10-30
108,385.00,379.50,382.00,KFX.L,384.25,24900,384.25,2014-10-29
109,375.00,367.50,368.00,KFX.L,374.125,818900,374.125,2014-10-28
110,372.00,365.00,367.75,KFX.L,371.625,4700,371.625,2014-10-27
111,375.35,372.50,374.00,KFX.L,373.00,1400,373.00,2014-10-24
112,379.50,378.25,378.25,KFX.L,379.25,3400,379.25,2014-10-23
113,380.50,361.01,362.00,KFX.L,379.00,29300,379.00,2014-10-22
114,371.50,365.00,365.00,KFX.L,371.25,169500,371.25,2014-10-21
115,380.00,369.00,369.00,KFX.L,370.25,110400,370.25,2014-10-20
116,377.26,369.75,370.00,KFX.L,370.00,73600,370.00,2014-10-17
117,379.00,362.25,374.75,KFX.L,369.00,124000,369.00,2014-10-16
118,375.25,362.00,375.25,KFX.L,370.00,9400,370.00,2014-10-15
119,371.00,365.00,365.00,KFX.L,368.00,15300,368.00,2014-10-14
120,365.96,355.00,357.00,KFX.L,363.50,6700,363.50,2014-10-13
121,367.44,358.095,360.00,KFX.L,366.25,22400,366.25,2014-10-10
122,482.34,360.00,440.00,KFX.L,376.25,175200,376.25,2014-10-09
123,482.00,475.00,481.75,KFX.L,474.75,181800,474.75,2014-10-08
124,490.75,470.00,490.75,KFX.L,481.75,8300,481.75,2014-10-07
125,493.00,472.53,484.75,KFX.L,489.25,20600,489.25,2014-10-06
126,482.00,470.00,476.00,KFX.L,479.75,3600,479.75,2014-10-03
127,471.75,454.50,455.50,KFX.L,471.75,14300,471.75,2014-10-02
128,481.00,460.50,481.00,KFX.L,463.75,11300,463.75,2014-10-01
129,482.00,466.14,468.75,KFX.L,480.25,24400,480.25,2014-09-30
130,469.00,459.28,463.75,KFX.L,469.00,9400,469.00,2014-09-29
131,467.50,460.00,462.25,KFX.L,465.50,18100,465.50,2014-09-26
132,470.125,463.00,463.25,KFX.L,466.00,8000,466.00,2014-09-25
133,463.00,457.00,457.25,KFX.L,463.00,14200,463.00,2014-09-24
134,463.00,450.84,460.00,KFX.L,461.00,21400,461.00,2014-09-23
135,477.25,457.00,477.25,KFX.L,461.00,10800,461.00,2014-09-22
136,474.50,463.00,474.50,KFX.L,471.25,17600,471.25,2014-09-19
137,475.07,472.00,474.00,KFX.L,472.00,18800,472.00,2014-09-18
138,480.50,469.50,469.50,KFX.L,470.00,33400,470.00,2014-09-17
139,472.00,455.50,467.00,KFX.L,468.50,24300,468.50,2014-09-16
140,473.75,461.50,468.00,KFX.L,470.00,21100,470.00,2014-09-15
141,476.50,466.25,473.75,KFX.L,467.50,15400,467.50,2014-09-12
142,475.50,470.75,472.25,KFX.L,475.50,11100,475.50,2014-09-11
143,498.50,482.75,490.00,KFX.L,483.25,49400,483.25,2014-09-10
144,489.25,475.50,489.25,KFX.L,475.50,2600,475.50,2014-09-09
145,487.00,481.00,481.00,KFX.L,483.75,17200,483.75,2014-09-08
146,480.00,471.00,471.00,KFX.L,480.00,36700,480.00,2014-09-05
147,475.25,467.09,470.00,KFX.L,470.75,27700,470.75,2014-09-04
148,476.00,467.00,472.25,KFX.L,467.75,10100,467.75,2014-09-03
149,482.50,469.25,474.50,KFX.L,469.75,10000,469.75,2014-09-02
150,475.48,465.00,474.25,KFX.L,465.00,2700,465.00,2014-09-01
151,475.00,469.91,473.00,KFX.L,473.00,4000,473.00,2014-08-29
152,478.00,471.25,477.25,KFX.L,472.00,8900,472.00,2014-08-28
153,483.00,475.75,479.00,KFX.L,481.75,9200,481.75,2014-08-27
154,480.25,469.60,477.50,KFX.L,480.00,14300,480.00,2014-08-26
155,469.75,469.75,469.75,KFX.L,469.75,000,469.75,2014-08-25
156,475.60,468.50,469.00,KFX.L,469.75,21200,469.75,2014-08-22
157,476.97,471.00,472.75,KFX.L,476.25,34700,476.25,2014-08-21
158,476.65,467.75,475.00,KFX.L,474.00,44300,474.00,2014-08-20
159,474.00,465.50,467.50,KFX.L,474.00,12100,474.00,2014-08-19
160,479.75,468.31,479.75,KFX.L,472.00,19900,472.00,2014-08-18
161,476.61,463.00,468.00,KFX.L,474.50,63100,474.50,2014-08-15
162,479.50,473.12,479.50,KFX.L,477.00,27600,477.00,2014-08-14
163,484.50,466.25,484.50,KFX.L,472.50,12900,472.50,2014-08-13
164,475.00,464.50,474.00,KFX.L,465.50,31700,465.50,2014-08-12
165,474.50,465.50,465.50,KFX.L,470.50,16700,470.50,2014-08-11
166,464.25,440.00,445.75,KFX.L,464.25,10700,464.25,2014-08-08
167,459.00,445.50,453.25,KFX.L,449.50,13000,449.50,2014-08-07
168,470.25,445.00,445.00,KFX.L,460.50,43600,460.50,2014-08-06
169,445.00,416.18,420.00,KFX.L,440.50,12200,440.50,2014-08-05
170,431.25,419.25,419.25,KFX.L,430.00,11100,430.00,2014-08-04
171,428.25,417.75,418.50,KFX.L,426.625,18500,426.625,2014-08-01
172,424.50,414.50,416.00,KFX.L,421.50,13900,421.50,2014-07-31
173,422.00,418.25,418.50,KFX.L,421.75,7800,421.75,2014-07-30
174,421.00,410.50,416.75,KFX.L,417.00,11400,417.00,2014-07-29
175,424.25,416.198,418.00,KFX.L,420.00,24700,420.00,2014-07-28
176,422.75,417.367,422.75,KFX.L,418.50,9400,418.50,2014-07-25
177,423.75,419.00,419.00,KFX.L,421.75,12000,421.75,2014-07-24
178,425.00,416.00,418.00,KFX.L,420.50,17800,420.50,2014-07-23
179,420.713,406.813,411.25,KFX.L,417.50,8800,417.50,2014-07-22
180,416.875,408.315,414.00,KFX.L,414.00,8400,414.00,2014-07-21
181,417.75,412.50,414.50,KFX.L,417.75,8100,417.75,2014-07-18
182,418.75,415.50,415.75,KFX.L,418.75,5600,418.75,2014-07-17
183,416.75,410.00,410.00,KFX.L,414.75,23700,414.75,2014-07-16
184,419.81,410.00,414.50,KFX.L,410.00,38800,410.00,2014-07-15
185,427.50,411.75,427.50,KFX.L,415.50,57300,415.50,2014-07-14
186,443.50,380.20,406.00,KFX.L,423.00,3306900,423.00,2014-07-11
187,473.50,467.75,470.50,KFX.L,473.50,6900,473.50,2014-07-10
188,483.25,475.25,475.25,KFX.L,482.375,2400,482.375,2014-07-09
189,482.50,467.25,482.50,KFX.L,476.00,10300,476.00,2014-07-08
190,485.50,470.75,485.00,KFX.L,475.00,21700,475.00,2014-07-07
191,491.85,479.25,482.00,KFX.L,479.25,7700,479.25,2014-07-04
192,489.75,478.40,484.50,KFX.L,489.00,7400,489.00,2014-07-03
193,487.00,477.65,487.00,KFX.L,478.25,9800,478.25,2014-07-02
194,500.00,485.25,499.75,KFX.L,487.00,12900,487.00,2014-07-01
195,514.50,486.75,510.00,KFX.L,499.50,61400,499.50,2014-06-30
196,514.50,510.00,513.00,KFX.L,514.50,14100,514.50,2014-06-27
197,530.00,519.50,526.00,KFX.L,520.50,7700,520.50,2014-06-26
198,538.50,522.39,536.50,KFX.L,537.00,23600,537.00,2014-06-25
199,539.50,529.50,536.50,KFX.L,539.00,15300,539.00,2014-06-24
200,540.108,531.50,538.00,KFX.L,535.50,16300,535.50,2014-06-23
201,540.38,530.00,539.00,KFX.L,538.00,69800,538.00,2014-06-20
202,537.00,532.00,536.50,KFX.L,534.50,21100,534.50,2014-06-19
203,540.75,517.50,534.50,KFX.L,537.00,46000,537.00,2014-06-18
204,547.50,533.50,541.00,KFX.L,534.50,45500,534.50,2014-06-17
205,535.00,519.00,530.00,KFX.L,535.00,29200,535.00,2014-06-16
206,527.00,513.50,518.00,KFX.L,526.00,223900,526.00,2014-06-13
207,526.00,509.00,517.00,KFX.L,522.50,284000,522.50,2014-06-12
208,521.50,497.50,499.75,KFX.L,514.00,178100,514.00,2014-06-11
209,503.00,493.00,493.00,KFX.L,501.00,2600,501.00,2014-06-10
210,504.56,490.00,500.00,KFX.L,497.50,8900,497.50,2014-06-09
211,506.50,493.50,506.50,KFX.L,494.50,10900,494.50,2014-06-06
212,510.50,495.75,506.50,KFX.L,505.00,29700,505.00,2014-06-05
213,510.50,477.49,496.00,KFX.L,509.00,49200,509.00,2014-06-04
214,497.25,478.75,490.25,KFX.L,497.25,576100,497.25,2014-06-03
215,487.00,472.25,480.00,KFX.L,486.50,273100,486.50,2014-06-02
216,483.25,473.25,483.25,KFX.L,481.25,11800,481.25,2014-05-30
217,481.75,465.00,465.00,KFX.L,475.50,274200,475.50,2014-05-29
218,465.00,454.00,454.00,KFX.L,465.00,19700,465.00,2014-05-28
219,462.00,439.00,439.00,KFX.L,454.00,24500,454.00,2014-05-27
220,460.00,460.00,460.00,KFX.L,460.00,000,460.00,2014-05-26
221,460.00,449.25,449.25,KFX.L,460.00,21700,460.00,2014-05-23
222,455.50,441.00,455.50,KFX.L,454.00,23300,454.00,2014-05-22
223,455.75,423.50,430.25,KFX.L,452.00,198400,452.00,2014-05-21
224,436.00,423.25,424.50,KFX.L,430.25,261600,430.25,2014-05-20
225,419.75,402.50,409.00,KFX.L,419.75,73000,419.75,2014-05-19
226,406.00,393.28,399.75,KFX.L,404.00,85200,404.00,2014-05-16
227,404.50,393.125,400.50,KFX.L,402.25,15600,402.25,2014-05-15
228,397.50,385.75,386.75,KFX.L,396.00,30600,396.00,2014-05-14
229,398.30,380.00,392.25,KFX.L,384.25,44200,384.25,2014-05-13
230,403.58,392.50,399.75,KFX.L,392.625,44500,392.625,2014-05-12
231,399.00,381.90,394.25,KFX.L,393.625,15200,393.625,2014-05-09
232,412.00,392.25,412.00,KFX.L,393.50,1331600,393.50,2014-05-08
233,428.00,408.00,428.00,KFX.L,409.375,12300,409.375,2014-05-07
234,442.78,422.50,440.00,KFX.L,422.50,16800,422.50,2014-05-06
235,440.00,440.00,440.00,KFX.L,440.00,000,440.00,2014-05-05
236,454.50,440.00,454.50,KFX.L,440.00,23000,440.00,2014-05-02
237,453.10,446.75,446.75,KFX.L,450.875,34800,450.875,2014-05-01
238,453.21,441.563,449.25,KFX.L,444.75,96500,444.75,2014-04-30
239,480.50,440.25,476.50,KFX.L,443.75,26900,443.75,2014-04-29
240,482.25,453.47,455.00,KFX.L,477.875,47500,477.875,2014-04-28
241,466.50,452.25,458.50,KFX.L,465.50,18700,465.50,2014-04-25
242,468.888,459.75,465.50,KFX.L,462.25,10200,462.25,2014-04-24
243,466.00,458.75,460.50,KFX.L,466.00,26100,466.00,2014-04-23
244,469.50,463.50,469.50,KFX.L,467.50,6800,467.50,2014-04-22
245,456.00,456.00,456.00,KFX.L,456.00,000,456.00,2014-04-21
246,456.00,456.00,456.00,KFX.L,456.00,000,456.00,2014-04-18
247,461.00,452.46,460.25,KFX.L,456.00,6900,456.00,2014-04-17
248,465.00,450.00,456.50,KFX.L,452.75,38300,452.75,2014-04-16
249,480.81,455.00,473.75,KFX.L,461.75,24800,461.75,2014-04-15
250,476.00,466.688,470.50,KFX.L,475.125,10700,475.125,2014-04-14
251,477.25,466.77,475.00,KFX.L,469.00,9300,469.00,2014-04-11
252,489.75,481.00,481.25,KFX.L,481.00,8500,481.00,2014-04-10
253,498.752,486.25,490.00,KFX.L,486.75,25400,486.75,2014-04-09
254,503.50,472.25,503.50,KFX.L,483.25,19300,483.25,2014-04-08
255,533.00,506.52,525.00,KFX.L,510.00,22400,510.00,2014-04-07
256,536.70,525.30,529.50,KFX.L,529.00,23600,529.00,2014-04-04
257,535.00,517.90,530.00,KFX.L,528.00,200500,528.00,2014-04-03
258,521.439,502.50,513.50,KFX.L,517.50,218700,517.50,2014-04-02
259,534.00,502.82,507.50,KFX.L,507.50,67900,507.50,2014-04-01
260,503.00,489.00,503.00,KFX.L,495.00,91700,495.00,2014-03-31
261,484.76,468.25,468.25,KFX.L,479.50,201400,479.50,2014-03-28
262,472.55,460.50,468.25,KFX.L,467.75,173500,467.75,2014-03-27
263,478.50,468.25,470.50,KFX.L,473.00,451700,473.00,2014-03-26
264,477.00,465.00,472.75,KFX.L,465.00,162400,465.00,2014-03-25
265,492.25,468.50,492.25,KFX.L,472.00,119200,472.00,2014-03-24
266,506.50,478.00,500.00,KFX.L,478.00,139000,478.00,2014-03-21
267,510.00,486.00,495.50,KFX.L,500.00,35700,500.00,2014-03-20
268,509.50,496.75,509.50,KFX.L,498.50,21300,498.50,2014-03-19
269,519.50,505.00,510.00,KFX.L,514.00,45800,514.00,2014-03-18
270,523.00,500.00,519.00,KFX.L,523.00,30700,523.00,2014-03-17
271,529.50,495.50,529.50,KFX.L,502.50,25200,502.50,2014-03-14
272,529.00,519.50,528.00,KFX.L,524.50,13600,524.50,2014-03-13
273,534.50,511.06,519.50,KFX.L,530.50,29500,530.50,2014-03-12
274,532.00,519.50,522.00,KFX.L,520.00,42900,520.00,2014-03-11
275,527.50,515.50,515.50,KFX.L,515.50,33400,515.50,2014-03-10
276,523.00,515.50,521.50,KFX.L,521.00,33000,521.00,2014-03-07
277,525.00,504.50,510.00,KFX.L,525.00,47500,525.00,2014-03-06
278,506.00,487.713,499.75,KFX.L,503.50,55200,503.50,2014-03-05
279,504.50,469.75,481.25,KFX.L,503.50,196800,503.50,2014-03-04
280,477.00,466.25,466.25,KFX.L,473.75,22700,473.75,2014-03-03
281,483.50,474.00,478.75,KFX.L,483.50,61800,483.50,2014-02-28
282,477.25,465.00,477.25,KFX.L,474.00,7400,474.00,2014-02-27
283,480.00,467.669,480.00,KFX.L,477.25,11700,477.25,2014-02-26
284,477.813,470.00,471.25,KFX.L,471.00,11200,471.00,2014-02-25
285,486.00,472.14,485.50,KFX.L,478.50,36400,478.50,2014-02-24
286,480.00,470.50,478.75,KFX.L,480.00,39300,480.00,2014-02-21
287,480.00,475.75,480.00,KFX.L,476.75,6500,476.75,2014-02-20
288,507.50,476.50,476.50,KFX.L,485.00,37200,485.00,2014-02-19
289,483.25,476.00,479.75,KFX.L,480.00,73200,480.00,2014-02-18
290,484.75,471.25,482.00,KFX.L,473.75,17800,473.75,2014-02-17
291,488.25,465.00,477.75,KFX.L,485.00,16400,485.00,2014-02-14
292,475.50,465.50,470.00,KFX.L,475.50,53100,475.50,2014-02-13
293,475.00,466.00,475.00,KFX.L,466.00,12700,466.00,2014-02-12
294,480.50,465.00,465.00,KFX.L,474.00,41800,474.00,2014-02-11
295,477.50,461.25,466.00,KFX.L,467.00,8900,467.00,2014-02-10
296,474.50,465.00,473.00,KFX.L,467.00,9100,467.00,2014-02-07
297,485.00,473.52,474.00,KFX.L,475.625,11400,475.625,2014-02-06
298,485.00,466.25,473.75,KFX.L,473.75,34500,473.75,2014-02-05
299,485.50,443.56,450.25,KFX.L,485.00,35700,485.00,2014-02-04
300,460.00,442.00,445.00,KFX.L,460.00,14900,460.00,2014-02-03
301,449.50,434.00,434.00,KFX.L,444.75,44000,444.75,2014-01-31
302,443.75,430.25,442.75,KFX.L,433.25,6400,433.25,2014-01-30
303,447.75,433.50,444.00,KFX.L,436.00,21700,436.00,2014-01-29
304,445.34,435.25,440.00,KFX.L,435.25,11900,435.25,2014-01-28
305,448.025,427.00,446.75,KFX.L,427.00,15500,427.00,2014-01-27
306,460.00,448.50,460.00,KFX.L,448.50,3900,448.50,2014-01-24
307,470.563,460.00,462.00,KFX.L,460.00,9800,460.00,2014-01-23
308,478.00,452.00,462.00,KFX.L,472.125,14500,472.125,2014-01-22
309,473.50,458.50,458.50,KFX.L,467.75,32100,467.75,2014-01-21
310,477.50,456.75,471.00,KFX.L,458.00,13100,458.00,2014-01-20
311,470.25,443.00,455.00,KFX.L,460.25,39100,460.25,2014-01-17
312,460.00,430.00,430.00,KFX.L,455.00,41200,455.00,2014-01-16
313,428.81,417.00,419.25,KFX.L,425.625,15300,425.625,2014-01-15
314,430.00,412.00,419.75,KFX.L,423.25,15900,423.25,2014-01-14
315,421.00,417.84,419.00,KFX.L,418.75,32800,418.75,2014-01-13
316,421.00,412.50,416.25,KFX.L,419.00,11900,419.00,2014-01-10
317,426.75,417.25,417.25,KFX.L,425.75,12500,425.75,2014-01-09
318,432.91,415.25,415.25,KFX.L,426.50,9100,426.50,2014-01-08
319,433.00,429.00,429.00,KFX.L,431.50,25300,431.50,2014-01-07
320,430.50,418.00,422.00,KFX.L,430.50,13800,430.50,2014-01-06
321,426.25,426.25,426.25,KFX.L,426.25,400,426.25,2014-01-03
322,433.50,407.75,407.75,KFX.L,432.75,12800,432.75,2014-01-02
323,407.75,407.75,407.75,KFX.L,407.75,000,407.75,2014-01-01
324,410.75,407.14,410.75,KFX.L,407.75,8200,407.75,2013-12-31
325,428.00,416.75,416.75,KFX.L,416.75,9500,416.75,2013-12-30
326,429.75,419.50,420.25,KFX.L,426.25,18000,426.25,2013-12-27
327,417.00,417.00,417.00,KFX.L,417.00,000,417.00,2013-12-26
328,417.00,417.00,417.00,KFX.L,417.00,000,417.00,2013-12-25
329,427.75,416.25,416.25,KFX.L,417.00,1900,417.00,2013-12-24
330,430.00,415.50,415.75,KFX.L,416.25,52200,416.25,2013-12-23
331,424.00,413.00,421.00,KFX.L,413.00,23500,413.00,2013-12-20
332,419.50,415.00,415.00,KFX.L,418.00,10200,418.00,2013-12-19
333,425.00,416.59,420.00,KFX.L,418.50,16900,418.50,2013-12-18
334,432.00,421.00,430.00,KFX.L,427.00,34700,427.00,2013-12-17
335,439.00,416.835,417.75,KFX.L,434.00,52500,434.00,2013-12-16
336,420.00,410.00,416.00,KFX.L,419.00,15600,419.00,2013-12-13
337,422.25,415.00,415.25,KFX.L,418.00,123000,418.00,2013-12-12
338,429.00,422.00,423.75,KFX.L,423.00,33700,423.00,2013-12-11
339,430.00,415.00,418.25,KFX.L,429.50,50900,429.50,2013-12-10
340,442.53,420.00,437.75,KFX.L,421.00,44700,421.00,2013-12-09
341,440.00,395.00,395.00,KFX.L,440.00,20600,440.00,2013-12-06
342,398.25,398.25,398.25,KFX.L,398.25,000,398.25,2013-12-05
343,398.25,388.00,390.00,KFX.L,398.25,14100,398.25,2013-12-04
344,392.50,390.00,392.25,KFX.L,390.00,9000,390.00,2013-12-03
345,402.00,391.25,401.75,KFX.L,392.25,65500,392.25,2013-12-02
346,399.75,390.00,390.00,KFX.L,395.75,21100,395.75,2013-11-29
347,394.28,380.00,385.00,KFX.L,389.50,63000,389.50,2013-11-28
348,385.00,365.00,367.50,KFX.L,381.75,34300,381.75,2013-11-27
349,368.00,329.50,363.00,KFX.L,368.00,661200,368.00,2013-11-26
350,378.00,361.00,361.00,KFX.L,361.00,62200,361.00,2013-11-25
351,383.039,367.75,377.75,KFX.L,372.00,64800,372.00,2013-11-22
352,378.94,373.00,374.00,KFX.L,375.50,53900,375.50,2013-11-21
353,372.50,361.00,364.75,KFX.L,368.00,36100,368.00,2013-11-20
354,371.50,364.00,370.50,KFX.L,364.00,356600,364.00,2013-11-19
355,382.89,362.79,378.00,KFX.L,364.25,439600,364.25,2013-11-18
356,384.28,365.25,380.00,KFX.L,367.75,42600,367.75,2013-11-15
357,383.34,375.00,375.00,KFX.L,380.00,20700,380.00,2013-11-14
358,383.475,373.50,383.25,KFX.L,373.50,35200,373.50,2013-11-13
359,383.25,368.25,378.25,KFX.L,375.00,57400,375.00,2013-11-12
360,381.00,368.00,368.00,KFX.L,377.00,22300,377.00,2013-11-11
361,373.75,363.50,373.75,KFX.L,366.00,167000,366.00,2013-11-08
362,377.75,375.00,377.25,KFX.L,375.00,53500,375.00,2013-11-07
363,383.50,374.75,378.50,KFX.L,375.00,32000,375.00,2013-11-06
364,384.30,373.50,375.25,KFX.L,377.00,50700,377.00,2013-11-05
365,380.00,371.50,380.00,KFX.L,373.00,400100,373.00,2013-11-04
366,380.00,378.00,378.00,KFX.L,379.25,41800,379.25,2013-11-01
