,Symbol,Close,Open,High,Low,Adj_Close,Volume,Date
0,BBVA.MC,5.224,5.142,5.278,5.141,5.224,27041400,2016-07-27
1,BBVA.MC,5.131,5.161,5.182,5.043,5.131,24206300,2016-07-26
2,BBVA.MC,5.175,5.244,5.277,5.144,5.175,22430000,2016-07-25
3,BBVA.MC,5.254,5.22,5.288,5.199,5.254,30432800,2016-07-22
4,BBVA.MC,5.248,5.203,5.304,5.159,5.248,83218800,2016-07-21
5,BBVA.MC,5.198,5.20,5.243,5.136,5.198,23930600,2016-07-20
6,BBVA.MC,5.147,5.174,5.265,5.103,5.147,110767300,2016-07-19
7,BBVA.MC,5.195,5.297,5.349,5.095,5.195,67502100,2016-07-18
8,BBVA.MC,5.345,5.336,5.438,5.237,5.345,71732300,2016-07-15
9,BBVA.MC,5.352,5.319,5.397,5.281,5.352,111502100,2016-07-14
10,BBVA.MC,5.236,5.235,5.41,5.141,5.236,40855700,2016-07-13
11,BBVA.MC,5.275,5.056,5.294,5.034,5.275,43381300,2016-07-12
12,BBVA.MC,5.057,5.05,5.085,4.917,5.057,181999600,2016-07-11
13,BBVA.MC,5.005,4.834,5.086,4.792,5.005,34043800,2016-07-08
14,BBVA.MC,4.854,4.85,4.92,4.802,4.854,29229700,2016-07-07
15,BBVA.MC,4.811,4.85,4.923,4.742,4.811,46194100,2016-07-06
16,BBVA.MC,4.98,5.05,5.106,4.963,4.90,111878800,2016-07-05
17,BBVA.MC,5.103,5.141,5.172,5.027,5.02102,62469300,2016-07-04
18,BBVA.MC,5.121,5.123,5.185,4.981,5.03873,45380500,2016-07-01
19,BBVA.MC,5.064,5.027,5.123,4.902,4.98265,91625200,2016-06-30
20,BBVA.MC,5.017,4.957,5.027,4.93,4.93641,104237100,2016-06-29
21,BBVA.MC,4.851,4.906,4.989,4.831,4.77307,91223000,2016-06-28
22,BBVA.MC,4.763,5.14,5.15,4.667,4.68649,119067200,2016-06-27
23,BBVA.MC,4.844,4.50,5.145,4.50,4.76618,207612400,2016-06-24
24,BBVA.MC,5.779,5.647,5.798,5.573,5.68616,45799800,2016-06-23
25,BBVA.MC,5.625,5.631,5.693,5.539,5.53464,37512600,2016-06-22
26,BBVA.MC,5.581,5.525,5.61,5.52,5.49135,57736900,2016-06-21
27,BBVA.MC,5.555,5.591,5.628,5.486,5.46576,47929400,2016-06-20
28,BBVA.MC,5.397,5.281,5.42,5.267,5.3103,89984900,2016-06-17
29,BBVA.MC,5.174,5.035,5.183,5.005,5.09088,64378700,2016-06-16
30,BBVA.MC,5.129,5.099,5.233,5.065,5.04661,44483300,2016-06-15
31,BBVA.MC,5.037,5.115,5.18,5.013,4.95608,42800000,2016-06-14
32,BBVA.MC,5.154,5.28,5.293,5.132,5.0712,41345400,2016-06-13
33,BBVA.MC,5.341,5.55,5.552,5.332,5.2552,40745100,2016-06-10
34,BBVA.MC,5.572,5.60,5.656,5.556,5.48249,37000800,2016-06-09
35,BBVA.MC,5.627,5.719,5.719,5.591,5.53661,23104100,2016-06-08
36,BBVA.MC,5.735,5.76,5.833,5.70,5.64287,23445200,2016-06-07
37,BBVA.MC,5.726,5.70,5.812,5.669,5.63402,19296200,2016-06-06
38,BBVA.MC,5.713,5.87,5.90,5.64,5.62122,30870900,2016-06-03
39,BBVA.MC,5.841,5.828,6.044,5.825,5.74717,47204300,2016-06-02
40,BBVA.MC,5.841,5.962,5.98,5.785,5.74717,23330700,2016-06-01
41,BBVA.MC,5.961,6.08,6.107,5.907,5.86524,26942700,2016-05-31
42,BBVA.MC,6.07,6.07,6.095,6.013,5.97249,11084100,2016-05-30
43,BBVA.MC,6.058,6.009,6.122,5.998,5.96068,24727200,2016-05-27
44,BBVA.MC,6.044,6.00,6.063,5.935,5.94691,34205700,2016-05-26
45,BBVA.MC,6.093,5.849,6.135,5.836,5.99512,47768200,2016-05-25
46,BBVA.MC,5.788,5.541,5.805,5.521,5.69502,28707600,2016-05-24
47,BBVA.MC,5.55,5.626,5.675,5.538,5.46084,21904800,2016-05-23
48,BBVA.MC,5.633,5.606,5.66,5.581,5.54251,34929700,2016-05-20
49,BBVA.MC,5.572,5.652,5.747,5.566,5.48249,26610600,2016-05-19
50,BBVA.MC,5.65,5.579,5.70,5.536,5.55924,31991700,2016-05-18
51,BBVA.MC,5.611,5.585,5.726,5.552,5.52086,32320100,2016-05-17
52,BBVA.MC,5.538,5.467,5.551,5.432,5.44904,16277100,2016-05-16
53,BBVA.MC,5.51,5.444,5.567,5.385,5.42149,24639400,2016-05-13
54,BBVA.MC,5.481,5.478,5.605,5.42,5.39295,31499900,2016-05-12
55,BBVA.MC,5.513,5.64,5.66,5.44,5.42444,30819100,2016-05-11
56,BBVA.MC,5.632,5.61,5.704,5.578,5.54153,27742000,2016-05-10
57,BBVA.MC,5.527,5.705,5.738,5.50,5.43821,36381300,2016-05-09
58,BBVA.MC,5.626,5.541,5.715,5.471,5.53562,41110100,2016-05-06
59,BBVA.MC,5.549,5.62,5.688,5.508,5.45986,38503500,2016-05-05
60,BBVA.MC,5.586,5.686,5.756,5.58,5.49626,69811200,2016-05-04
61,BBVA.MC,5.715,5.93,5.943,5.675,5.62319,44368800,2016-05-03
62,BBVA.MC,5.942,6.00,6.017,5.892,5.84655,23286600,2016-05-02
63,BBVA.MC,5.983,6.15,6.219,5.943,5.88689,63202900,2016-04-29
64,BBVA.MC,6.283,6.40,6.40,6.128,6.18207,102578400,2016-04-28
65,BBVA.MC,6.74,6.72,6.804,6.665,6.63173,41686600,2016-04-27
66,BBVA.MC,6.757,6.422,6.758,6.422,6.64845,64113700,2016-04-26
67,BBVA.MC,6.417,6.525,6.57,6.374,6.31392,37058800,2016-04-25
68,BBVA.MC,6.55,6.465,6.574,6.445,6.44478,58498300,2016-04-22
69,BBVA.MC,6.493,6.40,6.545,6.362,6.38869,109773000,2016-04-21
70,BBVA.MC,6.364,6.046,6.371,6.008,6.26177,100957300,2016-04-20
71,BBVA.MC,6.017,5.993,6.06,5.963,5.92034,48625000,2016-04-19
72,BBVA.MC,5.963,5.813,5.989,5.76,5.86721,35114000,2016-04-18
73,BBVA.MC,5.925,5.895,5.95,5.84,5.82982,41727300,2016-04-15
74,BBVA.MC,5.904,5.846,5.915,5.723,5.80916,85325500,2016-04-14
75,BBVA.MC,5.837,5.606,5.837,5.58,5.74323,99668700,2016-04-13
76,BBVA.MC,5.501,5.512,5.617,5.384,5.41263,71710500,2016-04-12
77,BBVA.MC,5.461,5.41,5.555,5.35,5.37327,87652400,2016-04-11
78,BBVA.MC,5.407,5.319,5.472,5.319,5.32014,53926600,2016-04-08
79,BBVA.MC,5.324,5.47,5.48,5.302,5.23847,50197700,2016-04-07
80,BBVA.MC,5.468,5.50,5.618,5.423,5.38016,118925100,2016-04-06
81,BBVA.MC,5.50,5.585,5.608,5.484,5.41165,36016500,2016-04-05
82,BBVA.MC,5.75,5.746,5.84,5.693,5.52972,26306400,2016-04-04
83,BBVA.MC,5.746,5.762,5.899,5.70,5.52587,143053400,2016-04-01
84,BBVA.MC,5.842,5.912,5.96,5.801,5.61819,48015700,2016-03-31
85,BBVA.MC,5.949,6.005,6.07,5.945,5.7211,52624900,2016-03-30
86,BBVA.MC,5.947,6.075,6.13,5.904,5.71917,33692300,2016-03-29
87,BBVA.MC,6.008,6.008,6.008,6.008,5.77783,000,2016-03-28
88,BBVA.MC,6.008,6.008,6.008,6.008,5.77783,000,2016-03-25
89,BBVA.MC,6.008,6.089,6.137,5.976,5.77783,46231200,2016-03-24
90,BBVA.MC,6.144,6.288,6.324,6.101,5.90862,53492300,2016-03-23
91,BBVA.MC,6.262,6.237,6.262,6.123,6.0221,119298600,2016-03-22
92,BBVA.MC,6.30,6.317,6.455,6.279,6.05865,32057300,2016-03-21
93,BBVA.MC,6.38,6.34,6.465,6.231,6.13558,57456500,2016-03-18
94,BBVA.MC,6.325,6.436,6.445,6.12,6.08269,61612500,2016-03-17
95,BBVA.MC,6.312,6.351,6.445,6.215,6.07019,56819500,2016-03-16
96,BBVA.MC,6.351,6.505,6.531,6.312,6.10769,37067100,2016-03-15
97,BBVA.MC,6.545,6.60,6.665,6.531,6.29426,53901300,2016-03-14
98,BBVA.MC,6.515,6.296,6.538,6.26,6.26541,47546200,2016-03-11
99,BBVA.MC,6.135,6.06,6.48,5.965,5.89997,66125700,2016-03-10
100,BBVA.MC,6.053,6.09,6.17,6.007,5.82111,28808300,2016-03-09
101,BBVA.MC,6.096,6.076,6.25,6.022,5.86246,59758100,2016-03-08
102,BBVA.MC,6.17,6.218,6.268,6.02,5.93363,33256700,2016-03-07
103,BBVA.MC,6.235,6.264,6.319,6.144,5.99614,31364000,2016-03-04
104,BBVA.MC,6.223,6.21,6.26,6.119,5.9846,47607200,2016-03-03
105,BBVA.MC,6.187,5.99,6.229,5.97,5.94998,39169100,2016-03-02
106,BBVA.MC,5.925,5.831,5.933,5.778,5.69801,26499500,2016-03-01
107,BBVA.MC,5.855,5.679,5.855,5.603,5.6307,36082100,2016-02-29
108,BBVA.MC,5.768,5.53,5.798,5.515,5.54703,43321400,2016-02-26
109,BBVA.MC,5.46,5.44,5.539,5.395,5.25083,36113900,2016-02-25
110,BBVA.MC,5.342,5.574,5.593,5.303,5.13735,45416600,2016-02-24
111,BBVA.MC,5.596,5.704,5.87,5.587,5.38162,31358800,2016-02-23
112,BBVA.MC,5.756,5.603,5.758,5.58,5.53549,29450800,2016-02-22
113,BBVA.MC,5.539,5.635,5.725,5.441,5.3268,38976400,2016-02-19
114,BBVA.MC,5.656,5.90,5.929,5.614,5.43932,45598400,2016-02-18
115,BBVA.MC,5.84,5.648,5.853,5.602,5.61627,37640300,2016-02-17
116,BBVA.MC,5.612,5.74,5.74,5.525,5.39701,42865300,2016-02-16
117,BBVA.MC,5.662,5.717,5.737,5.56,5.44509,54118100,2016-02-15
118,BBVA.MC,5.502,5.326,5.502,5.26,5.29122,54745400,2016-02-12
119,BBVA.MC,5.241,5.554,5.554,5.241,5.04022,59329500,2016-02-11
120,BBVA.MC,5.644,5.41,5.74,5.372,5.42778,50476500,2016-02-10
121,BBVA.MC,5.312,5.572,5.719,5.277,5.1085,53582700,2016-02-09
122,BBVA.MC,5.572,5.989,5.989,5.535,5.35854,32339600,2016-02-08
123,BBVA.MC,5.903,5.759,5.94,5.67,5.67686,43884900,2016-02-05
124,BBVA.MC,5.768,5.564,5.79,5.434,5.54703,44622000,2016-02-04
125,BBVA.MC,5.476,5.602,5.65,5.312,5.26622,52514800,2016-02-03
126,BBVA.MC,5.597,5.771,5.79,5.53,5.38258,38293900,2016-02-02
127,BBVA.MC,5.801,5.928,5.96,5.755,5.57877,30520300,2016-02-01
128,BBVA.MC,5.896,5.812,5.909,5.75,5.67013,33691000,2016-01-29
129,BBVA.MC,5.71,5.879,5.985,5.67,5.49125,42808900,2016-01-28
130,BBVA.MC,5.913,5.891,5.922,5.807,5.68647,22312400,2016-01-27
131,BBVA.MC,5.911,5.656,5.911,5.625,5.68455,96507200,2016-01-26
132,BBVA.MC,5.77,6.014,6.024,5.732,5.54895,54691200,2016-01-25
133,BBVA.MC,5.959,5.913,6.027,5.826,5.73071,90011200,2016-01-22
134,BBVA.MC,5.763,5.617,5.815,5.575,5.54222,76638900,2016-01-21
135,BBVA.MC,5.61,5.715,5.721,5.546,5.39508,115997500,2016-01-20
136,BBVA.MC,5.827,5.93,5.97,5.814,5.60377,144967200,2016-01-19
137,BBVA.MC,5.814,5.889,5.962,5.795,5.59127,109895100,2016-01-18
138,BBVA.MC,5.905,6.11,6.134,5.866,5.67878,92903800,2016-01-15
139,BBVA.MC,6.14,6.197,6.20,6.036,5.90478,66396200,2016-01-14
140,BBVA.MC,6.208,6.264,6.355,6.151,5.97017,149124100,2016-01-13
141,BBVA.MC,6.207,6.22,6.341,6.126,5.96921,166598300,2016-01-12
142,BBVA.MC,6.263,6.20,6.38,6.20,5.94613,109751400,2016-01-11
143,BBVA.MC,6.274,6.451,6.485,6.253,5.88062,37018800,2016-01-08
144,BBVA.MC,6.419,6.35,6.445,6.286,6.01653,102025800,2016-01-07
145,BBVA.MC,6.502,6.619,6.624,6.439,6.09433,177932100,2016-01-06
146,BBVA.MC,6.644,6.872,6.876,6.59,6.22742,252932300,2016-01-05
147,BBVA.MC,6.60,6.67,6.689,6.544,6.18618,110561000,2016-01-04
148,BBVA.MC,6.739,6.739,6.739,6.739,6.31647,000,2016-01-01
149,BBVA.MC,6.739,6.85,6.85,6.719,6.31647,15262500,2015-12-31
150,BBVA.MC,6.836,6.845,6.885,6.80,6.40738,10257800,2015-12-30
151,BBVA.MC,6.867,6.891,6.90,6.816,6.43644,26453000,2015-12-29
152,BBVA.MC,6.856,6.955,7.003,6.827,6.42613,17331700,2015-12-28
153,BBVA.MC,6.941,6.941,6.941,6.941,6.5058,000,2015-12-25
154,BBVA.MC,6.941,6.96,7.015,6.901,6.5058,8312300,2015-12-24
155,BBVA.MC,6.928,6.84,6.976,6.809,6.49362,110648800,2015-12-23
156,BBVA.MC,6.75,6.785,6.81,6.695,6.32678,78427900,2015-12-22
157,BBVA.MC,6.71,6.90,6.943,6.71,6.28928,65190700,2015-12-21
158,BBVA.MC,7.042,7.057,7.129,6.95,6.60047,62142700,2015-12-18
159,BBVA.MC,7.131,7.153,7.233,7.093,6.68389,97990700,2015-12-17
160,BBVA.MC,6.995,7.02,7.058,6.875,6.55642,107978900,2015-12-16
161,BBVA.MC,6.929,6.82,6.985,6.81,6.49455,47000100,2015-12-15
162,BBVA.MC,6.802,7.026,7.08,6.802,6.37552,45179300,2015-12-14
163,BBVA.MC,6.994,7.146,7.185,6.98,6.55548,32934600,2015-12-11
164,BBVA.MC,7.166,7.119,7.243,7.073,6.71669,37552000,2015-12-10
165,BBVA.MC,7.167,7.153,7.251,7.025,6.71763,73366700,2015-12-09
166,BBVA.MC,7.146,7.277,7.292,7.105,6.69795,59962400,2015-12-08
167,BBVA.MC,7.309,7.436,7.445,7.285,6.85073,27693600,2015-12-07
168,BBVA.MC,7.378,7.35,7.43,7.24,6.9154,37977000,2015-12-04
169,BBVA.MC,7.423,7.65,7.69,7.38,6.95758,55928800,2015-12-03
170,BBVA.MC,7.658,7.828,7.882,7.64,7.17785,38449200,2015-12-02
171,BBVA.MC,7.857,7.89,7.94,7.827,7.36437,18103400,2015-12-01
172,BBVA.MC,7.856,7.811,7.907,7.769,7.36343,29451000,2015-11-30
173,BBVA.MC,7.819,7.846,7.925,7.808,7.32875,32216700,2015-11-27
174,BBVA.MC,7.87,7.76,7.91,7.702,7.37655,15175000,2015-11-26
175,BBVA.MC,7.764,7.757,7.80,7.63,7.2772,54727000,2015-11-25
176,BBVA.MC,7.763,7.739,7.763,7.625,7.27626,32704800,2015-11-24
177,BBVA.MC,7.775,7.719,7.818,7.674,7.28751,26628300,2015-11-23
178,BBVA.MC,7.735,7.843,7.874,7.71,7.25002,29291300,2015-11-20
179,BBVA.MC,7.809,7.753,7.895,7.746,7.31938,27267000,2015-11-19
180,BBVA.MC,7.682,7.681,7.716,7.65,7.20034,22008400,2015-11-18
181,BBVA.MC,7.703,7.625,7.734,7.615,7.22002,22783100,2015-11-17
182,BBVA.MC,7.557,7.475,7.63,7.474,7.08318,16985100,2015-11-16
183,BBVA.MC,7.567,7.52,7.617,7.461,7.09255,51973000,2015-11-13
184,BBVA.MC,7.535,7.793,7.818,7.532,7.06256,38065200,2015-11-12
185,BBVA.MC,7.822,7.814,7.925,7.79,7.33156,23977500,2015-11-11
186,BBVA.MC,7.809,7.888,7.949,7.775,7.31938,18639200,2015-11-10
187,BBVA.MC,7.875,7.95,8.005,7.875,7.38124,15726900,2015-11-09
188,BBVA.MC,7.94,7.766,8.006,7.765,7.44216,45879200,2015-11-06
189,BBVA.MC,7.766,7.93,7.95,7.74,7.27907,34077000,2015-11-05
190,BBVA.MC,7.93,7.94,8.05,7.892,7.43279,27650200,2015-11-04
191,BBVA.MC,7.905,7.854,7.918,7.82,7.40936,37871400,2015-11-03
192,BBVA.MC,7.86,7.80,7.913,7.775,7.36718,41024100,2015-11-02
193,BBVA.MC,7.84,7.80,7.905,7.715,7.34843,116955200,2015-10-30
194,BBVA.MC,8.121,8.268,8.27,8.011,7.61182,27596700,2015-10-29
195,BBVA.MC,8.193,8.038,8.22,8.028,7.6793,40778400,2015-10-28
196,BBVA.MC,8.044,8.13,8.136,8.012,7.53964,18963200,2015-10-27
197,BBVA.MC,8.143,8.102,8.21,8.06,7.63244,33270200,2015-10-26
198,BBVA.MC,8.113,8.20,8.279,8.09,7.60432,30781300,2015-10-23
199,BBVA.MC,8.118,7.905,8.184,7.896,7.609,35211400,2015-10-22
200,BBVA.MC,7.94,7.963,7.995,7.852,7.44216,19209600,2015-10-21
201,BBVA.MC,7.929,7.982,8.00,7.85,7.43185,55998700,2015-10-20
202,BBVA.MC,7.975,8.048,8.119,7.937,7.47497,49522600,2015-10-19
203,BBVA.MC,8.038,7.98,8.061,7.943,7.53402,66970000,2015-10-16
204,BBVA.MC,7.932,7.887,7.968,7.875,7.43467,28773000,2015-10-15
205,BBVA.MC,7.82,7.86,7.918,7.791,7.32969,50827800,2015-10-14
