Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-12-09,81.16000366210938,89.5,80.26000213623047,85.19000244140625,12946400,0,0
2021-12-10,84.58000183105469,90.73999786376953,84.0,85.69999694824219,2651300,0,0
2021-12-13,86.0,88.87999725341797,84.5,85.98999786376953,1493700,0,0
2021-12-14,84.19999694824219,87.48999786376953,83.08000183105469,84.01000213623047,1173200,0,0
2021-12-15,83.75499725341797,85.94000244140625,82.56500244140625,84.91999816894531,1909600,0,0
2021-12-16,84.72000122070312,85.37999725341797,81.61000061035156,82.0,497600,0,0
2021-12-17,80.72000122070312,82.44999694824219,79.27100372314453,80.88999938964844,940200,0,0
2021-12-20,80.0,81.06999969482422,79.36000061035156,80.0,404600,0,0
2021-12-21,80.58000183105469,85.16000366210938,80.5199966430664,84.97000122070312,485900,0,0
2021-12-22,83.80999755859375,88.58799743652344,83.38999938964844,85.87000274658203,578300,0,0
2021-12-23,86.27999877929688,90.79000091552734,85.87000274658203,89.81999969482422,386100,0,0
2021-12-27,90.0,102.94999694824219,89.84500122070312,97.5999984741211,901300,0,0
2021-12-28,98.05000305175781,99.62999725341797,91.37000274658203,93.18000030517578,316300,0,0
2021-12-29,93.5199966430664,94.69999694824219,88.41999816894531,89.83000183105469,279200,0,0
2021-12-30,89.8499984741211,93.44000244140625,89.69000244140625,90.54000091552734,246600,0,0
2021-12-31,91.0,93.5,88.80000305175781,91.04000091552734,470300,0,0
2022-01-03,91.5,92.7300033569336,83.3499984741211,84.01000213623047,634100,0,0
2022-01-04,83.69000244140625,84.4000015258789,76.80000305175781,78.83000183105469,1288500,0,0
2022-01-05,78.0,78.69000244140625,70.86499786376953,72.79000091552734,852500,0,0
2022-01-06,73.5,78.29000091552734,71.83999633789062,77.75,1183200,0,0
2022-01-07,77.55999755859375,80.29000091552734,71.19999694824219,71.7699966430664,896800,0,0
2022-01-10,71.5,71.69999694824219,64.51000213623047,70.75,748600,0,0
2022-01-11,70.0,77.95999908447266,68.69999694824219,73.76000213623047,1009200,0,0
2022-01-12,75.3499984741211,76.75,71.2300033569336,72.2699966430664,402500,0,0
2022-01-13,72.72000122070312,73.13999938964844,66.80000305175781,66.97000122070312,735100,0,0
2022-01-14,66.80000305175781,68.52999877929688,63.25,66.69000244140625,721800,0,0
2022-01-18,66.01000213623047,66.05000305175781,63.3120002746582,64.5,540300,0,0
2022-01-19,64.94999694824219,66.24500274658203,62.189998626708984,62.630001068115234,473000,0,0
2022-01-20,63.08000183105469,68.0,62.95000076293945,62.970001220703125,529400,0,0
2022-01-21,62.349998474121094,63.7599983215332,56.52000045776367,58.93000030517578,846000,0,0
2022-01-24,56.81999969482422,63.0,45.43000030517578,62.08000183105469,2873400,0,0
2022-01-25,60.0099983215332,60.779998779296875,54.24100112915039,55.5099983215332,721400,0,0
2022-01-26,59.97999954223633,62.7599983215332,57.25,57.880001068115234,1392500,0,0
2022-01-27,58.099998474121094,60.15599822998047,55.45000076293945,58.650001525878906,760200,0,0
2022-01-28,59.2400016784668,63.40999984741211,57.18000030517578,63.0099983215332,306700,0,0
2022-01-31,63.29999923706055,68.0,63.040000915527344,66.38999938964844,330100,0,0
2022-02-01,66.56999969482422,73.97000122070312,66.08999633789062,71.75,711400,0,0
2022-02-02,71.80000305175781,73.23999786376953,67.55999755859375,68.69999694824219,646800,0,0
2022-02-03,67.5,70.01899719238281,59.349998474121094,59.95000076293945,680400,0,0
2022-02-04,59.959999084472656,67.19999694824219,59.2400016784668,64.88999938964844,611900,0,0
2022-02-07,64.79000091552734,72.91999816894531,64.1500015258789,70.30000305175781,499000,0,0
2022-02-08,70.0,76.80000305175781,69.12000274658203,76.0,418800,0,0
2022-02-09,77.41999816894531,79.3949966430664,72.0,77.97000122070312,552500,0,0
2022-02-10,75.87000274658203,83.12000274658203,75.01000213623047,76.66999816894531,859800,0,0
2022-02-11,76.0,78.98999786376953,67.9000015258789,69.52999877929688,652700,0,0
2022-02-14,69.0199966430664,70.72000122070312,66.33999633789062,68.1500015258789,424000,0,0
2022-02-15,69.51000213623047,70.75900268554688,64.7699966430664,69.75,619000,0,0
2022-02-16,68.58000183105469,69.69000244140625,64.86000061035156,66.05999755859375,367000,0,0
2022-02-17,64.2300033569336,66.0199966430664,56.17100143432617,58.5099983215332,784300,0,0
2022-02-18,60.926998138427734,60.926998138427734,51.49100112915039,54.40999984741211,955900,0,0
2022-02-22,54.31999969482422,56.244998931884766,52.79999923706055,53.68000030517578,621400,0,0
2022-02-23,54.38999938964844,54.84000015258789,48.290000915527344,48.88999938964844,477000,0,0
2022-02-24,47.75,53.75,47.400001525878906,53.5,1414300,0,0
2022-02-25,53.4900016784668,54.79999923706055,49.880001068115234,50.900001525878906,581500,0,0
2022-02-28,50.54999923706055,51.54999923706055,48.11000061035156,50.38999938964844,960400,0,0
2022-03-01,50.150001525878906,53.34000015258789,48.72999954223633,49.0,715300,0,0
2022-03-02,49.45000076293945,51.08000183105469,44.5,49.29999923706055,753100,0,0
2022-03-03,49.310001373291016,49.345001220703125,43.20000076293945,44.9900016784668,1144500,0,0
2022-03-04,44.43000030517578,45.63999938964844,41.650001525878906,42.0099983215332,670400,0,0
2022-03-07,42.61000061035156,43.72999954223633,37.154998779296875,37.4900016784668,1602000,0,0
2022-03-08,37.15999984741211,41.33000183105469,34.470001220703125,38.959999084472656,1714000,0,0
2022-03-09,40.779998779296875,43.43000030517578,40.779998779296875,42.25,915300,0,0
2022-03-10,40.95000076293945,41.98500061035156,36.40999984741211,37.7400016784668,1200200,0,0
2022-03-11,38.709999084472656,43.0,32.900001525878906,33.560001373291016,3571900,0,0
2022-03-14,33.540000915527344,35.650001525878906,31.360000610351562,32.45000076293945,2489700,0,0
2022-03-15,33.09000015258789,35.310001373291016,32.349998474121094,33.790000915527344,1172200,0,0
2022-03-16,34.939998626708984,42.439998626708984,34.744998931884766,41.15999984741211,1905800,0,0
2022-03-17,40.34000015258789,44.470001220703125,39.13999938964844,44.20000076293945,1433100,0,0
2022-03-18,43.560001373291016,47.369998931884766,42.86000061035156,46.79999923706055,2031500,0,0
2022-03-21,46.290000915527344,50.709999084472656,46.0099983215332,48.439998626708984,2053100,0,0
2022-03-22,48.310001373291016,53.7599983215332,46.90999984741211,50.36000061035156,1212000,0,0
2022-03-23,49.43000030517578,51.66999816894531,48.29999923706055,50.689998626708984,766300,0,0
2022-03-24,50.849998474121094,54.529998779296875,48.720001220703125,54.29999923706055,912500,0,0
2022-03-25,54.25,54.43000030517578,49.97999954223633,51.29999923706055,1469000,0,0
2022-03-28,50.209999084472656,53.79999923706055,48.90999984741211,53.099998474121094,891700,0,0
2022-03-29,54.20000076293945,57.369998931884766,52.13999938964844,56.959999084472656,700800,0,0
