Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-06-20,9.941453972684053,10.14856759711497,9.900031089782715,9.900031089782715,11000,0.0,0
2001-06-21,10.14856377769919,10.562790870666504,10.14856377769919,10.562790870666504,39300,0.0,0
2001-06-22,10.562795597124165,10.624929530856788,10.562795597124165,10.604218482971191,33800,0.0,0
2001-06-25,10.728484729881702,10.977021217346191,10.728484729881702,10.977021217346191,9100,0.0,0
2001-06-26,10.977019406208134,10.977019406208134,10.83203974660159,10.956308364868164,109800,0.0,0
2001-06-27,10.956314878615514,11.018448829650879,10.952172509869682,11.018448829650879,185300,0.0,0
2001-06-28,11.101292117274848,11.39125156402588,11.101292117274848,11.391251564025879,66000,0.0,0
2001-06-29,11.411965037117886,11.639790590808973,11.411965037117886,11.598367691040039,71300,0.0,0
2001-07-02,11.598367691040039,11.764058500039678,11.598367691040039,11.598367691040039,69700,0.0,0
2001-07-03,11.602504236577655,11.664638160007186,11.602504236577655,11.619072914123535,56200,0.0,0
2001-07-05,11.619073113478,11.619073113478,11.573508656888277,11.577651023864746,61900,0.0,0
2001-07-06,11.577652320590156,12.426817893981934,11.142713220255306,12.426817893981934,3337400,0.0,0
2001-07-09,12.426814503297972,12.96530948241065,12.34396875724575,12.389533996582031,1674700,0.0,0
2001-07-10,12.389535421897184,12.43095829968866,11.826186180114744,11.826186180114746,1210400,0.0,0
2001-07-11,11.784767046957935,12.01673411464071,11.755770472181194,11.8054780960083,2426400,0.0,0
2001-07-12,11.809618896136685,12.509663164157047,11.809618896136685,12.198992729187012,1294600,0.0,0
2001-07-13,12.157571070935367,12.435103385729423,12.008448994306962,12.012591361999512,709500,0.0,0
2001-07-16,12.012591552734374,12.265270455460994,11.813762640790083,11.909034729003906,593900,0.0,0
2001-07-17,11.909033748403505,12.323261009217541,11.892464278734561,12.25698471069336,837100,0.0,0
2001-07-18,12.227988969052822,12.426817865279094,12.19070845225092,12.215561866760254,396600,0.0,0
2001-07-19,12.194851633810915,12.219705049979463,11.933887998775655,11.971168518066406,303600,0.0,0
2001-07-20,11.929746868061706,12.074726592550233,11.929746868061706,11.996023178100586,519000,0.0,0
2001-07-23,11.996020380027774,12.016732215881348,11.84689911226081,12.016732215881348,206100,0.0,0
2001-07-24,11.991876669290173,12.136855544091203,11.904888554333944,12.004302978515625,268600,0.0,0
2001-07-25,12.000165656844393,12.33983273651933,11.909035927219962,12.24041748046875,385200,0.0,0
2001-07-26,12.178279767857633,12.406105206502714,12.08715006644502,12.397820472717285,208500,0.0,0
2001-07-27,12.393680544029444,12.654643389003978,12.385395808614163,12.64635944366455,274600,0.0,0
2001-07-30,12.65049973660706,13.317405816719008,12.65049973660706,13.097865104675293,289200,0.0,0
2001-07-31,13.089583065583861,13.876614791251612,13.089583065583861,13.677785873413086,357300,0.0,0
2001-08-01,13.710920787307474,14.199709048911567,13.710920787307474,14.083725929260254,759800,0.0,0
2001-08-02,14.063013472605771,14.166570270518699,13.942887207790456,13.963598251342773,365500,0.0,0
2001-08-03,13.876610482740862,13.897321525640068,13.503805389949996,13.524518013000488,139800,0.0,0
2001-08-06,13.586650901943026,13.628074567161748,13.288408413124516,13.313261032104492,161700,0.0,0
2001-08-07,13.31326321943421,13.545231042316907,13.296693750624407,13.44167423248291,186400,0.0,0
2001-08-08,13.462383993113116,13.50380608103138,13.255270393219067,13.458242416381836,322400,0.0,0
2001-08-09,13.462384454620882,13.503806543959147,13.400249740462064,13.46652603149414,169400,0.0,0
2001-08-10,13.4665290650065,13.565944314024915,13.296695932220198,13.317408561706543,328500,0.0,0
2001-08-13,13.313260599870318,13.313260599870318,13.25112668421076,13.255269050598145,396200,0.0,0
2001-08-14,13.669496365741855,13.669496365741855,13.454098051572624,13.58250904083252,269000,0.0,0
2001-08-15,13.586650460832857,13.710918292151973,13.255269050598145,13.255269050598145,307000,0.0,0
2001-08-16,13.255269050598145,13.317403756333306,13.172423303001665,13.255269050598145,280600,0.0,0
2001-08-17,13.23456045980557,13.358828314139357,13.168284165484115,13.354686737060547,211200,0.0,0
2001-08-20,13.375398025382337,13.375398025382337,13.255271745948313,13.263556480407715,150900,0.0,0
2001-08-21,13.255272579022401,13.44167516569523,13.255272579022401,13.37954044342041,321800,0.0,0
2001-08-22,13.338116377901146,13.51623420327613,13.317405333586905,13.462384223937988,234300,0.0,0
2001-08-23,13.35883236596226,13.462389206008478,13.338121313983411,13.420967102050781,72300,0.0,0
2001-08-24,13.400255203247072,13.420967836511394,13.338122043910298,13.40025520324707,69600,0.0,0
2001-08-27,13.400248595302676,13.557655365608962,13.400248595302676,13.524518013000488,80900,0.0,0
