Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1985-04-18,0.0,0.11210512088995978,0.11006712168455124,0.11006712168455124,15957000,0.0,0.0
1985-04-19,0.11108609288930893,0.11210509223151714,0.11108609288930893,0.11108609288930893,13065300,0.0,0.0
1985-04-22,0.11006712168455124,0.11006712168455124,0.11006712168455124,0.11006712168455124,2891700,0.0,0.0
1985-04-23,0.1100670922065018,0.1100670922065018,0.10802843421697617,0.10802843421697617,5718600,0.0,0.0
1985-04-24,0.10802843421697617,0.10904743354677314,0.10802843421697617,0.10802843421697617,2122200,0.0,0.0
1985-04-25,0.10395181043537081,0.10395181043537081,0.10293281078338623,0.10293281078338623,6172200,0.0,0.0
1985-04-26,0.10293279281629797,0.10293279281629797,0.10089479386806488,0.10089479386806488,2381400,0.0,0.0
1985-04-29,0.09987578584899057,0.09987578584899057,0.09783712774515152,0.09783712774515152,2502900,0.0,0.0
1985-04-30,0.09783712774515152,0.10089478523592575,0.09783712774515152,0.09783712774515152,2745900,0.0,0.0
1985-05-01,0.09478013267965632,0.09478013267965632,0.0927414745092392,0.0927414745092392,5030100,0.0,0.0
1985-05-02,0.09274150303815722,0.09376050277183293,0.0917225033044815,0.0917225033044815,1806300,0.0,0.0
1985-05-03,0.09478013962507248,0.0978371381097274,0.09478013962507248,0.09478013962507248,1741500,0.0,0.0
1985-05-06,0.09681812673807144,0.09987578417767914,0.09681812673807144,0.09681812673807144,218700,0.0,0.0
1985-05-07,0.09783712774515152,0.10089478523592575,0.09783712774515152,0.09783712774515152,1984500,0.0,0.0
1985-05-08,0.09783712774515152,0.10089478523592575,0.09783712774515152,0.09783712774515152,307800,0.0,0.0
1985-05-09,0.10293281078338623,0.1080284683734493,0.10293281078338623,0.10293281078338623,1701000,0.0,0.0
1985-05-10,0.1059904545545578,0.10802845357943205,0.1059904545545578,0.1059904545545578,2357100,0.0,0.0
1985-05-13,0.10700945556163788,0.10904745461497765,0.10700945556163788,0.10700945556163788,1247400,0.0,0.0
1985-05-14,0.10700945556163788,0.10904745461497765,0.10700945556163788,0.10700945556163788,437400,0.0,0.0
1985-05-15,0.10700945556163788,0.10802845508830776,0.10700945556163788,0.10700945556163788,1701000,0.0,0.0
