,High,Low,Close,Symbol,Adj_Close,Date,Open,Volume
0,1.54,1.50,1.525,CRND.L,1.525,2016-07-27,1.539,2014600
1,1.59,1.51,1.525,CRND.L,1.525,2016-07-26,1.575,2272100
2,1.625,1.55,1.575,CRND.L,1.575,2016-07-25,1.605,3459600
3,1.75,1.59,1.625,CRND.L,1.625,2016-07-22,1.63,11954000
4,1.555,1.51,1.525,CRND.L,1.525,2016-07-21,1.55,373100
5,1.63,1.55,1.625,CRND.L,1.625,2016-07-20,1.60,2525800
6,1.60,1.46,1.60,CRND.L,1.60,2016-07-19,1.50,2884700
7,1.574,1.50,1.525,CRND.L,1.525,2016-07-18,1.555,1225900
8,1.59,1.53,1.575,CRND.L,1.575,2016-07-15,1.59,703500
9,1.60,1.53,1.575,CRND.L,1.575,2016-07-14,1.551,1229900
10,1.64,1.55,1.60,CRND.L,1.60,2016-07-13,1.565,735500
11,1.60,1.55,1.60,CRND.L,1.60,2016-07-12,1.60,854100
12,1.62,1.55,1.60,CRND.L,1.60,2016-07-11,1.60,2040600
13,1.638,1.55,1.625,CRND.L,1.625,2016-07-08,1.59,4258300
14,1.65,1.576,1.60,CRND.L,1.60,2016-07-07,1.61,1587800
15,1.729,1.525,1.625,CRND.L,1.625,2016-07-06,1.729,3678400
16,1.73,1.68,1.725,CRND.L,1.725,2016-07-05,1.68,1076100
17,1.73,1.65,1.65,CRND.L,1.65,2016-07-04,1.713,1484000
18,1.79,1.651,1.725,CRND.L,1.725,2016-07-01,1.651,2691700
19,1.975,1.55,1.65,CRND.L,1.65,2016-06-30,1.953,5560500
20,2.19,1.80,1.975,CRND.L,1.975,2016-06-29,2.10,7822400
21,2.32,2.175,2.20,CRND.L,2.20,2016-06-28,2.30,1680000
22,2.489,2.25,2.35,CRND.L,2.35,2016-06-27,2.489,2347600
23,2.70,2.36,2.575,CRND.L,2.575,2016-06-24,2.403,829200
24,2.52,2.40,2.425,CRND.L,2.425,2016-06-23,2.465,1425700
25,2.525,2.45,2.525,CRND.L,2.525,2016-06-22,2.45,971400
26,2.535,2.50,2.50,CRND.L,2.50,2016-06-21,2.533,580700
27,2.58,2.50,2.55,CRND.L,2.55,2016-06-20,2.515,1108900
28,2.60,2.52,2.55,CRND.L,2.55,2016-06-17,2.555,1034500
29,2.65,2.55,2.55,CRND.L,2.55,2016-06-16,2.60,824400
30,2.65,2.55,2.625,CRND.L,2.625,2016-06-15,2.58,672100
31,2.65,2.575,2.65,CRND.L,2.65,2016-06-14,2.61,416400
32,2.82,2.575,2.65,CRND.L,2.65,2016-06-13,2.82,904500
33,2.82,2.606,2.725,CRND.L,2.725,2016-06-10,2.606,1118200
34,2.768,2.601,2.625,CRND.L,2.625,2016-06-09,2.766,1136500
35,3.00,2.763,2.775,CRND.L,2.775,2016-06-08,2.97,2416200
36,3.51,2.638,2.875,CRND.L,2.875,2016-06-07,2.638,12338400
37,2.60,2.45,2.50,CRND.L,2.50,2016-06-06,2.45,667600
38,2.50,2.325,2.45,CRND.L,2.45,2016-06-03,2.325,1617500
39,2.45,2.27,2.325,CRND.L,2.325,2016-06-02,2.45,754300
40,2.549,2.31,2.375,CRND.L,2.375,2016-06-01,2.549,306500
41,2.55,2.248,2.50,CRND.L,2.50,2016-05-31,2.40,521700
42,2.50,2.50,2.50,CRND.L,2.50,2016-05-30,2.50,000
43,2.60,2.388,2.50,CRND.L,2.50,2016-05-27,2.51,833100
44,2.64,2.50,2.75,CRND.L,2.75,2016-05-26,2.60,330100
45,2.70,2.50,2.75,CRND.L,2.75,2016-05-25,2.58,276200
46,2.70,2.498,2.75,CRND.L,2.75,2016-05-24,2.625,612800
47,2.74,2.625,2.75,CRND.L,2.75,2016-05-23,2.65,254400
48,2.68,2.65,2.75,CRND.L,2.75,2016-05-20,2.68,110700
49,3.00,2.68,2.75,CRND.L,2.75,2016-05-19,3.00,15400
50,2.85,2.68,2.75,CRND.L,2.75,2016-05-18,2.75,330500
51,2.75,2.625,2.625,CRND.L,2.625,2016-05-17,2.67,328900
52,2.848,2.65,2.75,CRND.L,2.75,2016-05-16,2.848,1156200
53,2.85,2.79,2.875,CRND.L,2.875,2016-05-13,2.85,260100
54,2.875,2.785,2.875,CRND.L,2.875,2016-05-12,2.825,615700
55,2.825,2.775,2.875,CRND.L,2.875,2016-05-11,2.804,90000
56,2.84,2.68,2.85,CRND.L,2.85,2016-05-10,2.68,457500
57,2.87,2.56,2.625,CRND.L,2.625,2016-05-09,2.79,723500
58,3.01,2.75,2.875,CRND.L,2.875,2016-05-06,3.01,1210700
59,3.24,2.99,3.00,CRND.L,3.00,2016-05-05,3.125,2984900
60,3.24,3.125,3.125,CRND.L,3.125,2016-05-04,3.125,246600
61,3.50,3.05,3.125,CRND.L,3.125,2016-05-03,3.50,940700
62,3.75,3.325,3.75,CRND.L,3.75,2016-04-29,3.40,914300
63,3.60,3.05,3.375,CRND.L,3.375,2016-04-28,3.05,3759800
64,3.15,3.05,3.125,CRND.L,3.125,2016-04-27,3.15,165000
65,3.15,3.038,3.125,CRND.L,3.125,2016-04-26,3.038,36000
66,3.15,3.035,3.125,CRND.L,3.125,2016-04-25,3.035,574800
67,3.15,3.03,3.125,CRND.L,3.125,2016-04-22,3.15,40000
68,3.15,3.00,3.125,CRND.L,3.125,2016-04-21,3.125,789600
69,3.10,3.01,3.125,CRND.L,3.125,2016-04-20,3.01,300100
70,3.25,3.00,3.125,CRND.L,3.125,2016-04-19,3.049,2121200
71,3.05,2.955,3.00,CRND.L,3.00,2016-04-18,2.955,577300
72,3.05,2.91,3.00,CRND.L,3.00,2016-04-15,2.955,987300
73,3.10,2.83,3.00,CRND.L,3.00,2016-04-14,2.90,2306900
74,3.125,2.80,2.875,CRND.L,2.875,2016-04-13,3.09,3231100
75,3.20,3.00,3.125,CRND.L,3.125,2016-04-12,3.00,4253600
76,3.875,3.00,3.00,CRND.L,3.00,2016-04-11,3.86,5221200
77,3.40,3.05,3.375,CRND.L,3.375,2016-04-08,3.05,990100
78,3.288,3.10,3.125,CRND.L,3.125,2016-04-07,3.25,2166300
79,3.60,3.10,3.375,CRND.L,3.375,2016-04-06,3.45,3597100
80,3.45,3.25,3.375,CRND.L,3.375,2016-04-05,3.375,515800
81,3.60,3.375,3.50,CRND.L,3.50,2016-04-04,3.60,91300
82,3.60,3.36,3.50,CRND.L,3.50,2016-04-01,3.36,202900
83,3.60,3.30,3.375,CRND.L,3.375,2016-03-31,3.35,352700
84,3.65,3.35,3.50,CRND.L,3.50,2016-03-30,3.45,328000
85,3.65,3.50,3.50,CRND.L,3.50,2016-03-29,3.50,125300
86,3.50,3.50,3.50,CRND.L,3.50,2016-03-28,3.50,000
