,exog_1,exog_2,exog_3,exog_4,exog_5,exog_6,exog_7,exog_8,exog_9,exog_10,Date
95,0,0,0,0,0,0,0,0,0,0,2000-01-04 23:00:00
96,0,0,0,AH,AH,0,0,0,0,0,2000-01-05 00:00:00
97,0,0,0,0,0,AI,0,0,0,0,2000-01-05 01:00:00
98,0,0,0,AI,0,0,0,0,0,0,2000-01-05 02:00:00
99,AD,0,0,0,0,0,0,0,0,0,2000-01-05 03:00:00
100,0,0,0,0,0,0,0,0,0,0,2000-01-05 04:00:00
101,0,0,0,AI,AI,0,0,0,0,0,2000-01-05 05:00:00
102,0,0,0,0,0,0,0,0,0,0,2000-01-05 06:00:00
103,0,AD,0,0,0,0,0,0,0,0,2000-01-05 07:00:00
104,0,0,0,0,0,AJ,0,0,0,0,2000-01-05 08:00:00
105,0,0,AG,AG,AG,0,0,0,0,0,2000-01-05 09:00:00
106,0,0,0,0,0,0,0,0,0,0,2000-01-05 10:00:00
107,0,0,AG,0,0,0,0,0,0,0,2000-01-05 11:00:00
108,0,0,0,0,0,0,0,0,0,0,2000-01-05 12:00:00
109,0,0,0,0,0,AK,AK,0,0,0,2000-01-05 13:00:00
110,0,0,0,AI,AI,0,0,0,0,0,2000-01-05 14:00:00
111,0,0,0,0,AJ,AJ,0,0,0,0,2000-01-05 15:00:00
112,0,0,0,0,0,0,0,0,0,0,2000-01-05 16:00:00
113,0,0,AH,0,AH,0,0,0,0,0,2000-01-05 17:00:00
114,0,0,0,0,0,0,0,0,0,0,2000-01-05 18:00:00
115,0,0,0,0,0,0,0,0,0,0,2000-01-05 19:00:00
116,0,0,0,0,AH,0,0,0,0,0,2000-01-05 20:00:00
117,AD,AD,0,0,0,0,0,0,0,0,2000-01-05 21:00:00
118,0,0,AG,0,0,0,0,0,0,0,2000-01-05 22:00:00
119,0,0,0,0,0,0,0,0,0,0,2000-01-05 23:00:00
120,0,0,0,AH,AH,0,0,0,0,0,2000-01-06 00:00:00
121,0,AF,0,0,0,0,0,0,0,0,2000-01-06 01:00:00
122,0,0,0,0,0,0,AM,AM,0,0,2000-01-06 02:00:00
123,0,0,0,0,0,0,AL,AL,0,0,2000-01-06 03:00:00
124,0,0,0,AI,AI,AI,0,0,0,0,2000-01-06 04:00:00
125,0,0,0,0,0,0,0,AM,0,0,2000-01-06 05:00:00
126,0,0,0,0,AI,AI,0,0,0,0,2000-01-06 06:00:00
127,0,0,AH,0,0,0,0,0,0,0,2000-01-06 07:00:00
128,0,0,0,0,0,0,0,0,0,0,2000-01-06 08:00:00
129,0,0,0,0,AJ,AJ,0,0,0,0,2000-01-06 09:00:00
130,AE,0,AE,0,0,0,0,0,0,0,2000-01-06 10:00:00
131,0,0,0,0,AJ,0,0,0,0,0,2000-01-06 11:00:00
132,0,0,0,AH,AH,0,0,0,0,0,2000-01-06 12:00:00
133,0,0,0,AG,0,0,0,0,0,0,2000-01-06 13:00:00
134,AE,0,0,0,0,0,0,0,0,0,2000-01-06 14:00:00
135,0,0,0,0,0,0,0,0,AN,0,2000-01-06 15:00:00
136,0,0,0,0,0,0,0,0,0,0,2000-01-06 16:00:00
137,0,0,0,AH,AH,0,0,0,0,0,2000-01-06 17:00:00
138,0,0,0,0,AI,AI,0,0,0,0,2000-01-06 18:00:00
139,0,0,0,0,0,AJ,0,0,0,0,2000-01-06 19:00:00
140,0,0,0,0,0,0,AK,AK,0,0,2000-01-06 20:00:00
141,0,0,0,0,AI,0,0,0,0,0,2000-01-06 21:00:00
142,0,0,0,AI,0,0,0,0,0,0,2000-01-06 22:00:00
143,0,0,0,0,0,0,0,0,0,0,2000-01-06 23:00:00
144,0,0,0,0,0,0,AK,0,0,0,2000-01-07 00:00:00
145,0,0,0,0,0,0,0,0,0,0,2000-01-07 01:00:00
146,0,0,0,0,0,AI,0,0,0,0,2000-01-07 02:00:00
147,0,0,0,0,0,0,0,AM,AM,0,2000-01-07 03:00:00
148,0,0,0,0,0,0,AJ,0,0,0,2000-01-07 04:00:00
149,0,0,0,0,AI,0,0,0,0,0,2000-01-07 05:00:00
150,0,0,0,AI,0,0,0,0,0,0,2000-01-07 06:00:00
151,0,0,0,AH,0,0,0,0,0,0,2000-01-07 07:00:00
152,0,0,AF,0,0,0,0,0,0,0,2000-01-07 08:00:00
153,0,0,0,0,0,0,0,AL,0,0,2000-01-07 09:00:00
154,0,0,0,AG,0,0,0,0,0,0,2000-01-07 10:00:00
155,AD,AD,0,0,0,0,0,0,0,0,2000-01-07 11:00:00
156,0,0,0,0,AJ,AJ,0,0,0,0,2000-01-07 12:00:00
157,0,0,0,0,0,0,AK,0,0,0,2000-01-07 13:00:00
158,0,0,AF,0,0,0,0,0,0,0,2000-01-07 14:00:00
159,0,0,0,0,0,0,0,0,0,0,2000-01-07 15:00:00
160,0,0,0,0,0,0,0,0,0,0,2000-01-07 16:00:00
161,0,0,0,0,0,AK,AK,0,0,0,2000-01-07 17:00:00
162,0,0,AH,AH,AH,0,0,0,0,0,2000-01-07 18:00:00
163,0,0,0,0,0,AK,0,0,0,0,2000-01-07 19:00:00
164,0,0,0,0,0,0,0,0,0,0,2000-01-07 20:00:00
165,0,0,0,0,AJ,0,0,0,0,0,2000-01-07 21:00:00
166,0,0,0,AH,AH,0,0,0,0,0,2000-01-07 22:00:00
167,0,0,0,0,0,AK,0,AK,0,0,2000-01-07 23:00:00
168,0,0,0,0,0,AK,0,0,0,0,2000-01-08 00:00:00
169,0,0,0,0,0,AK,0,0,0,0,2000-01-08 01:00:00
170,0,0,AH,0,0,0,0,0,0,0,2000-01-08 02:00:00
171,0,0,0,0,AI,0,0,0,0,0,2000-01-08 03:00:00
172,0,0,0,0,AJ,0,0,0,0,0,2000-01-08 04:00:00
173,0,0,0,0,0,0,AK,0,0,0,2000-01-08 05:00:00
174,0,0,0,AG,0,0,0,0,0,0,2000-01-08 06:00:00
175,0,0,0,0,0,AK,0,0,0,0,2000-01-08 07:00:00
176,0,0,0,0,0,0,AJ,0,0,0,2000-01-08 08:00:00
177,0,0,AG,AG,0,0,0,0,0,0,2000-01-08 09:00:00
178,0,0,0,0,0,0,0,AL,0,0,2000-01-08 10:00:00
179,0,0,0,AI,AI,0,0,0,0,0,2000-01-08 11:00:00
180,0,0,0,0,AH,0,0,0,0,0,2000-01-08 12:00:00
181,0,0,0,0,AI,0,0,0,0,0,2000-01-08 13:00:00
182,0,0,0,0,0,0,0,0,0,0,2000-01-08 14:00:00
183,0,0,AG,0,0,0,0,0,0,0,2000-01-08 15:00:00
184,0,0,0,0,0,AI,0,0,0,0,2000-01-08 16:00:00
185,0,0,0,0,AJ,0,0,0,0,0,2000-01-08 17:00:00
186,0,0,0,0,0,AK,AK,0,0,0,2000-01-08 18:00:00
187,0,0,0,0,0,0,0,0,0,0,2000-01-08 19:00:00
188,0,0,0,0,0,0,AL,AL,AL,0,2000-01-08 20:00:00
189,0,0,0,0,0,0,0,0,0,0,2000-01-08 21:00:00
190,0,0,0,AI,AI,0,0,0,0,0,2000-01-08 22:00:00
191,0,0,0,0,AH,0,0,0,0,0,2000-01-08 23:00:00
192,0,0,0,0,AJ,AJ,0,0,0,0,2000-01-09 00:00:00
193,0,AF,AF,0,0,0,0,0,0,0,2000-01-09 01:00:00
194,0,0,0,0,0,0,0,AM,AM,0,2000-01-09 02:00:00
195,0,0,0,0,0,0,0,AK,0,0,2000-01-09 03:00:00
196,0,0,AF,0,0,0,0,0,0,0,2000-01-09 04:00:00
197,0,0,0,0,AJ,0,AJ,0,0,0,2000-01-09 05:00:00
198,0,0,0,0,0,0,0,0,0,0,2000-01-09 06:00:00
199,0,0,0,0,AJ,0,0,0,0,0,2000-01-09 07:00:00
200,0,0,0,0,0,0,0,0,0,0,2000-01-09 08:00:00
201,0,0,0,0,AJ,0,0,0,0,0,2000-01-09 09:00:00
202,0,0,0,0,0,0,0,0,0,AN,2000-01-09 10:00:00
203,0,0,0,AI,0,AI,0,0,0,0,2000-01-09 11:00:00
204,0,0,0,0,0,AK,AK,AK,0,0,2000-01-09 12:00:00
205,0,0,0,0,AI,AI,0,0,0,0,2000-01-09 13:00:00
206,0,0,0,0,0,0,0,0,0,0,2000-01-09 14:00:00
207,0,0,AH,0,AH,0,0,0,0,0,2000-01-09 15:00:00
208,0,0,0,0,AH,0,0,0,0,0,2000-01-09 16:00:00
209,0,0,AG,0,0,0,0,0,0,0,2000-01-09 17:00:00
210,0,AF,0,0,0,0,0,0,0,0,2000-01-09 18:00:00
211,0,0,AG,AG,AG,0,0,0,0,0,2000-01-09 19:00:00
212,0,0,AG,0,0,0,0,0,0,0,2000-01-09 20:00:00
213,0,0,0,0,0,AJ,0,0,0,0,2000-01-09 21:00:00
214,0,0,0,AI,0,0,0,0,0,0,2000-01-09 22:00:00
215,0,0,0,0,0,AJ,0,0,0,0,2000-01-09 23:00:00
216,0,AF,0,0,0,0,0,0,0,0,2000-01-10 00:00:00
217,0,0,0,0,0,AK,AK,0,0,0,2000-01-10 01:00:00
218,0,0,0,0,0,0,0,0,0,0,2000-01-10 02:00:00
219,0,0,0,0,0,0,AL,0,0,0,2000-01-10 03:00:00
220,0,0,AG,0,AG,0,0,0,0,0,2000-01-10 04:00:00
221,0,0,0,0,0,0,0,0,0,0,2000-01-10 05:00:00
222,0,0,0,0,0,0,0,0,0,0,2000-01-10 06:00:00
223,0,0,0,0,AI,0,0,0,0,0,2000-01-10 07:00:00
224,0,0,0,AI,0,0,0,0,0,0,2000-01-10 08:00:00
225,0,0,0,0,0,0,AJ,0,0,0,2000-01-10 09:00:00
226,0,0,AE,0,0,0,0,0,0,0,2000-01-10 10:00:00
227,0,0,0,0,0,AK,AK,0,0,0,2000-01-10 11:00:00
228,0,0,0,AI,AI,AI,0,0,0,0,2000-01-10 12:00:00
229,0,0,0,0,0,AK,0,0,0,0,2000-01-10 13:00:00
230,0,0,0,0,0,0,0,AM,AM,0,2000-01-10 14:00:00
231,0,0,0,0,0,0,0,0,0,0,2000-01-10 15:00:00
232,0,0,0,0,0,0,AL,AL,AL,0,2000-01-10 16:00:00
233,0,0,0,0,0,AI,0,0,0,0,2000-01-10 17:00:00
234,0,0,0,0,0,AI,0,0,0,0,2000-01-10 18:00:00
235,0,0,0,0,0,0,0,0,0,0,2000-01-10 19:00:00
236,0,0,0,0,AI,0,0,0,0,0,2000-01-10 20:00:00
237,0,0,0,0,0,0,0,0,0,0,2000-01-10 21:00:00
238,0,0,0,0,AH,0,0,0,0,0,2000-01-10 22:00:00
239,0,0,0,0,0,0,0,0,0,AO,2000-01-10 23:00:00
240,AC,0,0,0,0,0,0,0,0,0,2000-01-11 00:00:00
241,0,0,0,AH,0,0,0,0,0,0,2000-01-11 01:00:00
242,AD,0,0,0,0,0,0,0,0,0,2000-01-11 02:00:00
243,0,0,0,0,0,0,0,0,0,0,2000-01-11 03:00:00
244,0,0,0,0,AJ,0,0,0,0,0,2000-01-11 04:00:00
245,0,0,0,0,0,0,AL,AL,AL,0,2000-01-11 05:00:00
246,0,0,0,0,0,AI,0,0,0,0,2000-01-11 06:00:00
247,0,0,0,0,0,0,0,0,0,0,2000-01-11 07:00:00
248,0,0,0,0,0,0,AK,0,0,0,2000-01-11 08:00:00
249,0,0,0,0,0,0,0,0,0,0,2000-01-11 09:00:00
