Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-02-07,1.4304519894705645,1.520432147089768,1.4281451402181733,1.4927459955215454,471430671.0,0.0,0.0
2002-02-08,1.4858243181649677,1.495053529555531,1.4673672155635598,1.4696742296218872,116355147.0,0.0,0.0
2002-02-25,1.49505383900577,1.5296615323808458,1.478903087029904,1.5112037658691406,111496467.0,0.0,0.0
2002-02-26,1.4881324386134707,1.518125445613932,1.476596209704792,1.5158185958862305,37996650.0,0.0,0.0
2002-02-27,1.515818328509378,1.585033709482301,1.5088967904120858,1.555039882659912,127304916.0,0.0,0.0
2002-02-28,1.5550400107668048,1.5734977772584708,1.5365830693876328,1.5481184720993042,47163642.0,0.0,0.0
2002-03-01,1.545811406787298,1.575804406780999,1.543504392576031,1.5527329444885254,33230682.0,0.0,0.0
2002-03-04,1.550426238150715,1.571190855377699,1.5458117137444323,1.5688831806182861,22706460.0,0.0,0.0
2002-03-05,1.5758044857554778,1.6057983123647563,1.559654560354847,1.5873407125473022,39871389.0,0.0,0.0
2002-03-06,1.5942621160424497,1.601183653506398,1.5734975036506058,1.575804352760315,43282749.0,0.0,0.0
2002-03-07,1.5758042351715895,1.6542489806658902,1.5734973862340207,1.645019769668579,73851375.0,0.0,0.0
2002-03-08,1.6519418288334595,1.6611710427483408,1.6057985646417228,1.6334847211837769,81848460.0,0.0,0.0
2002-03-11,1.6334842370324894,1.645019802127612,1.6150266397859565,1.6404057741165161,39782556.0,0.0,0.0
2002-03-12,1.6404063620664282,1.6404063620664282,1.589647910190144,1.5942625999450684,47004696.0,0.0,0.0
2002-03-13,1.5942623397203772,1.612719940569677,1.5734977244152195,1.589647650718689,18864261.0,0.0,0.0
2002-03-14,1.5896474119232136,1.6242552639222074,1.5873405628363821,1.6150267124176025,23330613.0,0.0,0.0
2002-03-15,1.6219484934605872,1.6357915703306922,1.5873408012853247,1.589647650718689,27012597.0,0.0,0.0
2002-03-18,1.612720089831667,1.6265631679829895,1.5527332528200934,1.5688831806182861,21111183.0,0.0,0.0
2002-03-19,1.5642693298286419,1.6357917358731047,1.5642693298286419,1.6334847211837769,26546919.0,0.0,0.0
2002-03-20,1.6404060293169422,1.6496345818422167,1.60118381471647,1.6265629529953003,34987710.0,0.0,0.0
2002-03-21,1.638098441283109,1.6634775783441558,1.6173338277970077,1.6542491912841797,48779703.0,0.0,0.0
2002-03-22,1.6588631829284965,1.6657847212919363,1.6311770294747376,1.6473277807235718,21917427.0,0.0,0.0
2002-03-25,1.6473276454638328,1.6727061223118465,1.6288698812985514,1.6611707210540771,19985865.0,0.0,0.0
2002-03-26,1.6611710427483408,1.6680925818838543,1.6242556722914057,1.6334847211837769,20061978.0,0.0,0.0
2002-03-27,1.6265631820482633,1.6427132750086182,1.6104125940203786,1.6334847211837769,12958725.0,0.0,0.0
2002-03-28,1.6311769485473633,1.6427130102699172,1.6196413818922595,1.6311769485473633,8717361.0,0.0,0.0
2002-03-29,1.6242553944717257,1.6242553944717257,1.5781121381725314,1.582726001739502,17385420.0,0.0,0.0
2002-04-01,1.5688831440407167,1.5988769744034868,1.5665762944476296,1.596569299697876,7881582.0,0.0,0.0
2002-04-02,1.5919552094209874,1.594262223708968,1.5665760719834263,1.571190595626831,7589700.0,0.0,0.0
2002-04-03,1.5734975036506058,1.5988766393742186,1.5665759661866578,1.575804352760315,9901560.0,0.0,0.0
2002-04-04,1.571190947278005,1.6127201841610537,1.5642694077974968,1.6081056594848633,6507804.0,0.0,0.0
2002-04-05,1.6173339994235623,1.6450201536763343,1.6081054463618014,1.6242555379867554,21693171.0,0.0,0.0
2002-04-08,1.6242555379867554,1.6519416922395271,1.6150269849249943,1.6242555379867554,7677225.0,0.0,0.0
2002-04-09,1.6334845389742008,1.6519416445650568,1.6242554911112979,1.6473277807235718,16672797.0,0.0,0.0
2002-04-10,1.6496350201769263,1.651942035154391,1.6242558751544467,1.638098955154419,13899789.0,0.0,0.0
2002-04-11,1.6265632199951556,1.6496348526292735,1.605798602104187,1.605798602104187,8589000.0,0.0,0.0
2002-04-12,1.6011836376269923,1.6380983387128176,1.5988766235176926,1.6150267124176025,6167868.0,0.0,0.0
2002-04-15,1.6150268994051287,1.6357915139951675,1.6034906723656877,1.6196414232254028,4437195.0,0.0,0.0
2002-04-16,1.6357918174068957,1.658863450652738,1.6034909697861548,1.6081056594848633,2360115.0,0.0,0.0
2002-04-17,1.6127200522320662,1.6127200522320662,1.587340911190499,1.596569299697876,3782307.0,0.0,0.0
2002-04-18,1.603490989319796,1.603490989319796,1.589647910190144,1.5942625999450684,4581261.0,0.0,0.0
2002-04-19,1.5942621002316872,1.6173337265269023,1.5781120113317773,1.6150267124176025,7560969.0,0.0,0.0
2002-04-22,1.6127198850287232,1.638098528371573,1.6057983468320436,1.6196414232254028,10050264.0,0.0,0.0
2002-04-23,1.615026891038112,1.6404060293169422,1.615026891038112,1.6265629529953003,5816985.0,0.0,0.0
2002-04-24,1.6288699508478148,1.6334844745974046,1.6104123509169113,1.6173338890075684,4746750.0,0.0,0.0
2002-04-26,1.6288701967375911,1.6496348141441317,1.6265631820482633,1.6334847211837769,9627864.0,0.0,0.0
2002-04-29,1.6380984176395204,1.6934707194699041,1.628869865690266,1.675013780593872,27650391.0,0.0,0.0
2002-04-30,1.6796276440123081,1.700392257198702,1.656556016605458,1.675013780593872,25895175.0,0.0,0.0
2002-05-08,1.6842423806030187,1.7188502386479072,1.6611709152997525,1.6957786083221436,19133097.0,0.0,0.0
2002-05-09,1.6911639226803643,1.7188502421776295,1.6842423840616725,1.7073140144348145,26067948.0,0.0,0.0
2002-05-10,1.7096219677452367,1.7165435074922812,1.6680927292629697,1.6796281337738037,19620675.0,0.0,0.0
2002-05-13,1.675013772667724,1.6865491737603726,1.6519414852801462,1.6819353103637695,16585305.0,0.0,0.0
2002-05-14,1.6796276895224136,1.6819353638953027,1.6380984620243766,1.6519415378570557,11728692.0,0.0,0.0
2002-05-15,1.6404062603192904,1.658863367968973,1.6311772114269192,1.6334847211837769,8797191.0,0.0,0.0
2002-05-16,1.6334846472358762,1.6334846472358762,1.5919554143028247,1.598876953125,14566950.0,0.0,0.0
2002-05-17,1.5942624353344466,1.6311771441794845,1.5942624353344466,1.6288701295852661,11697516.0,0.0,0.0
2002-05-20,1.6265631176627673,1.6265631176627673,1.5734978213685114,1.5919554233551025,6919599.0,0.0,0.0
2002-05-21,1.6496350201769263,1.6542497102219782,1.6173343351544607,1.638098955154419,12117141.0,0.0,0.0
2002-05-22,1.6380988322112136,1.642713356887404,1.6034909697861548,1.6081056594848633,7403250.0,0.0,0.0
2002-05-23,1.6034909697861548,1.640406342083086,1.6034909697861548,1.6081056594848633,9238482.0,0.0,0.0
2002-05-24,1.6219484027878712,1.6219484027878712,1.5665760984029609,1.5873407125473022,9914268.0,0.0,0.0
