Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1992-02-28,3.274540580837883,3.274540580837883,2.5468648962072424,2.944812536239624,31921600,0.0,0.0
1992-03-02,2.9334428361121647,2.9334428361121647,2.6719343662261963,2.6719343662261963,3063200,0.0,0.0
1992-03-03,2.6491944583463463,2.66056439164397,2.546865058667732,2.6264545917510986,1629600,0.0,0.0
1992-03-04,2.6264530420303345,2.7401523079190935,2.6264530420303345,2.706042528152466,792800,0.0,0.0
1992-03-05,2.71741348584493,2.71741348584493,2.546864522298177,2.558234453201294,621600,0.0,0.0
1992-03-06,2.5923443089360774,2.637824033654254,2.558234515397445,2.615084171295166,822400,0.0,0.0
1992-03-09,2.6378231048583984,2.660562959210626,2.5923433961539435,2.6378231048583984,316000,0.0,0.0
1992-03-10,2.6378234768309534,2.7856325509637223,2.615083619272066,2.7401528358459473,670400,0.0,0.0
1992-03-11,2.7401523079190935,2.762892161096845,2.69467260156359,2.706042528152466,555200,0.0,0.0
1992-03-12,2.706043049507616,2.762892693404835,2.706043049507616,2.7401528358459473,293600,0.0,0.0
1992-03-13,2.7515231909128177,2.808372843617628,2.6719336771260833,2.694673538208008,379200,0.0,0.0
1992-03-16,2.7060441248344653,2.7060441248344653,2.615084658453475,2.6264545917510986,346400,0.0,0.0
1992-03-17,2.6378240210520647,2.649193952177289,2.6037142276763916,2.6037142276763916,212000,0.0,0.0
1992-03-18,2.6037142276763916,2.615084158801616,2.5809743654259427,2.6037142276763916,440800,0.0,0.0
1992-03-19,2.6150833927424606,2.6150833927424606,2.5582337537697986,2.569603681564331,366400,0.0,0.0
1992-03-20,2.580974730182456,2.580974730182456,2.4900152683258057,2.4900152683258057,538400,0.0,0.0
1992-03-23,2.4445356385221757,2.4445356385221757,2.2853565736881736,2.3422062397003174,1220800,0.0,0.0
1992-03-24,2.353574942140018,2.364944869396733,2.319465160369873,2.319465160369873,472000,0.0,0.0
1992-03-25,2.330836772918701,2.364946579351658,2.308096901963397,2.330836772918701,420000,0.0,0.0
1992-03-26,2.330834812457019,2.330834812457019,2.2853551087993207,2.296725034713745,269600,0.0,0.0
1992-03-27,2.3080955914088657,2.3080955914088657,2.217136159235117,2.228506088256836,487200,0.0,0.0
1992-03-30,2.205766959623857,2.251246690750122,2.137547362934459,2.251246690750122,1059200,0.0,0.0
1992-03-31,2.2398772571810444,2.308096869074883,2.2285073218654046,2.2853569984436035,420000,0.0,0.0
1992-04-01,2.296725010203424,2.4445340455135454,2.262615232824165,2.433164119720459,680000,0.0,0.0
1992-04-02,2.444533668278496,2.47864344039401,2.353574275970459,2.353574275970459,560800,0.0,0.0
1992-04-03,2.364944950815593,2.4104246614082006,2.3422050955192892,2.376314878463745,269600,0.0,0.0
1992-04-06,2.421795941254483,2.5468652152159823,2.421795941254483,2.5354952812194824,1020800,0.0,0.0
1992-04-07,2.5696050535548816,2.6037148551507427,2.490015516497872,2.501385450363159,665600,0.0,0.0
1992-04-08,2.4672745927324833,2.4900144507300177,2.3649452317435786,2.4104249477386475,470400,0.0,0.0
